Date,63MOONS
2015-01-01,212.25
2015-01-02,210.1
2015-01-05,210.25
2015-01-06,202.8
2015-01-07,205.3
2015-01-08,206.65
2015-01-09,204.6
2015-01-12,205.65
2015-01-13,204.65
2015-01-14,203.55
2015-01-15,204.2
2015-01-16,202.5
2015-01-19,204.3
2015-01-20,206.2
2015-01-21,202.7
2015-01-22,201.65
2015-01-23,197.1
2015-01-27,195.0
2015-01-28,195.3
2015-01-29,195.95
2015-01-30,201.6
2015-02-02,202.1
2015-02-03,198.75
2015-02-04,197.95
2015-02-05,197.15
2015-02-06,181.85
2015-02-09,175.75
2015-02-10,173.35
2015-02-11,179.25
2015-02-12,179.5
2015-02-13,176.5
2015-02-16,182.45
2015-02-18,182.3
2015-02-19,179.6
2015-02-20,179.75
2015-02-23,180.9
2015-02-24,178.65
2015-02-25,176.0
2015-02-26,172.1
2015-02-27,173.25
2015-02-28,178.4
2015-03-02,214.05
2015-03-03,205.2
2015-03-04,199.75
2015-03-05,197.6
2015-03-09,202.4
2015-03-10,200.6
2015-03-11,194.7
2015-03-12,194.5
2015-03-13,187.6
2015-03-16,180.8
2015-03-17,190.6
2015-03-18,191.4
2015-03-19,191.8
2015-03-20,187.6
2015-03-23,186.85
2015-03-24,178.9
2015-03-25,178.75
2015-03-26,172.8
2015-03-27,166.55
2015-03-30,168.85
2015-03-31,191.7
2015-04-01,190.45
2015-04-06,186.9
2015-04-07,192.65
2015-04-08,196.95
2015-04-09,193.75
2015-04-10,194.7
2015-04-13,193.8
2015-04-15,193.15
2015-04-16,187.9
2015-04-17,185.55
2015-04-20,179.15
2015-04-21,177.7
2015-04-22,180.0
2015-04-23,176.8
2015-04-24,171.15
2015-04-27,163.75
2015-04-28,163.5
2015-04-29,166.4
2015-04-30,173.2
2015-05-04,171.4
2015-05-05,172.4
2015-05-06,168.75
2015-05-07,162.15
2015-05-08,165.65
2015-05-11,167.45
2015-05-12,162.25
2015-05-13,165.3
2015-05-14,165.05
2015-05-15,168.3
2015-05-18,169.45
2015-05-19,168.75
2015-05-20,169.3
2015-05-21,168.95
2015-05-22,167.0
2015-05-25,167.85
2015-05-26,165.3
2015-05-27,162.8
2015-05-28,162.2
2015-05-29,162.75
2015-06-01,161.65
2015-06-02,159.4
2015-06-03,149.05
2015-06-04,147.1
2015-06-05,146.95
2015-06-08,143.5
2015-06-09,138.9
2015-06-10,142.15
2015-06-11,139.45
2015-06-12,138.15
2015-06-15,138.25
2015-06-16,137.15
2015-06-17,160.45
2015-06-18,161.75
2015-06-19,154.75
2015-06-22,156.95
2015-06-23,158.75
2015-06-24,155.25
2015-06-25,153.45
2015-06-26,154.85
2015-06-29,151.25
2015-06-30,152.55
2015-07-01,154.75
2015-07-02,155.7
2015-07-03,153.8
2015-07-06,153.7
2015-07-07,154.2
2015-07-08,151.1
2015-07-09,150.7
2015-07-10,154.6
2015-07-13,155.9
2015-07-14,154.0
2015-07-15,155.75
2015-07-16,155.6
2015-07-17,154.6
2015-07-20,153.7
2015-07-21,151.9
2015-07-22,153.9
2015-07-23,152.9
2015-07-24,153.05
2015-07-27,149.5
2015-07-28,148.25
2015-07-29,148.8
2015-07-30,149.35
2015-07-31,148.45
2015-08-03,152.05
2015-08-04,150.7
2015-08-05,158.5
2015-08-06,165.05
2015-08-07,159.8
2015-08-10,153.35
2015-08-11,152.85
2015-08-12,149.25
2015-08-13,144.55
2015-08-14,144.8
2015-08-17,145.3
2015-08-18,147.75
2015-08-19,147.95
2015-08-20,144.0
2015-08-21,138.55
2015-08-24,123.4
2015-08-25,119.9
2015-08-26,116.2
2015-08-27,120.35
2015-08-28,121.1
2015-08-31,118.5
2015-09-01,115.75
2015-09-02,110.8
2015-09-03,112.65
2015-09-04,100.1
2015-09-07,111.35
2015-09-08,108.95
2015-09-09,108.9
2015-09-10,110.35
2015-09-11,116.8
2015-09-14,118.55
2015-09-15,116.0
2015-09-16,115.9
2015-09-18,112.95
2015-09-21,117.3
2015-09-22,113.5
2015-09-23,114.05
2015-09-24,113.5
2015-09-28,112.95
2015-09-29,112.45
2015-09-30,111.4
2015-10-01,110.3
2015-10-05,110.75
2015-10-06,113.75
2015-10-07,113.95
2015-10-08,114.5
2015-10-09,114.05
2015-10-12,113.3
2015-10-13,113.85
2015-10-14,113.25
2015-10-15,114.7
2015-10-16,111.95
2015-10-19,112.9
2015-10-20,112.85
2015-10-21,114.3
2015-10-23,114.25
2015-10-26,111.9
2015-10-27,112.45
2015-10-28,113.35
2015-10-29,114.05
2015-10-30,111.5
2015-11-02,111.0
2015-11-03,110.85
2015-11-04,108.1
2015-11-05,103.6
2015-11-06,100.5
2015-11-09,98.2
2015-11-10,101.75
2015-11-11,102.75
2015-11-13,100.15
2015-11-16,102.45
2015-11-17,103.15
2015-11-18,101.7
2015-11-19,99.95
2015-11-20,101.95
2015-11-23,101.75
2015-11-24,101.45
2015-11-26,101.4
2015-11-27,101.0
2015-11-30,102.9
2015-12-01,103.0
2015-12-02,102.75
2015-12-03,102.9
2015-12-04,102.2
2015-12-07,102.0
2015-12-08,99.6
2015-12-09,101.4
2015-12-10,100.55
2015-12-11,99.65
2015-12-14,119.55
2015-12-15,131.15
2015-12-16,124.4
2015-12-17,127.55
2015-12-18,123.15
2015-12-21,122.45
2015-12-22,124.2
2015-12-23,120.9
2015-12-24,117.4
2015-12-28,118.7
2015-12-29,119.75
2015-12-30,117.55
2015-12-31,116.3
