Date,LINDEINDIA
2015-01-01,436.6
2015-01-02,424.45
2015-01-05,429.8
2015-01-06,429.05
2015-01-07,440.95
2015-01-08,457.35
2015-01-09,447.7
2015-01-12,443.75
2015-01-13,431.35
2015-01-14,430.25
2015-01-15,447.5
2015-01-16,436.25
2015-01-19,441.05
2015-01-20,445.85
2015-01-21,439.15
2015-01-22,435.85
2015-01-23,435.15
2015-01-27,446.65
2015-01-28,445.05
2015-01-29,442.2
2015-01-30,436.3
2015-02-02,442.0
2015-02-03,442.4
2015-02-04,437.4
2015-02-05,440.25
2015-02-06,439.9
2015-02-09,434.1
2015-02-10,436.55
2015-02-11,430.4
2015-02-12,422.95
2015-02-13,418.4
2015-02-16,417.7
2015-02-18,426.15
2015-02-19,429.95
2015-02-20,428.8
2015-02-23,429.95
2015-02-24,434.7
2015-02-25,425.9
2015-02-26,422.7
2015-02-27,436.35
2015-02-28,428.0
2015-03-02,423.3
2015-03-03,424.5
2015-03-04,421.1
2015-03-05,432.8
2015-03-09,424.35
2015-03-10,429.15
2015-03-11,427.55
2015-03-12,425.8
2015-03-13,427.2
2015-03-16,416.8
2015-03-17,412.05
2015-03-18,406.85
2015-03-19,426.9
2015-03-20,409.75
2015-03-23,400.8
2015-03-24,400.9
2015-03-25,394.5
2015-03-26,391.8
2015-03-27,402.1
2015-03-30,420.1
2015-03-31,432.05
2015-04-01,421.0
2015-04-06,417.55
2015-04-07,409.7
2015-04-08,411.35
2015-04-09,411.1
2015-04-10,408.8
2015-04-13,406.55
2015-04-15,406.95
2015-04-16,407.9
2015-04-17,411.05
2015-04-20,406.2
2015-04-21,403.75
2015-04-22,398.65
2015-04-23,403.05
2015-04-24,393.7
2015-04-27,400.5
2015-04-28,395.75
2015-04-29,390.6
2015-04-30,388.5
2015-05-04,386.7
2015-05-05,391.2
2015-05-06,383.4
2015-05-07,382.3
2015-05-08,383.25
2015-05-11,386.95
2015-05-12,374.35
2015-05-13,399.45
2015-05-14,400.0
2015-05-15,392.3
2015-05-18,393.25
2015-05-19,400.35
2015-05-20,394.35
2015-05-21,392.9
2015-05-22,392.25
2015-05-25,390.65
2015-05-26,389.15
2015-05-27,386.2
2015-05-28,384.9
2015-05-29,388.75
2015-06-01,389.5
2015-06-02,387.95
2015-06-03,379.0
2015-06-04,374.9
2015-06-05,370.3
2015-06-08,372.7
2015-06-09,366.55
2015-06-10,379.7
2015-06-11,374.0
2015-06-12,375.25
2015-06-15,378.0
2015-06-16,371.9
2015-06-17,370.55
2015-06-18,370.5
2015-06-19,371.2
2015-06-22,372.0
2015-06-23,390.8
2015-06-24,385.15
2015-06-25,376.3
2015-06-26,382.85
2015-06-29,376.2
2015-06-30,377.15
2015-07-01,391.0
2015-07-02,386.25
2015-07-03,400.15
2015-07-06,389.5
2015-07-07,395.75
2015-07-08,383.6
2015-07-09,383.25
2015-07-10,384.05
2015-07-13,389.95
2015-07-14,393.8
2015-07-15,393.4
2015-07-16,390.9
2015-07-17,390.05
2015-07-20,390.65
2015-07-21,385.85
2015-07-22,382.25
2015-07-23,379.9
2015-07-24,372.35
2015-07-27,371.0
2015-07-28,372.35
2015-07-29,369.2
2015-07-30,370.2
2015-07-31,367.45
2015-08-03,366.2
2015-08-04,366.25
2015-08-05,376.8
2015-08-06,379.85
2015-08-07,378.95
2015-08-10,369.65
2015-08-11,366.05
2015-08-12,355.0
2015-08-13,353.75
2015-08-14,347.1
2015-08-17,353.95
2015-08-18,346.65
2015-08-19,348.5
2015-08-20,342.15
2015-08-21,349.5
2015-08-24,330.25
2015-08-25,318.7
2015-08-26,319.4
2015-08-27,331.35
2015-08-28,329.4
2015-08-31,323.15
2015-09-01,316.95
2015-09-02,314.4
2015-09-03,318.2
2015-09-04,315.0
2015-09-07,302.95
2015-09-08,301.6
2015-09-09,303.6
2015-09-10,304.45
2015-09-11,303.8
2015-09-14,307.35
2015-09-15,307.4
2015-09-16,310.15
2015-09-18,301.65
2015-09-21,305.55
2015-09-22,302.8
2015-09-23,303.7
2015-09-24,303.0
2015-09-28,300.8
2015-09-29,299.95
2015-09-30,299.75
2015-10-01,299.6
2015-10-05,303.05
2015-10-06,304.75
2015-10-07,321.95
2015-10-08,317.9
2015-10-09,323.3
2015-10-12,319.2
2015-10-13,314.25
2015-10-14,318.25
2015-10-15,315.45
2015-10-16,315.6
2015-10-19,314.8
2015-10-20,312.9
2015-10-21,317.75
2015-10-23,324.05
2015-10-26,329.5
2015-10-27,325.7
2015-10-28,322.45
2015-10-29,324.25
2015-10-30,323.5
2015-11-02,321.3
2015-11-03,320.0
2015-11-04,316.05
2015-11-05,319.9
2015-11-06,313.35
2015-11-09,312.15
2015-11-10,317.8
2015-11-11,319.85
2015-11-13,326.5
2015-11-16,328.3
2015-11-17,318.55
2015-11-18,315.9
2015-11-19,312.9
2015-11-20,314.7
2015-11-23,304.8
2015-11-24,311.75
2015-11-26,313.55
2015-11-27,319.5
2015-11-30,318.0
2015-12-01,325.6
2015-12-02,323.85
2015-12-03,319.95
2015-12-04,323.05
2015-12-07,313.6
2015-12-08,315.0
2015-12-09,305.4
2015-12-10,311.0
2015-12-11,304.1
2015-12-14,303.55
2015-12-15,305.75
2015-12-16,308.85
2015-12-17,321.95
2015-12-18,317.75
2015-12-21,316.45
2015-12-22,314.9
2015-12-23,312.7
2015-12-24,318.5
2015-12-28,320.25
2015-12-29,318.6
2015-12-30,314.9
2015-12-31,316.5
