Symbol,Renyi_entropy
MRF,5.296757709356395
BOSCHLTD,5.233843883945826
EICHERMOT,5.1407534608798136
TIDEWATER,5.081436883723394
PAGEIND,5.060710753206276
3MINDIA,4.944638581953521
HONAUT,4.7464616533697646
BAJFINANCE,4.63661682526461
WABCOINDIA,4.636616825264607
BLUEDART,4.623283294395144
SHREECEM,4.587507121229859
PGHH,4.501827834486499
TVSSRICHAK,4.47007913617192
MONSANTO,4.425627373601087
NESTLEIND,4.417508249162582
DRREDDY,4.3599006999007575
BRITANNIA,4.352296100515538
DYNAMATECH,4.327357152168286
GILLETTE,4.3102627188089855
ORISSAMINE,4.305431791539321
MARUTI,4.249210898694848
ABBOTINDIA,4.2356360296037785
TATAELXSI,4.222242972267341
TTKPRESTIG,4.204660101709474
KICL,4.204233775995998
NAVINFLUOR,4.1831075433237395
BEL,4.176731326184464
SANOFI,4.127134385045095
OFSS,4.119102213347831
NATCOPHARM,4.111134043698653
SCHAEFFLER,4.095385686730515
MCDOWELL-N,4.0953856867305145
SOLARINDS,4.074128847705099
AJANTPHARM,4.011145071842738
BAYERCROP,4.000430683630331
JUSTDIAL,3.9951162335668373
GSKCONS,3.958685491941924
SYMPHONY,3.9535877748702557
WOCKPHARMA,3.951894294363922
CAPLIPOINT,3.923535429803853
ICRA,3.9186133525984252
LAXMIMACH,3.8706808548493488
BAJAJ-AUTO,3.866011585665665
PFIZER,3.864459994974246
BAJAJFINSV,3.8384447558330104
AUROPHARMA,3.8175172357270553
DIVISLAB,3.785491209007647
BEML,3.7854912090076467
JUBLFOOD,3.7769319556119774
CERA,3.7726796458734473
LT,3.7670378819667785
CARERATING,3.762827349430435
CEATLTD,3.7475386569153444
BHARATFORG,3.742036579761361
ULTRACEMCO,3.724361068602639
SHRIRAMCIT,3.72301426705226
TORNTPHARM,3.7230142670522595
CONCOR,3.7216692769369266
CADILAHC,3.6912235104027626
SMLISUZU,3.676983787591628
KSCL,3.6705776157792163
LUPIN,3.6604123440023657
BHARATRAS,3.6604123440023653
GRASIM,3.650349366003744
BANARISUG,3.6441110425910526
VTL,3.6403866435000705
STAR,3.6329792022222085
JCHAC,3.6317499457674787
ECLERX,3.621969916713839
KKCL,3.6171155382490414
SRF,3.611080516914571
BATAINDIA,3.601499605302813
WELSPUNIND,3.60030841993266
ATUL,3.590829675978116
HEROMOTOCO,3.584950764278341
HONDAPOWER,3.5826088428332588
WENDT,3.577941389785764
SIEMENS,3.572137542965964
INFY,3.567518597109669
ZENSARTECH,3.559486425412404
8KMILES,3.5560637181349035
MAHSCOOTER,3.5458653294604394
CANFINHOME,3.5202657122591234
IVZINGOLD,3.5182471878606583
EMAMILTD,3.511512921149529
NIPPOBATRY,3.5093366417269327
NILKAMAL,3.471998971289289
TRENT,3.471998971289289
GLENMARK,3.4502477253569253
MCX,3.4492236597272354
FOSECOIND,3.440053957167383
BASF,3.4370159801473057
GLAXO,3.4229595238080814
BANKBEES,3.4199729611103336
KPRMILL,3.4179868631387036
HINDCOMPOS,3.41106642029413
WHEELS,3.411066420294129
AARTIDRUGS,3.395425827753056
BSLGOLDETF,3.392086630581339
IGARASHI,3.387696320670791
SMSPHARMA,3.38769632067079
RAMCOSYS,3.386734319634599
COLPAL,3.38098166714515
MINDTREE,3.3781177033737215
BAJAJHLDNG,3.376212940893067
KITEX,3.3676861246639054
TATASPONGE,3.349920346511883
THERMAX,3.3233984444627893
VSTIND,3.3224963244196513
IDBIGOLD,3.31773247756667
SRTRANSFIN,3.316204168828762
RKFORGE,3.306395797730242
EXCELCROP,3.302852835653898
HINDPETRO,3.2949267703814775
SQSBFSI,3.2896774144953334
AIAENG,3.281854688814125
INSECTICID,3.2801245845763423
JSWHL,3.271518679483463
NBCC,3.2715186794834623
TCS,3.270662148381846
VSTTILLERS,3.2672433416330615
AXISGOLD,3.2663904631165437
ABB,3.262986204509742
ACC,3.253683811847428
AMBIKCO,3.2528424150792365
SIYSIL,3.2494838896721028
FIEMIND,3.246972377259442
VINDHYATEL,3.2453015330946235
WABAG,3.2411365957953384
NESCO,3.2386459344828875
JKIL,3.2345085682169263
EROSMEDIA,3.2320343401505753
GODREJCP,3.227924182288747
SUNCLAYLTD,3.2279241822887466
SUNPHARMA,3.225466172038478
JINDALPOLY,3.2213828670591074
INGERRAND,3.2197542022039847
KOTAKBANK,3.2181281855855652
APOLLOHOSP,3.2181281855855652
CRISIL,3.2173161676765534
VAIBHAVGBL,3.2148840627079407
SHILPAMED,3.2124578585254757
DICIND,3.177533674289404
GODFRYPHLP,3.1736411041738903
DALMIABHA,3.1728644051057198
ALPHAGEO,3.1689899329981612
JETAIRWAYS,3.1620534890015044
AKZOINDIA,3.1605185692834215
VADILALIND,3.1589860019336427
SKFINDIA,3.158220598145797
RAJESHEXPO,3.1551648280063183
ICICIGOLD,3.1544023422659846
HCLTECH,3.1452975752730645
INEOSSTYRO,3.1310491152467814
BFUTILITIE,3.131049115246781
BPCL,3.128075135359655
VENKEYS,3.114068271639284
NEULANDLAB,3.113336475046068
RATNAMANI,3.1075013016693473
SETFGOLD,3.1024233074424035
REVATHI,3.091111900214137
KNRCON,3.0880552441754836
HDFC,3.082365328397805
IBULHSGFIN,3.0767076046779462
GOLDSHARE,3.0745941836729185
AEGISCHEM,3.0710817107957773
TATAMOTORS,3.064790183576297
SWELECTES,3.054391476355399
ASTRAZEN,3.053702058885831
CENTUM,3.0516366536765545
SANDESH,3.0502620830133873
RELAXO,3.044782617248762
TIL,3.024497946077256
HDFCMFGETF,3.0204899246797177
PERSISTENT,3.0131833494972784
APCOTEXIND,3.007244697929697
CUMMINSIND,3.003305099925617
AARTIIND,3.0019953420435534
APLAPOLLO,3.001995342043553
GOLDBEES,2.9948221779311397
DHANUKA,2.9935234764499032
DECCANCE,2.9929333291050506
CENTURYTEX,2.989637461196953
SRIPIPES,2.9793479813485426
M&M,2.9723348827926706
APLLTD,2.969796810364199
ITDCEM,2.9691632975143767
GREENPLY,2.967897474560547
ZYDUSWELL,2.9603360018599707
VINATIORGA,2.9603360018599703
SUNDARMFIN,2.9584545337602646
MBLINFRA,2.9565765989360653
MPSLTD,2.954702184141715
PCJEWELLER,2.9547021841417145
SOBHA,2.9522084172633125
REPRO,2.9484793887034457
UBL,2.9484793887034453
KAJARIACER,2.946620076113262
GUJFLUORO,2.9386027652075333
ATULAUTO,2.9386027652075333
METALFORGE,2.933089734398884
HSIL,2.9149294290192254
LAOPALA,2.9030032292240504
JSWSTEEL,2.901818394962219
SUTLEJTEX,2.9012265038528997
HERITGFOOD,2.894738719374157
BBL,2.890046628654428
GEPIL,2.889461662273314
RELIANCE,2.8894616622733134
MOTHERSUMI,2.8894616622733134
CLNINDIA,2.8824686267823427
SWARAJENG,2.8709211543575712
SARLAPOLY,2.8697737073010936
TECHM,2.865767979484166
UPL,2.8544106739871857
ENIL,2.8437394129352183
YESBANK,2.842064838164886
GAYAPROJ,2.823279755392012
TRF,2.8178212265548934
SIMPLEXINF,2.8178212265548934
IFBIND,2.8118510595683897
MERCK,2.8048410551277683
SAREGAMA,2.794683255946024
CANBK,2.7914968485766165
ABAN,2.790966766401469
PEL,2.7888492431115615
POLYMED,2.786208628955052
MMFL,2.779899459761787
RELINFRA,2.779375488044271
NIITTECH,2.7746720563266356
MOHOTAIND,2.7663646357567795
AXISCADES,2.765847706306137
TATASTEEL,2.7622366629187494
SOTL,2.754031488679564
INDUSINDBK,2.751481117493558
MINDAIND,2.7509718228556084
IPCALAB,2.7499540110629077
JUBLINDS,2.746399805747404
STERTOOLS,2.7413441832502237
TREEHOUSE,2.740336118648729
HINDUNILVR,2.7393290692182024
RELCAPITAL,2.7358123612482355
PLASTIBLEN,2.7308098495652637
HGS,2.7090913256106206
RSWM,2.708603163531119
ASIANPAINT,2.70373460474223
SUNDRMBRAK,2.701793798698768
ESABINDIA,2.698328559299396
CESC,2.6959938791052203
WHIRLPOOL,2.69551206748424
LUMAXIND,2.6911861775371175
TECHNO,2.6849705228137766
AMARAJABAT,2.683541610925019
RIIL,2.679267085299907
INDIANHUME,2.676900220289641
SUNILHITEC,2.674067357205336
NAUKRI,2.665149203754122
SAGCEM,2.665149203754122
MFSL,2.664215060762325
HIL,2.6637483162964424
AUTOAXLES,2.6493862440888645
KTIL,2.6480072505354713
CHOLAFIN,2.642053488959473
GAIL,2.6384071768064525
DHFL,2.635681141497214
OIL,2.632057949127794
LGBBROSLTD,2.6252996445126513
TATAMTRDVR,2.621266477495029
BIL,2.619925695171264
RAYMOND,2.619032837969092
APARINDS,2.6168041764716303
INDTERRAIN,2.611918534952484
SANGHVIMOV,2.608380273852885
KIRLOSIND,2.6000267409941187
MANGALAM,2.597403215221735
VOLTAMP,2.589573684142029
VIVIMEDLAB,2.5887075082541804
GARWALLROP,2.5856817873376428
LUMAXTECH,2.582234993748562
