Date,BIRLACORPN
2015-01-01,459.5
2015-01-02,458.9
2015-01-05,460.8
2015-01-06,436.55
2015-01-07,433.1
2015-01-08,440.55
2015-01-09,438.1
2015-01-12,439.2
2015-01-13,461.45
2015-01-14,479.8
2015-01-15,494.55
2015-01-16,487.4
2015-01-19,475.4
2015-01-20,497.25
2015-01-21,520.0
2015-01-22,541.05
2015-01-23,533.05
2015-01-27,533.3
2015-01-28,540.4
2015-01-29,532.6
2015-01-30,531.3
2015-02-02,533.9
2015-02-03,516.0
2015-02-04,514.55
2015-02-05,484.95
2015-02-06,461.4
2015-02-09,445.2
2015-02-10,442.35
2015-02-11,457.55
2015-02-12,453.7
2015-02-13,456.05
2015-02-16,466.65
2015-02-18,488.25
2015-02-19,470.05
2015-02-20,453.4
2015-02-23,436.75
2015-02-24,419.6
2015-02-25,435.4
2015-02-26,432.75
2015-02-27,432.75
2015-02-28,430.3
2015-03-02,459.05
2015-03-03,448.25
2015-03-04,444.15
2015-03-05,439.15
2015-03-09,434.5
2015-03-10,430.05
2015-03-11,424.05
2015-03-12,432.7
2015-03-13,429.1
2015-03-16,423.65
2015-03-17,422.65
2015-03-18,422.7
2015-03-19,426.55
2015-03-20,416.7
2015-03-23,421.65
2015-03-24,419.25
2015-03-25,408.25
2015-03-26,400.15
2015-03-27,390.65
2015-03-30,402.8
2015-03-31,405.2
2015-04-01,414.7
2015-04-06,428.35
2015-04-07,437.2
2015-04-08,445.6
2015-04-09,449.1
2015-04-10,452.1
2015-04-13,454.65
2015-04-15,452.45
2015-04-16,436.8
2015-04-17,428.9
2015-04-20,430.15
2015-04-21,427.7
2015-04-22,431.8
2015-04-23,433.5
2015-04-24,427.4
2015-04-27,412.05
2015-04-28,416.85
2015-04-29,437.55
2015-04-30,431.25
2015-05-04,432.55
2015-05-05,430.3
2015-05-06,421.7
2015-05-07,408.55
2015-05-08,418.3
2015-05-11,416.9
2015-05-12,415.45
2015-05-13,406.5
2015-05-14,407.35
2015-05-15,405.2
2015-05-18,404.0
2015-05-19,403.75
2015-05-20,404.15
2015-05-21,404.75
2015-05-22,406.15
2015-05-25,407.8
2015-05-26,400.5
2015-05-27,402.95
2015-05-28,400.75
2015-05-29,406.95
2015-06-01,414.05
2015-06-02,412.1
2015-06-03,405.55
2015-06-04,401.7
2015-06-05,407.2
2015-06-08,404.65
2015-06-09,397.9
2015-06-10,411.05
2015-06-11,403.45
2015-06-12,401.5
2015-06-15,410.7
2015-06-16,405.1
2015-06-17,406.6
2015-06-18,410.2
2015-06-19,406.4
2015-06-22,410.15
2015-06-23,417.85
2015-06-24,417.1
2015-06-25,417.6
2015-06-26,418.45
2015-06-29,404.2
2015-06-30,412.7
2015-07-01,423.85
2015-07-02,425.5
2015-07-03,422.05
2015-07-06,425.2
2015-07-07,432.0
2015-07-08,420.15
2015-07-09,421.3
2015-07-10,426.25
2015-07-13,439.6
2015-07-14,442.8
2015-07-15,449.35
2015-07-16,452.3
2015-07-17,450.45
2015-07-20,447.95
2015-07-21,449.95
2015-07-22,450.1
2015-07-23,460.9
2015-07-24,470.7
2015-07-27,454.5
2015-07-28,446.75
2015-07-29,447.4
2015-07-30,442.35
2015-07-31,445.4
2015-08-03,447.35
2015-08-04,449.95
2015-08-05,450.8
2015-08-06,449.95
2015-08-07,448.9
2015-08-10,439.55
2015-08-11,471.85
2015-08-12,455.3
2015-08-13,430.45
2015-08-14,453.5
2015-08-17,539.25
2015-08-18,525.75
2015-08-19,519.65
2015-08-20,479.45
2015-08-21,469.05
2015-08-24,444.8
2015-08-25,455.3
2015-08-26,455.3
2015-08-27,459.95
2015-08-28,448.9
2015-08-31,452.55
2015-09-01,430.9
2015-09-02,429.2
2015-09-03,448.3
2015-09-04,439.05
2015-09-07,437.55
2015-09-08,448.3
2015-09-09,470.25
2015-09-10,460.65
2015-09-11,471.05
2015-09-14,472.05
2015-09-15,464.65
2015-09-16,453.35
2015-09-18,452.75
2015-09-21,453.9
2015-09-22,457.8
2015-09-23,454.75
2015-09-24,463.15
2015-09-28,453.9
2015-09-29,452.1
2015-09-30,453.3
2015-10-01,449.95
2015-10-05,449.95
2015-10-06,450.45
2015-10-07,447.2
2015-10-08,451.15
2015-10-09,443.75
2015-10-12,443.25
2015-10-13,448.15
2015-10-14,446.0
2015-10-15,444.35
2015-10-16,442.1
2015-10-19,447.15
2015-10-20,442.55
2015-10-21,440.75
2015-10-23,437.8
2015-10-26,426.85
2015-10-27,431.2
2015-10-28,427.6
2015-10-29,427.15
2015-10-30,430.75
2015-11-02,427.6
2015-11-03,428.05
2015-11-04,417.2
2015-11-05,420.0
2015-11-06,411.8
2015-11-09,413.9
2015-11-10,420.15
2015-11-11,423.55
2015-11-13,424.25
2015-11-16,415.2
2015-11-17,420.1
2015-11-18,416.95
2015-11-19,418.2
2015-11-20,430.8
2015-11-23,452.1
2015-11-24,460.75
2015-11-26,464.25
2015-11-27,466.55
2015-11-30,480.55
2015-12-01,474.85
2015-12-02,473.7
2015-12-03,456.25
2015-12-04,459.95
2015-12-07,457.55
2015-12-08,444.2
2015-12-09,437.05
2015-12-10,450.2
2015-12-11,450.2
2015-12-14,447.7
2015-12-15,446.2
2015-12-16,456.85
2015-12-17,451.7
2015-12-18,448.0
2015-12-21,449.7
2015-12-22,458.8
2015-12-23,462.4
2015-12-24,456.8
2015-12-28,449.7
2015-12-29,439.1
2015-12-30,440.2
2015-12-31,447.75
