Date,JKLAKSHMI
2015-01-01,402.0
2015-01-02,404.95
2015-01-05,398.5
2015-01-06,389.9
2015-01-07,391.05
2015-01-08,394.1
2015-01-09,387.25
2015-01-12,385.65
2015-01-13,395.2
2015-01-14,394.15
2015-01-15,393.6
2015-01-16,398.45
2015-01-19,407.3
2015-01-20,422.95
2015-01-21,410.8
2015-01-22,418.95
2015-01-23,407.5
2015-01-27,405.4
2015-01-28,392.75
2015-01-29,397.9
2015-01-30,387.3
2015-02-02,397.95
2015-02-03,385.65
2015-02-04,386.15
2015-02-05,392.85
2015-02-06,377.85
2015-02-09,367.45
2015-02-10,361.45
2015-02-11,378.7
2015-02-12,381.45
2015-02-13,384.6
2015-02-16,374.35
2015-02-18,370.75
2015-02-19,368.4
2015-02-20,362.75
2015-02-23,360.85
2015-02-24,352.0
2015-02-25,355.5
2015-02-26,345.55
2015-02-27,340.55
2015-02-28,343.85
2015-03-02,391.3
2015-03-03,389.3
2015-03-04,376.15
2015-03-05,373.5
2015-03-09,379.45
2015-03-10,382.75
2015-03-11,381.0
2015-03-12,379.85
2015-03-13,372.95
2015-03-16,380.4
2015-03-17,389.65
2015-03-18,390.2
2015-03-19,387.2
2015-03-20,380.95
2015-03-23,370.7
2015-03-24,369.95
2015-03-25,368.15
2015-03-26,354.0
2015-03-27,351.4
2015-03-30,352.45
2015-03-31,358.8
2015-04-01,368.65
2015-04-06,377.7
2015-04-07,374.25
2015-04-08,369.7
2015-04-09,369.65
2015-04-10,369.1
2015-04-13,364.7
2015-04-15,360.55
2015-04-16,355.6
2015-04-17,348.65
2015-04-20,351.9
2015-04-21,352.85
2015-04-22,347.25
2015-04-23,351.05
2015-04-24,355.5
2015-04-27,360.05
2015-04-28,363.55
2015-04-29,360.35
2015-04-30,360.0
2015-05-04,359.85
2015-05-05,356.55
2015-05-06,340.35
2015-05-07,341.7
2015-05-08,343.25
2015-05-11,344.9
2015-05-12,332.1
2015-05-13,342.0
2015-05-14,342.95
2015-05-15,342.7
2015-05-18,341.25
2015-05-19,344.0
2015-05-20,341.65
2015-05-21,340.8
2015-05-22,337.1
2015-05-25,338.75
2015-05-26,332.65
2015-05-27,330.9
2015-05-28,331.85
2015-05-29,341.1
2015-06-01,345.35
2015-06-02,347.65
2015-06-03,327.55
2015-06-04,319.1
2015-06-05,323.0
2015-06-08,312.3
2015-06-09,307.25
2015-06-10,317.35
2015-06-11,316.6
2015-06-12,316.25
2015-06-15,311.25
2015-06-16,311.65
2015-06-17,312.0
2015-06-18,316.3
2015-06-19,317.5
2015-06-22,327.05
2015-06-23,337.35
2015-06-24,342.45
2015-06-25,343.65
2015-06-26,348.45
2015-06-29,349.25
2015-06-30,347.4
2015-07-01,345.65
2015-07-02,351.25
2015-07-03,337.05
2015-07-06,350.95
2015-07-07,346.7
2015-07-08,333.85
2015-07-09,336.35
2015-07-10,329.3
2015-07-13,331.1
2015-07-14,332.7
2015-07-15,338.25
2015-07-16,337.0
2015-07-17,337.0
2015-07-20,341.4
2015-07-21,332.3
2015-07-22,331.45
2015-07-23,329.95
2015-07-24,323.0
2015-07-27,320.75
2015-07-28,328.85
2015-07-29,327.95
2015-07-30,331.35
2015-07-31,337.4
2015-08-03,350.25
2015-08-04,361.05
2015-08-05,365.7
2015-08-06,372.2
2015-08-07,373.55
2015-08-10,364.8
2015-08-11,355.2
2015-08-12,348.2
2015-08-13,344.55
2015-08-14,353.25
2015-08-17,357.7
2015-08-18,364.1
2015-08-19,368.65
2015-08-20,356.65
2015-08-21,359.9
2015-08-24,330.5
2015-08-25,328.6
2015-08-26,333.05
2015-08-27,346.45
2015-08-28,356.25
2015-08-31,352.45
2015-09-01,346.45
2015-09-02,347.15
2015-09-03,355.45
2015-09-04,356.0
2015-09-07,358.6
2015-09-08,360.1
2015-09-09,365.75
2015-09-10,366.6
2015-09-11,370.85
2015-09-14,371.25
2015-09-15,371.4
2015-09-16,369.2
2015-09-18,370.3
2015-09-21,370.85
2015-09-22,370.05
2015-09-23,366.0
2015-09-24,367.05
2015-09-28,370.15
2015-09-29,369.7
2015-09-30,372.9
2015-10-01,378.1
2015-10-05,378.5
2015-10-06,380.0
2015-10-07,381.55
2015-10-08,383.4
2015-10-09,384.85
2015-10-12,383.9
2015-10-13,384.9
2015-10-14,377.8
2015-10-15,376.35
2015-10-16,373.45
2015-10-19,374.3
2015-10-20,380.65
2015-10-21,381.2
2015-10-23,375.45
2015-10-26,373.95
2015-10-27,378.7
2015-10-28,374.15
2015-10-29,369.5
2015-10-30,374.5
2015-11-02,371.9
2015-11-03,376.45
2015-11-04,367.35
2015-11-05,360.5
2015-11-06,353.1
2015-11-09,351.3
2015-11-10,357.7
2015-11-11,362.05
2015-11-13,354.05
2015-11-16,348.1
2015-11-17,344.6
2015-11-18,344.45
2015-11-19,345.85
2015-11-20,344.35
2015-11-23,346.2
2015-11-24,350.6
2015-11-26,352.75
2015-11-27,359.35
2015-11-30,356.8
2015-12-01,356.8
2015-12-02,350.35
2015-12-03,347.0
2015-12-04,325.6
2015-12-07,331.15
2015-12-08,330.4
2015-12-09,325.3
2015-12-10,324.15
2015-12-11,328.0
2015-12-14,332.45
2015-12-15,336.25
2015-12-16,332.1
2015-12-17,338.35
2015-12-18,330.5
2015-12-21,328.65
2015-12-22,325.2
2015-12-23,328.15
2015-12-24,328.65
2015-12-28,330.8
2015-12-29,326.8
2015-12-30,330.4
2015-12-31,326.95
