Date,SUPREMEIND
2015-01-01,589.2
2015-01-02,597.4
2015-01-05,602.9
2015-01-06,593.5
2015-01-07,590.5
2015-01-08,590.6
2015-01-09,589.75
2015-01-12,596.85
2015-01-13,585.35
2015-01-14,581.4
2015-01-15,586.6
2015-01-16,573.35
2015-01-19,578.05
2015-01-20,584.25
2015-01-21,580.1
2015-01-22,595.75
2015-01-23,593.5
2015-01-27,584.4
2015-01-28,591.3
2015-01-29,586.0
2015-01-30,590.55
2015-02-02,585.4
2015-02-03,616.75
2015-02-04,623.65
2015-02-05,622.35
2015-02-06,625.3
2015-02-09,633.85
2015-02-10,646.6
2015-02-11,672.55
2015-02-12,682.15
2015-02-13,691.25
2015-02-16,673.15
2015-02-18,671.3
2015-02-19,658.05
2015-02-20,659.65
2015-02-23,651.05
2015-02-24,633.15
2015-02-25,647.45
2015-02-26,651.05
2015-02-27,660.8
2015-02-28,660.4
2015-03-02,673.1
2015-03-03,683.0
2015-03-04,675.3
2015-03-05,676.7
2015-03-09,680.2
2015-03-10,673.9
2015-03-11,706.45
2015-03-12,705.65
2015-03-13,699.75
2015-03-16,695.1
2015-03-17,714.75
2015-03-18,730.2
2015-03-19,725.2
2015-03-20,730.1
2015-03-23,708.9
2015-03-24,711.95
2015-03-25,724.05
2015-03-26,691.25
2015-03-27,708.15
2015-03-30,705.55
2015-03-31,712.6
2015-04-01,722.6
2015-04-06,735.25
2015-04-07,716.3
2015-04-08,712.7
2015-04-09,733.5
2015-04-10,735.35
2015-04-13,725.55
2015-04-15,700.1
2015-04-16,684.2
2015-04-17,679.6
2015-04-20,661.9
2015-04-21,642.1
2015-04-22,657.6
2015-04-23,659.05
2015-04-24,668.65
2015-04-27,646.85
2015-04-28,649.75
2015-04-29,691.1
2015-04-30,682.85
2015-05-04,678.75
2015-05-05,687.2
2015-05-06,675.4
2015-05-07,670.9
2015-05-08,669.15
2015-05-11,670.15
2015-05-12,665.0
2015-05-13,665.45
2015-05-14,665.55
2015-05-15,659.35
2015-05-18,665.15
2015-05-19,662.65
2015-05-20,664.5
2015-05-21,686.7
2015-05-22,677.7
2015-05-25,679.2
2015-05-26,695.1
2015-05-27,709.25
2015-05-28,704.85
2015-05-29,667.8
2015-06-01,682.75
2015-06-02,670.2
2015-06-03,664.6
2015-06-04,657.45
2015-06-05,665.65
2015-06-08,682.5
2015-06-09,683.75
2015-06-10,685.8
2015-06-11,670.75
2015-06-12,667.3
2015-06-15,672.1
2015-06-16,671.6
2015-06-17,677.35
2015-06-18,661.6
2015-06-19,673.6
2015-06-22,667.35
2015-06-23,678.1
2015-06-24,699.85
2015-06-25,692.15
2015-06-26,684.0
2015-06-29,662.95
2015-06-30,675.25
2015-07-01,674.1
2015-07-02,703.4
2015-07-03,698.9
2015-07-06,684.4
2015-07-07,679.75
2015-07-08,670.0
2015-07-09,672.45
2015-07-10,656.45
2015-07-13,644.25
2015-07-14,641.85
2015-07-15,601.5
2015-07-16,616.9
2015-07-17,625.95
2015-07-20,621.3
2015-07-21,616.0
2015-07-22,618.6
2015-07-23,640.55
2015-07-24,627.95
2015-07-27,629.3
2015-07-28,622.05
2015-07-29,612.55
2015-07-30,617.1
2015-07-31,626.85
2015-08-03,625.15
2015-08-04,634.55
2015-08-05,649.05
2015-08-06,650.4
2015-08-07,649.2
2015-08-10,651.6
2015-08-11,647.5
2015-08-12,638.85
2015-08-13,641.85
2015-08-14,645.7
2015-08-17,657.8
2015-08-18,662.45
2015-08-19,658.6
2015-08-20,645.9
2015-08-21,641.25
2015-08-24,593.1
2015-08-25,581.55
2015-08-26,578.25
2015-08-27,591.55
2015-08-28,599.55
2015-08-31,590.95
2015-09-01,596.5
2015-09-02,603.95
2015-09-03,596.45
2015-09-04,590.45
2015-09-07,589.95
2015-09-08,584.45
2015-09-09,590.15
2015-09-10,585.95
2015-09-11,597.95
2015-09-14,597.1
2015-09-15,593.1
2015-09-16,590.5
2015-09-18,594.65
2015-09-21,596.9
2015-09-22,595.95
2015-09-23,596.15
2015-09-24,594.9
2015-09-28,611.55
2015-09-29,618.35
2015-09-30,618.5
2015-10-01,636.95
2015-10-05,642.45
2015-10-06,634.95
2015-10-07,634.05
2015-10-08,633.0
2015-10-09,636.7
2015-10-12,634.0
2015-10-13,626.35
2015-10-14,630.5
2015-10-15,628.05
2015-10-16,629.0
2015-10-19,630.2
2015-10-20,628.65
2015-10-21,628.15
2015-10-23,622.6
2015-10-26,623.25
2015-10-27,634.75
2015-10-28,625.2
2015-10-29,637.65
2015-10-30,630.05
2015-11-02,630.5
2015-11-03,630.4
2015-11-04,625.85
2015-11-05,626.7
2015-11-06,622.75
2015-11-09,628.75
2015-11-10,630.7
2015-11-11,632.75
2015-11-13,622.35
2015-11-16,623.75
2015-11-17,622.8
2015-11-18,622.1
2015-11-19,626.65
2015-11-20,626.05
2015-11-23,630.25
2015-11-24,642.9
2015-11-26,635.15
2015-11-27,641.55
2015-11-30,652.5
2015-12-01,643.5
2015-12-02,650.65
2015-12-03,662.4
2015-12-04,659.5
2015-12-07,661.8
2015-12-08,663.55
2015-12-09,643.9
2015-12-10,648.45
2015-12-11,640.75
2015-12-14,629.6
2015-12-15,621.65
2015-12-16,621.35
2015-12-17,645.05
2015-12-18,652.3
2015-12-21,673.0
2015-12-22,666.6
2015-12-23,668.55
2015-12-24,679.7
2015-12-28,681.1
2015-12-29,681.35
2015-12-30,675.3
2015-12-31,681.45
