Date,TVSSRICHAK
2015-01-01,1676.0
2015-01-02,1690.55
2015-01-05,1689.45
2015-01-06,1613.05
2015-01-07,1602.8
2015-01-08,1623.5
2015-01-09,1618.3
2015-01-12,1650.15
2015-01-13,1638.95
2015-01-14,1616.65
2015-01-15,1628.6
2015-01-16,1644.0
2015-01-19,1690.2
2015-01-20,1715.95
2015-01-21,1674.6
2015-01-22,1684.65
2015-01-23,1636.45
2015-01-27,1664.45
2015-01-28,1673.7
2015-01-29,1685.4
2015-01-30,1665.95
2015-02-02,1788.4
2015-02-03,1805.75
2015-02-04,1789.75
2015-02-05,1759.85
2015-02-06,1674.35
2015-02-09,1686.75
2015-02-10,1630.25
2015-02-11,1674.5
2015-02-12,1696.5
2015-02-13,1742.2
2015-02-16,1757.4
2015-02-18,1749.85
2015-02-19,1686.75
2015-02-20,1671.0
2015-02-23,1651.4
2015-02-24,1649.1
2015-02-25,1613.65
2015-02-26,1570.75
2015-02-27,1575.8
2015-02-28,1577.0
2015-03-02,1565.3
2015-03-03,1564.6
2015-03-04,1514.05
2015-03-05,1532.7
2015-03-09,1532.65
2015-03-10,1534.0
2015-03-11,1547.7
2015-03-12,1542.55
2015-03-13,1501.25
2015-03-16,1442.45
2015-03-17,1474.95
2015-03-18,1505.5
2015-03-19,1510.05
2015-03-20,1472.6
2015-03-23,1472.15
2015-03-24,1478.1
2015-03-25,1453.55
2015-03-26,1449.6
2015-03-27,1441.2
2015-03-30,1459.0
2015-03-31,1529.85
2015-04-01,1527.2
2015-04-06,1541.55
2015-04-07,1547.35
2015-04-08,1734.45
2015-04-09,1911.55
2015-04-10,2026.45
2015-04-13,2011.35
2015-04-15,1913.55
2015-04-16,1912.85
2015-04-17,1997.5
2015-04-20,1996.95
2015-04-21,2031.0
2015-04-22,2000.35
2015-04-23,2001.4
2015-04-24,1901.8
2015-04-27,1776.7
2015-04-28,1759.2
2015-04-29,1821.45
2015-04-30,1836.25
2015-05-04,1843.95
2015-05-05,1839.75
2015-05-06,1770.85
2015-05-07,1722.8
2015-05-08,1709.9
2015-05-11,1764.75
2015-05-12,1704.4
2015-05-13,1744.65
2015-05-14,1750.6
2015-05-15,1782.0
2015-05-18,1819.1
2015-05-19,1851.7
2015-05-20,1840.8
2015-05-21,1804.1
2015-05-22,1839.6
2015-05-25,1876.35
2015-05-26,1860.5
