Date,LUPIN
2015-11-10,1790.4
2015-11-11,1801.85
2015-11-13,1777.8
2015-11-16,1809.1
2015-11-17,1799.5
2015-11-18,1783.05
2015-11-19,1807.55
2015-11-20,1814.5
2015-11-23,1842.6
2015-11-24,1860.9
2015-11-26,1836.15
2015-11-27,1812.7
2015-11-30,1786.95
2015-12-01,1811.55
2015-12-02,1870.8
2015-12-03,1821.65
2015-12-04,1804.75
2015-12-07,1831.65
2015-12-08,1804.35
2015-12-09,1759.95
2015-12-10,1733.8
2015-12-11,1740.15
2015-12-14,1747.85
2015-12-15,1792.9
2015-12-16,1828.8
2015-12-17,1822.5
2015-12-18,1784.4
2015-12-21,1801.7
2015-12-22,1785.2
2015-12-23,1804.8
2015-12-24,1803.9
2015-12-28,1840.95
2015-12-29,1846.75
2015-12-30,1836.5
2015-12-31,1837.25
