Date,BAJAJFINSV
2015-01-01,1286.6
2015-01-02,1275.65
2015-01-05,1258.7
2015-01-06,1229.6
2015-01-07,1228.55
2015-01-08,1289.8
2015-01-09,1279.2
2015-01-12,1267.7
2015-01-13,1286.45
2015-01-14,1254.2
2015-01-15,1289.05
2015-01-16,1267.65
2015-01-19,1257.95
2015-01-20,1321.95
2015-01-21,1292.65
2015-01-22,1298.2
2015-01-23,1312.2
2015-01-27,1375.4
2015-01-28,1450.4
2015-01-29,1460.25
2015-01-30,1447.55
2015-02-02,1509.3
2015-02-03,1468.45
2015-02-04,1471.35
2015-02-05,1476.2
2015-02-06,1469.0
2015-02-09,1449.55
2015-02-10,1436.5
2015-02-11,1410.3
2015-02-12,1499.05
2015-02-13,1510.85
2015-02-16,1483.5
2015-02-18,1484.1
2015-02-19,1467.25
2015-02-20,1471.35
2015-02-23,1435.65
2015-02-24,1429.85
2015-02-25,1431.25
2015-02-26,1399.65
2015-02-27,1422.15
2015-02-28,1407.4
2015-03-02,1451.4
2015-03-03,1485.05
2015-03-04,1470.2
2015-03-05,1529.1
2015-03-09,1470.7
2015-03-10,1457.1
2015-03-11,1458.35
2015-03-12,1479.6
2015-03-13,1500.95
2015-03-16,1452.15
2015-03-17,1469.7
2015-03-18,1434.75
2015-03-19,1409.75
2015-03-20,1379.8
2015-03-23,1335.3
2015-03-24,1341.35
2015-03-25,1374.85
2015-03-26,1379.2
2015-03-27,1356.35
2015-03-30,1399.45
2015-03-31,1414.55
2015-04-01,1427.55
2015-04-06,1426.6
2015-04-07,1431.2
2015-04-08,1455.6
2015-04-09,1464.65
2015-04-10,1454.85
2015-04-13,1438.4
2015-04-15,1421.7
2015-04-16,1434.6
2015-04-17,1422.15
2015-04-20,1338.9
2015-04-21,1345.55
2015-04-22,1324.6
2015-04-23,1361.6
2015-04-24,1360.25
2015-04-27,1326.05
2015-04-28,1325.45
2015-04-29,1389.2
2015-04-30,1434.9
2015-05-04,1451.1
2015-05-05,1443.7
2015-05-06,1438.85
