Date,JPASSOCIAT
2015-01-01,25.95
2015-01-02,27.6
2015-01-05,27.1
2015-01-06,26.0
2015-01-07,25.45
2015-01-08,26.8
2015-01-09,26.3
2015-01-12,25.6
2015-01-13,24.65
2015-01-14,23.85
2015-01-15,25.85
2015-01-16,26.8
2015-01-19,26.8
2015-01-20,26.7
2015-01-21,25.7
2015-01-22,25.7
2015-01-23,26.6
2015-01-27,26.3
2015-01-28,26.25
2015-01-29,26.1
2015-01-30,28.55
2015-02-02,28.55
2015-02-03,27.25
2015-02-04,28.5
2015-02-05,26.5
2015-02-06,25.8
2015-02-09,24.5
2015-02-10,23.9
2015-02-11,23.45
2015-02-12,24.2
2015-02-13,24.35
2015-02-16,24.65
2015-02-18,25.3
2015-02-19,25.55
2015-02-20,25.5
2015-02-23,25.1
2015-02-24,24.75
2015-02-25,25.2
2015-02-26,24.75
2015-02-27,25.9
2015-02-28,25.35
2015-03-02,26.0
2015-03-03,26.0
2015-03-04,28.0
2015-03-05,28.8
2015-03-09,27.55
2015-03-10,26.85
2015-03-11,27.3
2015-03-12,28.65
2015-03-13,26.8
2015-03-16,26.85
2015-03-17,26.2
2015-03-18,25.9
2015-03-19,25.6
2015-03-20,24.95
2015-03-23,24.3
2015-03-24,24.35
2015-03-25,23.95
2015-03-26,23.75
2015-03-27,24.5
2015-03-30,25.0
2015-03-31,24.8
2015-04-01,25.05
2015-04-06,25.35
2015-04-07,25.2
2015-04-08,25.45
2015-04-09,25.6
2015-04-10,26.3
2015-04-13,26.15
2015-04-15,25.65
2015-04-16,24.75
2015-04-17,24.6
2015-04-20,24.1
2015-04-21,24.1
2015-04-22,24.45
2015-04-23,24.45
2015-04-24,22.9
2015-04-27,21.1
2015-04-28,20.7
2015-04-29,20.55
2015-04-30,20.6
2015-05-04,21.15
2015-05-05,20.9
2015-05-06,19.75
2015-05-07,18.8
2015-05-08,19.3
2015-05-11,19.65
2015-05-12,18.65
2015-05-13,19.0
2015-05-14,19.55
2015-05-15,19.15
2015-05-18,18.95
2015-05-19,18.45
2015-05-20,18.5
2015-05-21,18.25
2015-05-22,17.8
2015-05-25,17.85
2015-05-26,17.75
2015-05-27,17.75
2015-05-28,17.7
2015-05-29,18.0
2015-06-01,17.6
2015-06-02,16.45
2015-06-03,13.05
2015-06-04,13.1
2015-06-05,12.45
2015-06-08,12.3
2015-06-09,11.85
2015-06-10,11.9
2015-06-11,11.35
2015-06-12,10.75
2015-06-15,11.75
2015-06-16,11.55
2015-06-17,11.55
2015-06-18,11.8
2015-06-19,12.4
2015-06-22,13.1
2015-06-23,12.45
2015-06-24,11.75
2015-06-25,11.75
2015-06-26,11.4
2015-06-29,11.15
2015-06-30,11.15
2015-07-01,11.4
2015-07-02,11.25
2015-07-03,11.1
2015-07-06,11.2
2015-07-07,11.85
2015-07-08,11.1
2015-07-09,11.2
2015-07-10,11.25
2015-07-13,11.5
2015-07-14,12.15
2015-07-15,11.65
2015-07-16,11.85
2015-07-17,11.9
2015-07-20,11.7
2015-07-21,11.3
2015-07-22,11.5
2015-07-23,11.6
2015-07-24,10.5
2015-07-27,10.0
2015-07-28,9.35
2015-07-29,8.85
2015-07-30,9.6
2015-07-31,9.6
2015-08-03,11.4
2015-08-04,11.15
2015-08-05,11.7
2015-08-06,11.9
2015-08-07,11.9
2015-08-10,11.05
2015-08-11,10.9
2015-08-12,10.55
2015-08-13,9.95
2015-08-14,10.3
2015-08-17,10.2
2015-08-18,10.0
2015-08-19,10.95
2015-08-20,10.1
2015-08-21,10.15
2015-08-24,8.75
2015-08-25,8.5
2015-08-26,8.7
2015-08-27,9.75
2015-08-28,9.75
2015-08-31,9.65
2015-09-01,9.1
2015-09-02,9.2
2015-09-03,9.4
2015-09-04,9.1
2015-09-07,8.85
2015-09-08,9.1
2015-09-09,9.65
2015-09-10,9.4
2015-09-11,9.25
2015-09-14,9.6
2015-09-15,9.2
2015-09-16,9.4
2015-09-18,9.85
2015-09-21,11.1
2015-09-22,10.5
2015-09-23,11.75
2015-09-24,11.6
2015-09-28,11.15
2015-09-29,11.1
2015-09-30,11.3
2015-10-01,11.05
2015-10-05,11.45
2015-10-06,11.8
2015-10-07,12.8
2015-10-08,12.65
2015-10-09,12.45
2015-10-12,13.1
2015-10-13,13.9
2015-10-14,14.15
2015-10-15,14.2
2015-10-16,14.25
2015-10-19,14.3
2015-10-20,14.0
2015-10-21,13.6
2015-10-23,13.45
2015-10-26,12.9
2015-10-27,12.9
2015-10-28,12.85
2015-10-29,13.1
2015-10-30,13.5
2015-11-02,12.95
2015-11-03,12.9
2015-11-04,12.8
2015-11-05,12.5
2015-11-06,12.0
2015-11-09,12.05
2015-11-10,11.65
2015-11-11,11.95
2015-11-13,11.9
2015-11-16,13.1
2015-11-17,12.8
2015-11-18,12.5
2015-11-19,12.8
2015-11-20,12.9
2015-11-23,12.6
2015-11-24,12.6
2015-11-26,12.6
2015-11-27,12.7
2015-11-30,12.9
2015-12-01,13.0
2015-12-02,12.95
2015-12-03,12.9
2015-12-04,12.9
2015-12-07,12.7
2015-12-08,11.6
2015-12-09,11.0
2015-12-10,11.05
2015-12-11,10.75
2015-12-14,10.55
2015-12-15,10.6
2015-12-16,11.0
2015-12-17,11.35
2015-12-18,11.25
2015-12-21,11.35
2015-12-22,11.25
2015-12-23,11.25
2015-12-24,11.45
2015-12-28,11.65
2015-12-29,11.55
2015-12-30,11.6
2015-12-31,11.9
