Date,TGBHOTELS
2015-01-01,49.25
2015-01-02,49.05
2015-01-05,49.1
2015-01-06,47.95
2015-01-07,46.6
2015-01-08,47.95
2015-01-09,48.65
2015-01-12,58.35
2015-01-13,60.3
2015-01-14,64.35
2015-01-15,63.6
2015-01-16,61.95
2015-01-19,74.3
2015-01-20,74.6
2015-01-21,73.7
2015-01-22,71.9
2015-01-23,70.3
2015-01-27,77.05
2015-01-28,74.85
2015-01-29,73.95
2015-01-30,74.05
2015-02-02,74.75
2015-02-03,89.55
2015-02-04,86.9
2015-02-05,83.75
2015-02-06,81.0
2015-02-09,78.35
2015-02-10,74.55
2015-02-11,73.55
2015-02-12,78.05
2015-02-13,83.25
2015-02-16,90.95
2015-02-18,97.75
2015-02-19,96.8
2015-02-20,94.25
2015-02-23,96.75
2015-02-24,96.5
2015-02-25,92.0
2015-02-26,93.3
2015-02-27,92.4
2015-02-28,97.9
2015-03-02,98.6
2015-03-03,99.4
2015-03-04,99.2
2015-03-05,99.5
2015-03-09,97.9
2015-03-10,98.45
2015-03-11,96.35
2015-03-12,95.6
2015-03-13,97.85
2015-03-16,96.15
2015-03-17,95.3
2015-03-18,93.4
2015-03-19,89.95
2015-03-20,88.6
2015-03-23,86.5
2015-03-24,83.1
2015-03-25,82.1
2015-03-26,90.75
2015-03-27,87.0
2015-03-30,102.55
2015-03-31,109.4
2015-04-01,112.55
2015-04-06,114.85
2015-04-07,119.55
2015-04-08,143.15
2015-04-09,135.1
2015-04-10,138.9
2015-04-13,140.35
2015-04-15,156.35
2015-04-16,162.9
2015-04-17,158.65
2015-04-20,155.15
2015-04-21,152.7
2015-04-22,155.8
2015-04-23,157.75
2015-04-24,159.05
2015-04-27,157.7
2015-04-28,154.7
2015-04-29,154.0
2015-04-30,152.25
2015-05-04,152.55
2015-05-05,152.45
2015-05-06,146.85
2015-05-07,128.15
2015-05-08,129.5
2015-05-11,134.55
2015-05-12,124.8
2015-05-13,128.25
2015-05-14,124.05
2015-05-15,118.15
2015-05-18,112.05
2015-05-19,108.85
2015-05-20,95.4
2015-05-21,104.9
2015-05-22,106.25
2015-05-25,104.8
2015-05-26,96.25
2015-05-27,86.65
2015-05-28,78.0
2015-05-29,76.75
2015-06-01,75.55
2015-06-02,71.8
2015-06-03,68.25
2015-06-04,70.0
2015-06-05,69.8
2015-06-08,71.45
2015-06-09,71.0
2015-06-10,69.8
2015-06-11,67.45
2015-06-12,67.65
2015-06-15,70.4
2015-06-16,71.0
2015-06-17,72.75
2015-06-18,72.15
2015-06-19,73.0
2015-06-22,71.65
2015-06-23,70.15
2015-06-24,68.3
2015-06-25,67.4
2015-06-26,64.85
2015-06-29,68.05
2015-06-30,71.0
2015-07-01,71.15
2015-07-02,69.75
2015-07-03,69.75
2015-07-06,69.7
2015-07-07,68.0
2015-07-08,66.95
2015-07-09,67.0
2015-07-10,66.0
2015-07-13,67.1
2015-07-14,69.45
2015-07-15,73.5
2015-07-16,72.65
2015-07-17,72.0
2015-07-20,71.95
2015-07-21,69.5
2015-07-22,69.2
2015-07-23,68.75
2015-07-24,69.65
2015-07-27,68.55
2015-07-28,67.15
2015-07-29,68.8
2015-07-30,70.8
2015-07-31,68.6
2015-08-03,67.2
2015-08-04,71.85
2015-08-05,67.75
2015-08-06,68.25
2015-08-07,64.95
2015-08-10,65.3
2015-08-11,64.55
2015-08-12,64.95
2015-08-13,64.45
2015-08-14,64.8
2015-08-17,65.5
2015-08-18,63.75
2015-08-19,62.65
2015-08-20,59.7
2015-08-21,59.65
2015-08-24,51.9
2015-08-25,51.4
2015-08-26,50.0
2015-08-27,58.6
2015-08-28,62.9
2015-08-31,58.7
2015-09-01,59.55
2015-09-02,58.75
2015-09-03,58.45
2015-09-04,54.8
2015-09-07,51.95
2015-09-08,58.4
2015-09-09,62.5
2015-09-10,59.8
2015-09-11,59.65
2015-09-14,62.75
2015-09-15,68.5
2015-09-16,73.45
2015-09-18,72.05
2015-09-21,71.25
2015-09-22,66.0
2015-09-23,68.45
2015-09-24,67.5
2015-09-28,80.85
2015-09-29,80.3
2015-09-30,81.5
2015-10-01,86.15
2015-10-05,87.55
2015-10-06,89.6
2015-10-07,87.25
2015-10-08,84.85
2015-10-09,84.05
2015-10-12,88.0
2015-10-13,85.15
2015-10-14,89.6
2015-10-15,88.45
2015-10-16,86.6
2015-10-19,87.35
2015-10-20,86.25
2015-10-21,88.7
2015-10-23,105.1
2015-10-26,108.4
2015-10-27,100.8
2015-10-28,104.1
2015-10-29,102.15
2015-10-30,100.3
2015-11-02,97.0
2015-11-03,92.2
2015-11-04,89.0
2015-11-05,88.15
2015-11-06,89.2
2015-11-09,89.7
2015-11-10,85.35
2015-11-11,87.65
2015-11-13,84.55
2015-11-16,90.95
2015-11-17,88.05
2015-11-18,83.05
2015-11-19,83.25
2015-11-20,84.45
2015-11-23,85.25
2015-11-24,83.35
2015-11-26,98.15
2015-11-27,109.3
2015-11-30,114.75
2015-12-01,113.95
2015-12-02,115.75
2015-12-03,118.35
2015-12-04,119.05
2015-12-07,118.4
2015-12-08,114.3
2015-12-09,108.3
2015-12-10,112.6
2015-12-11,109.65
2015-12-14,112.3
2015-12-15,114.5
2015-12-16,113.7
2015-12-17,117.0
2015-12-18,116.35
2015-12-21,122.2
2015-12-22,121.85
2015-12-23,120.0
2015-12-24,118.05
2015-12-28,118.95
2015-12-29,114.25
2015-12-30,114.5
2015-12-31,113.85
