Date,HINDCOPPER
2015-01-01,73.8
2015-01-02,73.45
2015-01-05,73.35
2015-01-06,70.05
2015-01-07,68.9
2015-01-08,70.95
2015-01-09,70.15
2015-01-12,70.3
2015-01-13,72.6
2015-01-14,71.8
2015-01-15,71.7
2015-01-16,71.35
2015-01-19,71.1
2015-01-20,71.7
2015-01-21,71.15
2015-01-22,71.0
2015-01-23,70.65
2015-01-27,70.6
2015-01-28,69.85
2015-01-29,69.95
2015-01-30,69.7
2015-02-02,70.0
2015-02-03,70.2
2015-02-04,71.0
2015-02-05,71.25
2015-02-06,69.85
2015-02-09,68.5
2015-02-10,68.85
2015-02-11,69.75
2015-02-12,70.05
2015-02-13,70.05
2015-02-16,70.15
2015-02-18,71.05
2015-02-19,77.75
2015-02-20,76.0
2015-02-23,75.2
2015-02-24,72.45
2015-02-25,72.4
2015-02-26,71.55
2015-02-27,72.75
2015-02-28,72.1
2015-03-02,71.55
2015-03-03,72.8
2015-03-04,71.6
2015-03-05,73.7
2015-03-09,71.75
2015-03-10,73.05
2015-03-11,73.7
2015-03-12,72.5
2015-03-13,71.85
2015-03-16,71.3
2015-03-17,71.4
2015-03-18,71.7
2015-03-19,70.6
2015-03-20,68.75
2015-03-23,67.45
2015-03-24,65.9
2015-03-25,64.15
2015-03-26,61.8
2015-03-27,60.5
2015-03-30,63.0
2015-03-31,63.6
2015-04-01,64.95
2015-04-06,65.15
2015-04-07,66.5
2015-04-08,67.0
2015-04-09,67.0
2015-04-10,69.7
2015-04-13,70.2
2015-04-15,69.0
2015-04-16,68.3
2015-04-17,67.3
2015-04-20,65.7
2015-04-21,65.1
2015-04-22,65.15
2015-04-23,64.8
2015-04-24,63.85
2015-04-27,62.45
2015-04-28,62.75
2015-04-29,63.4
2015-04-30,62.75
2015-05-04,64.8
2015-05-05,65.0
2015-05-06,63.3
2015-05-07,61.75
2015-05-08,62.45
2015-05-11,63.7
2015-05-12,62.4
2015-05-13,63.35
2015-05-14,62.85
2015-05-15,62.75
2015-05-18,62.9
2015-05-19,62.9
2015-05-20,63.45
2015-05-21,63.25
2015-05-22,62.65
2015-05-25,62.25
2015-05-26,61.75
2015-05-27,62.0
2015-05-28,62.45
2015-05-29,62.0
2015-06-01,62.9
2015-06-02,61.4
2015-06-03,59.8
2015-06-04,56.0
2015-06-05,56.65
2015-06-08,59.9
2015-06-09,59.05
2015-06-10,59.5
2015-06-11,59.0
2015-06-12,58.0
2015-06-15,58.05
2015-06-16,59.25
2015-06-17,61.05
2015-06-18,61.05
2015-06-19,61.1
2015-06-22,61.6
2015-06-23,62.1
2015-06-24,62.5
2015-06-25,68.6
2015-06-26,64.55
2015-06-29,62.65
2015-06-30,62.75
2015-07-01,63.85
2015-07-02,63.45
2015-07-03,63.15
2015-07-06,62.7
2015-07-07,63.2
2015-07-08,61.2
2015-07-09,60.95
2015-07-10,61.3
2015-07-13,61.3
2015-07-14,61.6
2015-07-15,61.6
2015-07-16,61.8
2015-07-17,61.4
2015-07-20,61.85
2015-07-21,60.95
2015-07-22,60.9
2015-07-23,60.55
2015-07-24,60.05
2015-07-27,58.7
2015-07-28,58.35
2015-07-29,58.4
2015-07-30,58.55
2015-07-31,61.6
2015-08-03,63.8
2015-08-04,65.8
2015-08-05,65.55
2015-08-06,64.45
2015-08-07,64.4
2015-08-10,63.85
2015-08-11,62.25
2015-08-12,60.15
2015-08-13,58.55
2015-08-14,58.95
2015-08-17,58.8
2015-08-18,60.6
2015-08-19,60.25
2015-08-20,58.55
2015-08-21,57.75
2015-08-24,51.8
2015-08-25,50.9
2015-08-26,51.5
2015-08-27,52.7
2015-08-28,53.65
2015-08-31,53.3
2015-09-01,51.3
2015-09-02,51.45
2015-09-03,52.0
2015-09-04,50.55
2015-09-07,50.65
2015-09-08,51.3
2015-09-09,53.1
2015-09-10,51.95
2015-09-11,52.4
2015-09-14,53.35
2015-09-15,52.85
2015-09-16,53.15
2015-09-18,55.9
2015-09-21,56.65
2015-09-22,55.6
2015-09-23,55.45
2015-09-24,54.5
2015-09-28,53.25
2015-09-29,53.1
2015-09-30,53.3
2015-10-01,53.65
2015-10-05,54.5
2015-10-06,57.65
2015-10-07,57.85
2015-10-08,57.75
2015-10-09,58.4
2015-10-12,60.3
2015-10-13,59.95
2015-10-14,59.2
2015-10-15,59.1
2015-10-16,58.9
2015-10-19,58.7
2015-10-20,58.8
2015-10-21,58.95
2015-10-23,58.95
2015-10-26,57.5
2015-10-27,57.8
2015-10-28,58.5
2015-10-29,57.6
2015-10-30,57.0
2015-11-02,57.05
2015-11-03,56.85
2015-11-04,56.75
2015-11-05,55.0
2015-11-06,53.5
2015-11-09,54.35
2015-11-10,53.9
2015-11-11,54.25
2015-11-13,53.1
2015-11-16,54.8
2015-11-17,55.25
2015-11-18,54.3
2015-11-19,55.0
2015-11-20,54.25
2015-11-23,54.75
2015-11-24,54.55
2015-11-26,56.25
2015-11-27,58.6
2015-11-30,57.5
2015-12-01,58.45
2015-12-02,60.0
2015-12-03,58.55
2015-12-04,56.75
2015-12-07,57.0
2015-12-08,56.15
2015-12-09,54.45
2015-12-10,55.65
2015-12-11,54.65
2015-12-14,54.6
2015-12-15,54.4
2015-12-16,54.6
2015-12-17,55.95
2015-12-18,55.15
2015-12-21,55.95
2015-12-22,56.5
2015-12-23,56.55
2015-12-24,57.6
2015-12-28,58.75
2015-12-29,60.4
2015-12-30,59.25
2015-12-31,58.75
