Date,MAITHANALL
2015-01-01,185.15
2015-01-02,184.95
2015-01-05,184.0
2015-01-06,179.45
2015-01-07,178.95
2015-01-08,198.65
2015-01-09,196.5
2015-01-12,201.05
2015-01-13,197.05
2015-01-14,200.05
2015-01-15,195.7
2015-01-16,194.05
2015-01-19,187.6
2015-01-20,188.4
2015-01-21,184.1
2015-01-22,185.05
2015-01-23,181.35
2015-01-27,181.5
2015-01-28,180.95
2015-01-29,184.5
2015-01-30,183.2
2015-02-02,188.0
2015-02-03,197.1
2015-02-04,196.35
2015-02-05,215.7
2015-02-06,202.95
2015-02-09,190.65
2015-02-10,190.2
2015-02-11,207.3
2015-02-12,210.55
2015-02-13,204.4
2015-02-16,196.2
2015-02-18,192.55
2015-02-19,190.6
2015-02-20,187.7
2015-02-23,183.25
2015-02-24,179.3
2015-02-25,175.85
2015-02-26,172.35
2015-02-27,172.3
2015-02-28,170.75
2015-03-02,167.3
2015-03-03,171.7
2015-03-04,174.3
2015-03-05,171.8
2015-03-09,198.35
2015-03-10,198.5
2015-03-11,198.5
2015-03-12,198.45
2015-03-13,191.0
2015-03-16,196.15
2015-03-17,197.8
2015-03-18,198.15
2015-03-19,196.45
2015-03-20,192.55
2015-03-23,191.15
2015-03-24,185.2
2015-03-25,183.4
2015-03-26,182.25
2015-03-27,173.35
2015-03-30,181.75
2015-03-31,201.7
2015-04-01,202.5
2015-04-06,206.7
2015-04-07,202.5
2015-04-08,200.65
2015-04-09,210.1
2015-04-10,215.55
2015-04-13,204.85
2015-04-15,209.7
2015-04-16,210.0
2015-04-17,203.15
2015-04-20,208.15
2015-04-21,206.05
2015-04-22,206.6
2015-04-23,205.1
2015-04-24,202.7
2015-04-27,199.75
2015-04-28,198.0
2015-04-29,199.65
2015-04-30,190.7
2015-05-04,194.0
2015-05-05,205.2
2015-05-06,203.15
2015-05-07,195.65
2015-05-08,198.55
2015-05-11,197.7
2015-05-12,195.15
2015-05-13,194.0
2015-05-14,195.4
2015-05-15,216.65
2015-05-18,222.8
2015-05-19,225.4
2015-05-20,226.35
2015-05-21,230.4
2015-05-22,231.95
2015-05-25,249.95
2015-05-26,240.55
2015-05-27,226.15
2015-05-28,228.9
2015-05-29,226.3
2015-06-01,230.45
2015-06-02,221.7
2015-06-03,209.15
2015-06-04,210.9
2015-06-05,210.05
2015-06-08,204.3
2015-06-09,211.15
2015-06-10,209.2
2015-06-11,209.6
2015-06-12,209.5
2015-06-15,208.0
2015-06-16,210.0
2015-06-17,206.5
2015-06-18,205.6
2015-06-19,207.55
2015-06-22,207.65
2015-06-23,212.45
2015-06-24,206.05
2015-06-25,211.0
2015-06-26,209.1
2015-06-29,210.25
2015-06-30,211.5
2015-07-01,220.25
2015-07-02,232.35
2015-07-03,233.1
2015-07-06,237.85
2015-07-07,253.2
2015-07-08,242.8
2015-07-09,236.15
2015-07-10,238.5
2015-07-13,237.5
2015-07-14,229.95
2015-07-15,114.45
2015-07-16,111.2
2015-07-17,110.25
2015-07-20,105.7
2015-07-21,105.1
2015-07-22,105.25
2015-07-23,100.1
2015-07-24,107.45
2015-07-27,110.5
2015-07-28,106.75
2015-07-29,104.95
2015-07-30,100.7
2015-07-31,103.85
2015-08-03,106.6
2015-08-04,109.7
2015-08-05,106.55
2015-08-06,104.6
2015-08-07,103.3
2015-08-10,103.1
2015-08-11,103.35
2015-08-12,104.5
2015-08-13,101.85
2015-08-14,100.05
2015-08-17,95.45
2015-08-18,99.7
2015-08-19,95.65
2015-08-20,94.4
2015-08-21,94.55
2015-08-24,88.2
2015-08-25,85.65
2015-08-26,90.45
2015-08-27,90.7
2015-08-28,87.8
2015-08-31,90.0
2015-09-01,82.05
2015-09-02,83.65
2015-09-03,86.65
2015-09-04,81.65
2015-09-07,75.0
2015-09-08,77.0
2015-09-09,80.0
2015-09-10,80.25
2015-09-11,80.7
2015-09-14,79.65
2015-09-15,80.5
2015-09-16,82.5
2015-09-18,83.3
2015-09-21,82.6
2015-09-22,79.25
2015-09-23,80.8
2015-09-24,82.0
2015-09-28,78.65
2015-09-29,79.35
2015-09-30,77.75
2015-10-01,78.05
2015-10-05,80.2
2015-10-06,79.2
2015-10-07,80.0
2015-10-08,80.9
2015-10-09,83.6
2015-10-12,83.85
2015-10-13,84.9
2015-10-14,87.05
2015-10-15,87.5
2015-10-16,89.4
2015-10-19,90.5
2015-10-20,91.45
2015-10-21,91.65
2015-10-23,91.15
2015-10-26,90.95
2015-10-27,90.0
2015-10-28,90.45
2015-10-29,89.0
2015-10-30,86.5
2015-11-02,88.0
2015-11-03,88.25
2015-11-04,85.9
2015-11-05,85.6
2015-11-06,84.0
2015-11-09,81.95
2015-11-10,81.05
2015-11-11,81.3
2015-11-13,81.65
2015-11-16,84.95
2015-11-17,84.4
2015-11-18,81.35
2015-11-19,84.0
2015-11-20,85.05
2015-11-23,85.25
2015-11-24,88.9
2015-11-26,92.45
2015-11-27,91.2
2015-11-30,96.4
2015-12-01,100.95
2015-12-02,103.65
2015-12-03,103.5
2015-12-04,105.55
2015-12-07,105.9
2015-12-08,104.0
2015-12-09,97.85
2015-12-10,100.6
2015-12-11,96.75
2015-12-14,94.85
2015-12-15,95.9
2015-12-16,97.75
2015-12-17,101.7
2015-12-18,101.35
2015-12-21,105.2
2015-12-22,103.15
2015-12-23,103.75
2015-12-24,100.55
2015-12-28,107.75
2015-12-29,106.1
2015-12-30,103.8
2015-12-31,107.55
