Date,KRBL
2015-01-01,109.85
2015-01-02,115.25
2015-01-05,112.55
2015-01-06,106.3
2015-01-07,104.5
2015-01-08,109.45
2015-01-09,108.05
2015-01-12,109.95
2015-01-13,110.7
2015-01-14,111.65
2015-01-15,110.0
2015-01-16,111.65
2015-01-19,118.9
2015-01-20,117.2
2015-01-21,115.1
2015-01-22,115.7
2015-01-23,115.4
2015-01-27,115.25
2015-01-28,115.85
2015-01-29,124.2
2015-01-30,119.9
2015-02-02,125.45
2015-02-03,126.9
2015-02-04,130.05
2015-02-05,133.05
2015-02-06,134.45
2015-02-09,131.8
2015-02-10,130.65
2015-02-11,132.75
2015-02-12,125.8
2015-02-13,130.2
2015-02-16,132.2
2015-02-18,133.05
2015-02-19,134.75
2015-02-20,138.2
2015-02-23,139.7
2015-02-24,141.2
2015-02-25,141.85
2015-02-26,142.55
2015-02-27,143.95
2015-02-28,141.15
2015-03-02,141.15
2015-03-03,143.75
2015-03-04,142.2
2015-03-05,141.05
2015-03-09,136.0
2015-03-10,134.1
2015-03-11,143.5
2015-03-12,143.4
2015-03-13,140.8
2015-03-16,138.4
2015-03-17,141.55
2015-03-18,146.55
2015-03-19,149.55
2015-03-20,145.65
2015-03-23,150.85
2015-03-24,152.8
2015-03-25,157.3
2015-03-26,160.25
2015-03-27,153.9
2015-03-30,166.55
2015-03-31,166.45
2015-04-01,170.1
2015-04-06,171.65
2015-04-07,180.15
2015-04-08,186.4
2015-04-09,190.8
2015-04-10,189.25
2015-04-13,191.1
2015-04-15,187.0
2015-04-16,186.45
2015-04-17,185.45
2015-04-20,174.15
2015-04-21,169.35
2015-04-22,162.25
2015-04-23,172.5
2015-04-24,173.05
2015-04-27,162.0
2015-04-28,166.65
2015-04-29,166.15
2015-04-30,157.25
2015-05-04,174.45
2015-05-05,178.95
2015-05-06,171.8
2015-05-07,165.6
2015-05-08,168.05
2015-05-11,172.35
2015-05-12,165.8
2015-05-13,162.5
2015-05-14,167.35
2015-05-15,164.85
2015-05-18,168.85
2015-05-19,171.8
2015-05-20,178.7
2015-05-21,177.15
2015-05-22,178.15
2015-05-25,176.65
2015-05-26,178.4
2015-05-27,178.8
2015-05-28,178.45
2015-05-29,181.75
2015-06-01,181.6
2015-06-02,185.0
2015-06-03,181.1
2015-06-04,176.4
2015-06-05,178.9
2015-06-08,174.65
2015-06-09,174.2
2015-06-10,174.85
2015-06-11,166.0
2015-06-12,167.3
2015-06-15,166.0
2015-06-16,167.25
2015-06-17,173.7
2015-06-18,175.3
2015-06-19,168.55
2015-06-22,171.05
2015-06-23,164.8
2015-06-24,168.1
2015-06-25,166.35
2015-06-26,163.9
2015-06-29,162.45
2015-06-30,163.85
2015-07-01,172.0
2015-07-02,172.75
2015-07-03,172.8
2015-07-06,170.25
2015-07-07,169.85
2015-07-08,167.5
2015-07-09,166.0
2015-07-10,169.15
2015-07-13,165.75
2015-07-14,172.65
2015-07-15,172.95
2015-07-16,174.3
2015-07-17,168.75
2015-07-20,169.0
2015-07-21,169.95
2015-07-22,171.4
2015-07-23,173.7
2015-07-24,173.6
2015-07-27,175.4
2015-07-28,175.5
2015-07-29,176.5
2015-07-30,193.2
2015-07-31,187.9
2015-08-03,184.2
2015-08-04,186.65
2015-08-05,193.15
2015-08-06,186.4
2015-08-07,185.35
2015-08-10,190.3
2015-08-11,189.2
2015-08-12,185.95
2015-08-13,183.4
2015-08-14,177.1
2015-08-17,174.25
2015-08-18,174.6
2015-08-19,175.85
2015-08-20,173.9
2015-08-21,175.05
2015-08-24,155.25
2015-08-25,150.5
2015-08-26,151.55
2015-08-27,158.2
2015-08-28,168.05
2015-08-31,161.35
2015-09-01,153.2
2015-09-02,150.45
2015-09-03,154.65
2015-09-04,154.05
2015-09-07,143.0
2015-09-08,147.95
2015-09-09,149.1
2015-09-10,146.85
2015-09-11,150.65
2015-09-14,152.3
2015-09-15,155.05
2015-09-16,157.35
2015-09-18,150.0
2015-09-21,147.7
2015-09-22,148.8
2015-09-23,149.65
2015-09-24,158.6
2015-09-28,157.25
2015-09-29,155.8
2015-09-30,158.65
2015-10-01,156.95
2015-10-05,159.35
2015-10-06,158.0
2015-10-07,155.4
2015-10-08,154.55
2015-10-09,154.6
2015-10-12,154.0
2015-10-13,156.35
2015-10-14,152.25
2015-10-15,165.75
2015-10-16,173.4
2015-10-19,181.45
2015-10-20,189.85
2015-10-21,209.95
2015-10-23,205.9
2015-10-26,219.85
2015-10-27,222.65
2015-10-28,222.6
2015-10-29,212.4
2015-10-30,208.55
2015-11-02,207.65
2015-11-03,224.75
2015-11-04,222.2
2015-11-05,222.7
2015-11-06,223.65
2015-11-09,221.55
2015-11-10,224.9
2015-11-11,227.4
2015-11-13,226.5
2015-11-16,242.35
2015-11-17,238.7
2015-11-18,235.9
2015-11-19,230.15
2015-11-20,232.2
2015-11-23,237.15
2015-11-24,239.75
2015-11-26,234.8
2015-11-27,236.6
2015-11-30,233.65
2015-12-01,238.35
2015-12-02,239.25
2015-12-03,236.65
2015-12-04,234.1
2015-12-07,230.9
2015-12-08,225.1
2015-12-09,225.1
2015-12-10,235.4
2015-12-11,235.1
2015-12-14,231.45
2015-12-15,229.3
2015-12-16,230.15
2015-12-17,232.15
2015-12-18,232.05
2015-12-21,229.25
2015-12-22,225.45
2015-12-23,225.05
2015-12-24,224.6
2015-12-28,225.45
2015-12-29,225.0
2015-12-30,227.15
2015-12-31,227.45
