Date,GSPL
2015-01-01,113.6
2015-01-02,113.2
2015-01-05,122.75
2015-01-06,126.9
2015-01-07,124.5
2015-01-08,128.5
2015-01-09,125.0
2015-01-12,123.55
2015-01-13,126.45
2015-01-14,126.5
2015-01-15,123.55
2015-01-16,122.45
2015-01-19,120.3
2015-01-20,121.95
2015-01-21,118.75
2015-01-22,116.95
2015-01-23,117.25
2015-01-27,122.9
2015-01-28,122.1
2015-01-29,120.25
2015-01-30,118.8
2015-02-02,117.5
2015-02-03,117.25
2015-02-04,119.25
2015-02-05,121.2
2015-02-06,117.1
2015-02-09,116.5
2015-02-10,116.2
2015-02-11,119.6
2015-02-12,122.95
2015-02-13,120.8
2015-02-16,116.9
2015-02-18,118.4
2015-02-19,119.25
2015-02-20,118.1
2015-02-23,116.15
2015-02-24,115.45
2015-02-25,115.05
2015-02-26,117.55
2015-02-27,120.5
2015-02-28,117.3
2015-03-02,116.65
2015-03-03,115.9
2015-03-04,112.45
2015-03-05,112.95
2015-03-09,109.45
2015-03-10,107.75
2015-03-11,105.3
2015-03-12,107.75
2015-03-13,111.2
2015-03-16,107.7
2015-03-17,110.25
2015-03-18,114.9
2015-03-19,120.8
2015-03-20,117.9
2015-03-23,123.4
2015-03-24,121.65
2015-03-25,119.0
2015-03-26,124.25
2015-03-27,125.5
2015-03-30,124.65
2015-03-31,124.05
2015-04-01,125.9
2015-04-06,124.9
2015-04-07,123.3
2015-04-08,122.85
2015-04-09,122.25
2015-04-10,118.85
2015-04-13,122.0
2015-04-15,124.7
2015-04-16,123.15
2015-04-17,119.85
2015-04-20,123.55
2015-04-21,122.5
2015-04-22,123.4
2015-04-23,124.25
2015-04-24,124.3
2015-04-27,119.1
2015-04-28,117.55
2015-04-29,119.65
2015-04-30,120.1
2015-05-04,123.8
2015-05-05,120.9
2015-05-06,115.7
2015-05-07,110.3
2015-05-08,108.55
2015-05-11,117.35
2015-05-12,119.95
2015-05-13,118.85
2015-05-14,119.15
2015-05-15,117.5
2015-05-18,116.95
2015-05-19,118.3
2015-05-20,117.65
2015-05-21,118.25
2015-05-22,117.55
2015-05-25,115.3
2015-05-26,117.5
2015-05-27,119.75
2015-05-28,119.7
2015-05-29,120.5
2015-06-01,119.8
2015-06-02,121.5
2015-06-03,119.3
2015-06-04,116.65
2015-06-05,118.35
2015-06-08,117.25
2015-06-09,118.9
2015-06-10,118.45
2015-06-11,117.55
2015-06-12,117.85
2015-06-15,117.5
2015-06-16,118.0
2015-06-17,115.5
2015-06-18,116.65
2015-06-19,114.05
2015-06-22,115.1
2015-06-23,114.95
2015-06-24,114.5
2015-06-25,115.95
2015-06-26,115.75
2015-06-29,115.65
2015-06-30,118.65
2015-07-01,121.1
2015-07-02,121.6
2015-07-03,118.85
2015-07-06,118.35
2015-07-07,119.95
2015-07-08,120.1
2015-07-09,121.05
2015-07-10,120.45
2015-07-13,125.75
2015-07-14,124.95
2015-07-15,125.8
2015-07-16,134.0
2015-07-17,131.3
2015-07-20,131.1
2015-07-21,130.25
2015-07-22,132.35
2015-07-23,129.05
2015-07-24,130.05
2015-07-27,128.65
2015-07-28,127.85
2015-07-29,128.2
2015-07-30,126.9
2015-07-31,129.7
2015-08-03,128.05
2015-08-04,128.45
2015-08-05,127.1
2015-08-06,127.8
2015-08-07,125.2
2015-08-10,133.6
2015-08-11,134.05
2015-08-12,128.5
2015-08-13,129.3
2015-08-14,129.2
2015-08-17,127.95
2015-08-18,127.85
2015-08-19,128.35
2015-08-20,127.5
2015-08-21,126.65
2015-08-24,121.05
2015-08-25,123.15
2015-08-26,120.85
2015-08-27,121.5
2015-08-28,121.6
2015-08-31,123.2
2015-09-01,120.7
2015-09-02,120.0
2015-09-03,120.3
2015-09-04,118.9
2015-09-07,117.8
2015-09-08,119.6
2015-09-09,119.35
2015-09-10,118.15
2015-09-11,117.3
2015-09-14,118.15
2015-09-15,117.75
2015-09-16,116.8
2015-09-18,115.65
2015-09-21,115.65
2015-09-22,111.85
2015-09-23,113.35
2015-09-24,117.4
2015-09-28,115.1
2015-09-29,115.85
2015-09-30,117.7
2015-10-01,116.95
2015-10-05,118.05
2015-10-06,116.0
2015-10-07,115.8
2015-10-08,118.1
2015-10-09,118.1
2015-10-12,116.85
2015-10-13,115.95
2015-10-14,124.25
2015-10-15,125.7
2015-10-16,126.55
2015-10-19,128.0
2015-10-20,126.0
2015-10-21,126.55
2015-10-23,128.15
2015-10-26,127.7
2015-10-27,127.8
2015-10-28,126.65
2015-10-29,126.0
2015-10-30,129.45
2015-11-02,125.9
2015-11-03,126.05
2015-11-04,127.65
2015-11-05,128.0
2015-11-06,127.75
2015-11-09,128.2
2015-11-10,127.15
2015-11-11,125.75
2015-11-13,125.05
2015-11-16,122.5
2015-11-17,122.4
2015-11-18,124.25
2015-11-19,125.35
2015-11-20,128.15
2015-11-23,131.2
2015-11-24,130.4
2015-11-26,131.0
2015-11-27,133.6
2015-11-30,135.75
2015-12-01,136.2
2015-12-02,134.85
2015-12-03,133.55
2015-12-04,133.0
2015-12-07,131.9
2015-12-08,132.3
2015-12-09,132.1
2015-12-10,130.9
2015-12-11,130.05
2015-12-14,127.85
2015-12-15,127.5
2015-12-16,127.85
2015-12-17,128.6
2015-12-18,127.75
2015-12-21,129.45
2015-12-22,136.6
2015-12-23,134.95
2015-12-24,134.35
2015-12-28,137.45
2015-12-29,136.7
2015-12-30,137.85
2015-12-31,136.9
