Date,KSCL
2015-01-01,780.75
2015-01-02,776.35
2015-01-05,765.55
2015-01-06,746.35
2015-01-07,777.5
2015-01-08,785.85
2015-01-09,802.5
2015-01-12,797.35
2015-01-13,782.25
2015-01-14,769.45
2015-01-15,774.35
2015-01-16,779.4
2015-01-19,771.05
2015-01-20,774.05
2015-01-21,772.8
2015-01-22,768.6
2015-01-23,762.8
2015-01-27,740.55
2015-01-28,735.95
2015-01-29,736.6
2015-01-30,732.45
2015-02-02,737.4
2015-02-03,759.3
2015-02-04,837.0
2015-02-05,870.1
2015-02-06,875.75
2015-02-09,816.6
2015-02-10,880.5
2015-02-11,860.1
2015-02-12,881.3
2015-02-13,901.3
2015-02-16,898.8
2015-02-18,900.9
2015-02-19,882.45
2015-02-20,868.4
2015-02-23,856.15
2015-02-24,909.3
2015-02-25,939.25
2015-02-26,917.95
2015-02-27,946.6
2015-02-28,920.1
2015-03-02,939.25
2015-03-03,946.2
2015-03-04,959.7
2015-03-05,970.85
2015-03-09,1004.95
2015-03-10,958.3
2015-03-11,945.2
2015-03-12,948.8
2015-03-13,920.2
2015-03-16,950.9
2015-03-17,956.15
2015-03-18,961.7
2015-03-19,1038.35
2015-03-20,1029.95
2015-03-23,1050.85
2015-03-24,1049.55
2015-03-25,1013.6
2015-03-26,987.85
2015-03-27,1037.55
2015-03-30,1004.7
2015-03-31,984.85
2015-04-01,1016.25
2015-04-06,1007.95
2015-04-07,1008.45
2015-04-08,1004.15
2015-04-09,1017.45
2015-04-10,1014.3
2015-04-13,1040.55
2015-04-15,1006.75
2015-04-16,994.6
2015-04-17,975.45
2015-04-20,959.15
2015-04-21,953.7
2015-04-22,949.55
2015-04-23,963.6
2015-04-24,908.7
2015-04-27,873.7
2015-04-28,851.45
2015-04-29,882.4
2015-04-30,837.1
2015-05-04,866.0
2015-05-05,843.7
2015-05-06,837.65
2015-05-07,821.15
2015-05-08,826.6
2015-05-11,833.7
2015-05-12,818.85
2015-05-13,850.1
2015-05-14,857.7
2015-05-15,861.8
2015-05-18,863.1
2015-05-19,858.25
2015-05-20,864.45
2015-05-21,854.05
2015-05-22,858.9
2015-05-25,853.95
2015-05-26,830.6
2015-05-27,850.4
2015-05-28,889.2
2015-05-29,923.95
2015-06-01,935.15
2015-06-02,896.35
2015-06-03,849.15
2015-06-04,855.55
2015-06-05,876.3
2015-06-08,864.65
2015-06-09,881.65
2015-06-10,835.8
2015-06-11,805.0
2015-06-12,782.45
2015-06-15,814.6
2015-06-16,817.05
2015-06-17,801.9
2015-06-18,799.35
2015-06-19,800.95
2015-06-22,795.95
2015-06-23,796.45
2015-06-24,785.0
2015-06-25,780.05
2015-06-26,763.65
2015-06-29,752.35
2015-06-30,736.1
2015-07-01,732.85
2015-07-02,736.5
2015-07-03,727.95
2015-07-06,739.3
2015-07-07,743.45
2015-07-08,746.85
2015-07-09,728.6
2015-07-10,731.85
2015-07-13,731.85
2015-07-14,730.35
2015-07-15,758.4
2015-07-16,763.6
2015-07-17,759.15
2015-07-20,761.1
2015-07-21,751.8
2015-07-22,757.65
2015-07-23,752.1
2015-07-24,748.95
2015-07-27,721.0
2015-07-28,717.5
2015-07-29,725.7
2015-07-30,732.15
2015-07-31,744.8
2015-08-03,748.5
2015-08-04,735.45
2015-08-05,744.95
2015-08-06,737.15
2015-08-07,754.9
2015-08-10,741.05
2015-08-11,720.2
2015-08-12,668.8
2015-08-13,629.25
2015-08-14,597.1
2015-08-17,497.45
2015-08-18,524.35
2015-08-19,492.65
2015-08-20,485.2
2015-08-21,468.6
2015-08-24,422.6
2015-08-25,448.6
2015-08-26,471.0
2015-08-27,493.5
2015-08-28,489.15
2015-08-31,490.95
2015-09-01,478.45
2015-09-02,474.8
2015-09-03,446.85
2015-09-04,458.65
2015-09-07,459.5
2015-09-08,442.35
2015-09-09,443.75
2015-09-10,445.0
2015-09-11,446.9
2015-09-14,459.85
2015-09-15,464.95
2015-09-16,451.85
2015-09-18,444.3
2015-09-21,443.25
2015-09-22,432.05
2015-09-23,424.05
2015-09-24,427.1
2015-09-28,431.8
2015-09-29,426.25
2015-09-30,423.95
2015-10-01,427.85
2015-10-05,429.65
2015-10-06,465.05
2015-10-07,471.8
2015-10-08,465.45
2015-10-09,471.75
2015-10-12,477.5
2015-10-13,493.2
2015-10-14,491.0
2015-10-15,475.0
2015-10-16,463.3
2015-10-19,492.2
2015-10-20,485.55
2015-10-21,496.95
2015-10-23,500.95
2015-10-26,517.4
2015-10-27,535.05
2015-10-28,517.8
2015-10-29,525.7
2015-10-30,505.35
2015-11-02,481.25
2015-11-03,474.05
2015-11-04,464.65
2015-11-05,451.1
2015-11-06,439.5
2015-11-09,452.95
2015-11-10,462.45
2015-11-11,451.95
2015-11-13,434.0
2015-11-16,387.95
2015-11-17,418.25
2015-11-18,412.6
2015-11-19,412.2
2015-11-20,416.95
2015-11-23,430.25
2015-11-24,427.75
2015-11-26,422.6
2015-11-27,428.1
2015-11-30,423.7
2015-12-01,417.15
2015-12-02,421.45
2015-12-03,416.15
2015-12-04,406.0
2015-12-07,409.85
2015-12-08,397.15
2015-12-09,382.75
2015-12-10,371.05
2015-12-11,369.85
2015-12-14,387.75
2015-12-15,383.35
2015-12-16,379.85
2015-12-17,381.95
2015-12-18,386.35
2015-12-21,353.15
2015-12-22,348.15
2015-12-23,342.7
2015-12-24,346.9
2015-12-28,368.95
2015-12-29,349.25
2015-12-30,317.95
2015-12-31,350.75
