Date,PRAJIND
2015-01-01,61.4
2015-01-02,61.45
2015-01-05,61.45
2015-01-06,58.8
2015-01-07,60.3
2015-01-08,60.7
2015-01-09,60.5
2015-01-12,60.95
2015-01-13,59.2
2015-01-14,58.95
2015-01-15,59.1
2015-01-16,58.95
2015-01-19,59.45
2015-01-20,59.2
2015-01-21,55.85
2015-01-22,54.9
2015-01-23,55.85
2015-01-27,59.8
2015-01-28,60.5
2015-01-29,63.85
2015-01-30,62.85
2015-02-02,65.6
2015-02-03,65.05
2015-02-04,66.1
2015-02-05,65.85
2015-02-06,63.6
2015-02-09,63.45
2015-02-10,63.55
2015-02-11,63.25
2015-02-12,65.7
2015-02-13,64.2
2015-02-16,64.4
2015-02-18,66.55
2015-02-19,65.95
2015-02-20,65.5
2015-02-23,64.35
2015-02-24,63.65
2015-02-25,63.65
2015-02-26,62.65
2015-02-27,63.5
2015-02-28,62.4
2015-03-02,65.75
2015-03-03,66.45
2015-03-04,65.6
2015-03-05,65.25
2015-03-09,63.65
2015-03-10,62.6
2015-03-11,63.95
2015-03-12,65.65
2015-03-13,68.0
2015-03-16,66.35
2015-03-17,65.6
2015-03-18,64.9
2015-03-19,64.2
2015-03-20,62.55
2015-03-23,60.9
2015-03-24,60.7
2015-03-25,61.0
2015-03-26,60.0
2015-03-27,58.1
2015-03-30,59.65
2015-03-31,62.4
2015-04-01,66.65
2015-04-06,68.65
2015-04-07,69.3
2015-04-08,68.1
2015-04-09,69.55
2015-04-10,69.5
2015-04-13,68.75
2015-04-15,67.2
2015-04-16,65.9
2015-04-17,64.95
2015-04-20,62.8
2015-04-21,63.85
2015-04-22,63.9
2015-04-23,63.75
2015-04-24,62.35
2015-04-27,59.35
2015-04-28,60.55
2015-04-29,60.9
2015-04-30,60.35
2015-05-04,63.75
2015-05-05,62.8
2015-05-06,60.5
2015-05-07,59.6
2015-05-08,60.65
2015-05-11,60.95
2015-05-12,59.7
2015-05-13,59.0
2015-05-14,59.15
2015-05-15,59.35
2015-05-18,60.1
2015-05-19,60.3
2015-05-20,59.9
2015-05-21,59.15
2015-05-22,59.4
2015-05-25,59.35
2015-05-26,59.2
2015-05-27,58.85
2015-05-28,58.75
2015-05-29,70.5
2015-06-01,73.55
2015-06-02,75.75
2015-06-03,73.2
2015-06-04,84.75
2015-06-05,86.7
2015-06-08,83.7
2015-06-09,83.05
2015-06-10,85.5
2015-06-11,82.55
2015-06-12,89.55
2015-06-15,88.7
2015-06-16,85.85
2015-06-17,87.45
2015-06-18,85.7
2015-06-19,81.95
2015-06-22,84.9
2015-06-23,84.55
2015-06-24,85.1
2015-06-25,83.4
2015-06-26,91.15
2015-06-29,96.5
2015-06-30,94.4
2015-07-01,94.2
2015-07-02,93.0
2015-07-03,95.55
2015-07-06,99.35
2015-07-07,96.3
2015-07-08,101.7
2015-07-09,100.6
2015-07-10,101.9
2015-07-13,100.25
2015-07-14,102.7
2015-07-15,102.9
2015-07-16,110.8
2015-07-17,108.7
2015-07-20,113.1
2015-07-21,111.5
2015-07-22,116.15
2015-07-23,111.1
2015-07-24,106.95
2015-07-27,109.75
2015-07-28,112.55
2015-07-29,113.05
2015-07-30,111.35
2015-07-31,109.7
2015-08-03,112.7
2015-08-04,114.3
2015-08-05,113.75
2015-08-06,109.45
2015-08-07,102.5
2015-08-10,99.15
2015-08-11,101.15
2015-08-12,94.7
2015-08-13,89.05
2015-08-14,96.4
2015-08-17,98.0
2015-08-18,96.6
2015-08-19,94.35
2015-08-20,90.15
2015-08-21,89.6
2015-08-24,78.5
2015-08-25,79.35
2015-08-26,81.6
2015-08-27,85.25
2015-08-28,84.45
2015-08-31,82.7
2015-09-01,82.4
2015-09-02,83.35
2015-09-03,84.5
2015-09-04,80.5
2015-09-07,76.7
2015-09-08,80.7
2015-09-09,82.85
2015-09-10,81.15
2015-09-11,81.5
2015-09-14,80.9
2015-09-15,79.2
2015-09-16,80.05
2015-09-18,81.7
2015-09-21,82.4
2015-09-22,81.25
2015-09-23,82.95
2015-09-24,84.75
2015-09-28,82.3
2015-09-29,82.85
2015-09-30,82.95
2015-10-01,86.25
2015-10-05,86.4
2015-10-06,86.2
2015-10-07,88.35
2015-10-08,90.95
2015-10-09,88.5
2015-10-12,87.65
2015-10-13,91.15
2015-10-14,93.5
2015-10-15,91.45
2015-10-16,90.25
2015-10-19,92.45
2015-10-20,92.45
2015-10-21,92.6
2015-10-23,91.1
2015-10-26,89.95
2015-10-27,88.4
2015-10-28,86.75
2015-10-29,85.8
2015-10-30,86.85
2015-11-02,88.9
2015-11-03,89.5
2015-11-04,89.5
2015-11-05,87.05
2015-11-06,84.35
2015-11-09,83.25
2015-11-10,81.65
2015-11-11,84.35
2015-11-13,85.3
2015-11-16,83.6
2015-11-17,85.05
2015-11-18,83.15
2015-11-19,83.1
2015-11-20,83.95
2015-11-23,83.75
2015-11-24,83.9
2015-11-26,84.6
2015-11-27,86.7
2015-11-30,85.05
2015-12-01,84.75
2015-12-02,86.25
2015-12-03,84.7
2015-12-04,85.55
2015-12-07,84.75
2015-12-08,83.15
2015-12-09,81.45
2015-12-10,83.75
2015-12-11,81.85
2015-12-14,81.9
2015-12-15,81.15
2015-12-16,92.9
2015-12-17,89.95
2015-12-18,88.4
2015-12-21,92.35
2015-12-22,90.05
2015-12-23,89.25
2015-12-24,90.8
2015-12-28,92.35
2015-12-29,90.2
2015-12-30,91.2
2015-12-31,92.1
