Date,GSKCONS
2015-01-01,5828.35
2015-01-02,5900.25
2015-01-05,5939.9
2015-01-06,5812.9
2015-01-07,5795.4
2015-01-08,5746.9
2015-01-09,5731.45
2015-01-12,5717.55
2015-01-13,5714.7
2015-01-14,5647.6
2015-01-15,5633.8
2015-01-16,5701.75
2015-01-19,5717.0
2015-01-20,5715.7
2015-01-21,5706.85
2015-01-22,5717.2
2015-01-23,5715.5
2015-01-27,5701.4
2015-01-28,5626.1
2015-01-29,5625.25
2015-01-30,5623.95
2015-02-02,5611.6
2015-02-03,5647.6
2015-02-04,5678.05
2015-02-05,5598.2
2015-02-06,5676.05
2015-02-09,5655.25
2015-02-10,5690.85
2015-02-11,5696.85
2015-02-12,5724.8
2015-02-13,5808.75
2015-02-16,5787.4
2015-02-18,5789.35
2015-02-19,5794.75
2015-02-20,5735.65
2015-02-23,5700.55
2015-02-24,5734.25
2015-02-25,5773.3
2015-02-26,5748.7
2015-02-27,5783.25
2015-02-28,5801.55
2015-03-02,5704.3
2015-03-03,5798.1
2015-03-04,5856.8
2015-03-05,5878.0
2015-03-09,5877.05
2015-03-10,5874.5
2015-03-11,5855.1
2015-03-12,5864.5
2015-03-13,6022.05
2015-03-16,5977.4
2015-03-17,5981.95
2015-03-18,6234.9
2015-03-19,6376.7
2015-03-20,6239.2
2015-03-23,6226.5
2015-03-24,6218.5
2015-03-25,6293.1
2015-03-26,6298.85
2015-03-27,6231.3
2015-03-30,6260.1
2015-03-31,6300.0
2015-04-01,6226.35
2015-04-06,6299.9
2015-04-07,6293.75
2015-04-08,6299.75
2015-04-09,6298.4
2015-04-10,6299.95
2015-04-13,6285.65
2015-04-15,6387.05
2015-04-16,6377.15
2015-04-17,6311.3
2015-04-20,6319.35
2015-04-21,6364.8
2015-04-22,6316.25
2015-04-23,6330.0
2015-04-24,6260.5
2015-04-27,6319.5
2015-04-28,6385.0
2015-04-29,6216.5
2015-04-30,6268.8
2015-05-04,6406.9
