Date,JKCEMENT
2015-01-01,643.75
2015-01-02,643.4
2015-01-05,638.9
2015-01-06,612.35
2015-01-07,598.4
2015-01-08,610.75
2015-01-09,603.2
2015-01-12,608.65
2015-01-13,628.25
2015-01-14,659.9
2015-01-15,667.2
2015-01-16,660.5
2015-01-19,664.3
2015-01-20,670.65
2015-01-21,684.1
2015-01-22,715.55
2015-01-23,715.25
2015-01-27,693.9
2015-01-28,701.55
2015-01-29,707.35
2015-01-30,697.05
2015-02-02,699.25
2015-02-03,708.9
2015-02-04,709.2
2015-02-05,711.6
2015-02-06,695.45
2015-02-09,676.95
2015-02-10,684.95
2015-02-11,678.95
2015-02-12,690.15
2015-02-13,690.4
2015-02-16,707.0
2015-02-18,726.7
2015-02-19,731.4
2015-02-20,731.1
2015-02-23,717.0
2015-02-24,717.9
2015-02-25,715.8
2015-02-26,713.7
2015-02-27,708.45
2015-02-28,699.55
2015-03-02,734.6
2015-03-03,733.6
2015-03-04,730.1
2015-03-05,710.8
2015-03-09,699.0
2015-03-10,706.05
2015-03-11,695.0
2015-03-12,677.3
2015-03-13,696.5
2015-03-16,683.6
2015-03-17,677.8
2015-03-18,677.1
2015-03-19,679.95
2015-03-20,683.6
2015-03-23,661.7
2015-03-24,659.95
2015-03-25,655.15
2015-03-26,643.3
2015-03-27,643.5
2015-03-30,668.8
2015-03-31,666.1
2015-04-01,688.8
2015-04-06,682.95
2015-04-07,683.35
2015-04-08,696.4
2015-04-09,692.75
2015-04-10,693.1
2015-04-13,697.2
2015-04-15,694.05
2015-04-16,649.75
2015-04-17,649.0
2015-04-20,640.95
2015-04-21,663.65
2015-04-22,646.15
2015-04-23,630.05
2015-04-24,636.95
2015-04-27,633.0
2015-04-28,631.55
2015-04-29,635.15
2015-04-30,645.5
2015-05-04,631.65
2015-05-05,633.0
2015-05-06,607.3
2015-05-07,597.95
2015-05-08,590.5
2015-05-11,595.7
2015-05-12,597.5
2015-05-13,588.45
2015-05-14,594.9
2015-05-15,601.75
2015-05-18,578.2
2015-05-19,580.75
2015-05-20,590.5
2015-05-21,587.85
2015-05-22,600.55
2015-05-25,603.1
2015-05-26,603.05
2015-05-27,626.4
2015-05-28,617.45
2015-05-29,638.85
2015-06-01,622.8
2015-06-02,610.6
2015-06-03,604.85
2015-06-04,595.1
2015-06-05,596.2
2015-06-08,586.65
2015-06-09,570.2
2015-06-10,590.3
2015-06-11,589.55
2015-06-12,587.6
2015-06-15,587.45
2015-06-16,578.9
2015-06-17,582.4
2015-06-18,589.85
2015-06-19,594.25
2015-06-22,600.6
2015-06-23,609.35
2015-06-24,612.4
2015-06-25,631.0
2015-06-26,652.3
2015-06-29,651.6
2015-06-30,674.4
2015-07-01,664.75
2015-07-02,659.75
2015-07-03,641.8
2015-07-06,635.85
2015-07-07,642.3
2015-07-08,626.45
2015-07-09,623.55
2015-07-10,619.1
2015-07-13,630.1
2015-07-14,618.5
2015-07-15,612.8
2015-07-16,608.95
2015-07-17,608.85
2015-07-20,605.95
2015-07-21,602.7
2015-07-22,603.5
2015-07-23,614.7
2015-07-24,626.85
2015-07-27,614.8
2015-07-28,619.25
2015-07-29,621.7
2015-07-30,623.5
2015-07-31,682.55
2015-08-03,661.85
2015-08-04,672.15
2015-08-05,681.0
2015-08-06,671.25
2015-08-07,671.8
2015-08-10,668.9
2015-08-11,641.1
2015-08-12,619.4
2015-08-13,621.95
2015-08-14,628.9
2015-08-17,643.15
2015-08-18,644.35
2015-08-19,654.2
2015-08-20,659.0
2015-08-21,655.2
2015-08-24,599.65
2015-08-25,603.9
2015-08-26,624.65
2015-08-27,624.0
2015-08-28,627.35
2015-08-31,626.3
2015-09-01,613.4
2015-09-02,603.2
2015-09-03,615.5
2015-09-04,610.2
2015-09-07,609.85
2015-09-08,607.95
2015-09-09,627.55
2015-09-10,621.0
2015-09-11,620.0
2015-09-14,624.5
2015-09-15,626.75
2015-09-16,621.8
2015-09-18,613.5
2015-09-21,614.9
2015-09-22,613.45
2015-09-23,645.95
2015-09-24,649.7
2015-09-28,632.25
2015-09-29,654.7
2015-09-30,653.35
2015-10-01,652.6
2015-10-05,654.2
2015-10-06,674.75
2015-10-07,667.3
2015-10-08,658.4
2015-10-09,652.05
2015-10-12,640.05
2015-10-13,631.25
2015-10-14,623.35
2015-10-15,627.35
2015-10-16,656.75
2015-10-19,650.4
2015-10-20,655.0
2015-10-21,653.6
2015-10-23,652.1
2015-10-26,643.6
2015-10-27,645.7
2015-10-28,641.6
2015-10-29,664.25
2015-10-30,685.45
2015-11-02,655.65
2015-11-03,650.85
2015-11-04,650.3
2015-11-05,650.4
2015-11-06,649.6
2015-11-09,644.1
2015-11-10,660.5
2015-11-11,654.9
2015-11-13,647.65
2015-11-16,638.4
2015-11-17,641.9
2015-11-18,644.5
2015-11-19,648.65
2015-11-20,664.3
2015-11-23,650.7
2015-11-24,646.15
2015-11-26,653.3
2015-11-27,709.9
2015-11-30,690.9
2015-12-01,686.0
2015-12-02,679.95
2015-12-03,665.35
2015-12-04,653.1
2015-12-07,655.5
2015-12-08,654.75
2015-12-09,644.35
2015-12-10,662.0
2015-12-11,653.6
2015-12-14,649.8
2015-12-15,655.65
2015-12-16,641.35
2015-12-17,660.35
2015-12-18,647.05
2015-12-21,646.4
2015-12-22,640.95
2015-12-23,622.35
2015-12-24,626.0
2015-12-28,610.95
2015-12-29,613.25
2015-12-30,599.35
2015-12-31,577.05
