Date,IRB
2015-01-01,263.85
2015-01-02,267.25
2015-01-05,244.7
2015-01-06,237.1
2015-01-07,227.35
2015-01-08,238.4
2015-01-09,238.05
2015-01-12,246.4
2015-01-13,235.35
2015-01-14,232.05
2015-01-15,239.6
2015-01-16,246.8
2015-01-19,250.0
2015-01-20,253.55
2015-01-21,254.7
2015-01-22,253.75
2015-01-23,247.2
2015-01-27,253.3
2015-01-28,267.1
2015-01-29,270.3
2015-01-30,269.35
2015-02-02,269.3
2015-02-03,269.75
2015-02-04,259.3
2015-02-05,254.5
2015-02-06,260.45
2015-02-09,257.25
2015-02-10,253.35
2015-02-11,262.95
2015-02-12,259.3
2015-02-13,257.75
2015-02-16,253.3
2015-02-18,244.35
2015-02-19,249.5
2015-02-20,246.55
2015-02-23,246.0
2015-02-24,247.4
2015-02-25,249.8
2015-02-26,249.65
2015-02-27,256.0
2015-02-28,256.75
2015-03-02,257.1
2015-03-03,261.75
2015-03-04,253.9
2015-03-05,256.25
2015-03-09,242.7
2015-03-10,240.2
2015-03-11,239.7
2015-03-12,244.95
2015-03-13,235.7
2015-03-16,229.75
2015-03-17,230.75
2015-03-18,233.0
2015-03-19,234.35
2015-03-20,241.5
2015-03-23,243.15
2015-03-24,246.85
2015-03-25,250.55
2015-03-26,246.55
2015-03-27,244.15
2015-03-30,245.1
2015-03-31,244.2
2015-04-01,248.5
2015-04-06,253.95
2015-04-07,252.1
2015-04-08,263.1
2015-04-09,262.15
2015-04-10,260.1
2015-04-13,256.5
2015-04-15,256.55
2015-04-16,249.75
2015-04-17,249.2
2015-04-20,241.85
2015-04-21,238.55
2015-04-22,237.1
2015-04-23,239.9
2015-04-24,231.1
2015-04-27,222.2
2015-04-28,226.3
2015-04-29,228.95
2015-04-30,233.45
2015-05-04,240.2
2015-05-05,234.95
2015-05-06,218.15
2015-05-07,216.5
2015-05-08,228.55
2015-05-11,231.65
2015-05-12,224.15
2015-05-13,230.65
2015-05-14,235.9
2015-05-15,235.05
2015-05-18,234.85
2015-05-19,239.8
2015-05-20,242.4
2015-05-21,245.95
2015-05-22,243.35
2015-05-25,240.2
2015-05-26,242.25
2015-05-27,243.65
2015-05-28,246.55
2015-05-29,246.85
2015-06-01,253.5
2015-06-02,248.5
2015-06-03,242.2
2015-06-04,241.75
2015-06-05,233.95
2015-06-08,232.7
2015-06-09,233.85
2015-06-10,230.95
2015-06-11,219.8
2015-06-12,221.0
2015-06-15,225.05
2015-06-16,221.2
2015-06-17,224.75
2015-06-18,227.05
2015-06-19,227.55
2015-06-22,232.75
2015-06-23,236.05
2015-06-24,228.1
2015-06-25,230.35
2015-06-26,232.0
2015-06-29,230.45
2015-06-30,233.45
2015-07-01,236.7
2015-07-02,243.3
2015-07-03,236.15
2015-07-06,238.85
2015-07-07,238.1
2015-07-08,231.35
2015-07-09,227.6
2015-07-10,230.0
2015-07-13,235.05
2015-07-14,230.3
2015-07-15,238.2
2015-07-16,240.3
2015-07-17,238.6
2015-07-20,238.45
2015-07-21,236.65
2015-07-22,243.7
2015-07-23,248.85
2015-07-24,245.6
2015-07-27,236.55
2015-07-28,237.1
2015-07-29,243.85
2015-07-30,249.2
2015-07-31,245.75
2015-08-03,249.9
2015-08-04,248.2
2015-08-05,261.9
2015-08-06,261.45
2015-08-07,257.6
2015-08-10,254.35
2015-08-11,252.45
2015-08-12,238.85
2015-08-13,235.55
2015-08-14,249.15
2015-08-17,254.05
2015-08-18,250.1
2015-08-19,259.95
2015-08-20,247.85
2015-08-21,245.65
2015-08-24,214.7
2015-08-25,212.25
2015-08-26,219.7
2015-08-27,229.0
2015-08-28,238.35
2015-08-31,233.6
2015-09-01,223.25
2015-09-02,220.85
2015-09-03,224.0
2015-09-04,211.95
2015-09-07,212.65
2015-09-08,213.85
2015-09-09,222.65
2015-09-10,222.6
2015-09-11,220.55
2015-09-14,224.05
2015-09-15,217.9
2015-09-16,213.05
2015-09-18,226.7
2015-09-21,230.2
2015-09-22,224.05
2015-09-23,226.05
2015-09-24,221.85
2015-09-28,217.6
2015-09-29,225.3
2015-09-30,237.35
2015-10-01,236.55
2015-10-05,246.5
2015-10-06,253.25
2015-10-07,253.15
2015-10-08,251.9
2015-10-09,255.15
2015-10-12,248.95
2015-10-13,252.1
2015-10-14,254.0
2015-10-15,254.3
2015-10-16,253.95
2015-10-19,269.1
2015-10-20,265.0
2015-10-21,259.3
2015-10-23,248.55
2015-10-26,244.35
2015-10-27,253.95
2015-10-28,250.5
2015-10-29,248.7
2015-10-30,246.05
2015-11-02,246.9
2015-11-03,245.75
2015-11-04,242.35
2015-11-05,237.0
2015-11-06,238.45
2015-11-09,241.0
2015-11-10,238.2
2015-11-11,241.2
2015-11-13,241.05
2015-11-16,243.6
2015-11-17,247.75
2015-11-18,249.5
2015-11-19,252.8
2015-11-20,253.05
2015-11-23,249.4
2015-11-24,248.3
2015-11-26,253.25
2015-11-27,257.05
2015-11-30,254.7
2015-12-01,250.05
2015-12-02,249.95
2015-12-03,247.05
2015-12-04,242.1
2015-12-07,240.4
2015-12-08,242.7
2015-12-09,240.45
2015-12-10,236.1
2015-12-11,230.1
2015-12-14,234.7
2015-12-15,235.75
2015-12-16,241.95
2015-12-17,245.85
2015-12-18,243.35
2015-12-21,245.1
2015-12-22,247.45
2015-12-23,245.55
2015-12-24,246.75
2015-12-28,246.25
2015-12-29,242.15
2015-12-30,242.0
2015-12-31,243.65
