Date,CHROMATIC
2015-01-01,3.9
2015-01-02,3.95
2015-01-05,4.0
2015-01-06,3.7
2015-01-07,3.7
2015-01-08,3.65
2015-01-09,3.85
2015-01-12,3.9
2015-01-13,3.8
2015-01-14,3.7
2015-01-15,3.7
2015-01-16,3.75
2015-01-19,3.75
2015-01-20,3.75
2015-01-21,3.7
2015-01-22,3.8
2015-01-23,3.75
2015-01-27,3.75
2015-01-28,3.8
2015-01-29,3.7
2015-01-30,3.65
2015-02-02,3.75
2015-02-03,3.7
2015-02-04,3.65
2015-02-05,3.7
2015-02-06,3.65
2015-02-09,3.6
2015-02-10,3.65
2015-02-11,3.7
2015-02-12,3.7
2015-02-13,3.7
2015-02-16,4.1
2015-02-18,4.15
2015-02-19,4.4
2015-02-20,4.2
2015-02-23,4.0
2015-02-24,4.0
2015-02-25,4.0
2015-02-26,3.85
2015-02-27,3.85
2015-02-28,3.7
2015-03-02,3.85
2015-03-03,3.75
2015-03-04,3.65
2015-03-05,3.65
2015-03-09,3.7
2015-03-10,3.6
2015-03-11,3.5
2015-03-12,3.65
2015-03-13,3.55
2015-03-16,3.55
2015-03-17,3.4
2015-03-18,3.4
2015-03-19,3.3
2015-03-20,3.15
2015-03-23,3.2
2015-03-24,3.0
2015-03-25,2.95
2015-03-26,3.0
2015-03-27,3.05
2015-03-30,2.95
2015-03-31,3.4
2015-04-01,3.3
2015-04-06,3.95
2015-04-07,4.6
2015-04-08,4.45
2015-04-09,4.1
2015-04-10,4.45
2015-04-13,4.15
2015-04-15,4.2
2015-04-16,4.25
2015-04-17,4.4
2015-04-20,4.35
2015-04-21,4.35
2015-04-22,4.15
2015-04-23,4.2
2015-04-24,4.0
2015-04-27,3.85
2015-04-28,4.15
2015-04-29,3.95
2015-04-30,3.85
2015-05-04,3.8
2015-05-05,3.8
2015-05-06,3.65
2015-05-07,3.65
2015-05-08,3.6
2015-05-11,3.7
2015-05-12,3.7
2015-05-13,3.65
2015-05-14,3.5
2015-05-15,3.4
2015-05-18,3.65
2015-05-19,3.65
2015-05-20,3.7
2015-05-21,3.65
2015-05-22,3.7
2015-05-25,3.5
2015-05-26,3.6
2015-05-27,3.9
2015-05-28,3.85
2015-05-29,3.85
2015-06-01,3.7
2015-06-02,3.5
2015-06-03,3.4
2015-06-04,3.3
2015-06-05,3.15
2015-06-08,3.05
2015-06-09,3.1
2015-06-10,3.05
2015-06-11,3.1
2015-06-12,2.95
2015-06-15,3.0
2015-06-16,3.0
2015-06-17,3.1
2015-06-18,3.05
2015-06-19,3.2
2015-06-22,3.8
2015-06-23,3.65
2015-06-24,3.5
2015-06-25,3.5
2015-06-26,3.45
2015-06-29,3.25
2015-06-30,3.4
2015-07-01,3.3
2015-07-02,3.3
2015-07-03,3.25
2015-07-06,3.35
2015-07-07,3.55
2015-07-08,3.4
2015-07-09,3.6
2015-07-10,3.65
2015-07-13,3.75
2015-07-14,3.55
2015-07-15,3.6
2015-07-16,3.45
2015-07-17,4.1
2015-07-20,4.15
2015-07-21,4.85
2015-07-22,5.05
2015-07-23,5.0
2015-07-24,5.4
2015-07-27,5.4
2015-07-28,5.55
2015-07-29,5.55
2015-07-30,5.45
2015-07-31,5.8
2015-08-03,5.95
2015-08-04,5.9
2015-08-05,5.35
2015-08-06,4.85
2015-08-07,3.9
2015-08-10,3.55
2015-08-11,3.8
2015-08-12,3.95
2015-08-13,4.1
2015-08-14,4.45
2015-08-17,4.15
2015-08-18,3.9
2015-08-19,3.7
2015-08-20,3.65
2015-08-21,3.55
2015-08-24,2.95
2015-08-25,3.15
2015-08-26,3.0
2015-08-27,3.1
2015-08-28,3.35
2015-08-31,3.05
2015-09-01,3.15
2015-09-02,3.1
2015-09-03,3.15
2015-09-04,3.15
2015-09-07,3.05
2015-09-08,3.0
2015-09-09,3.0
2015-09-10,3.05
2015-09-11,3.1
2015-09-14,3.35
2015-09-15,3.1
2015-09-16,3.1
2015-09-18,3.2
2015-09-21,3.05
2015-09-22,3.15
2015-09-23,3.0
2015-09-24,3.3
2015-09-28,3.5
2015-09-29,3.45
2015-09-30,3.3
2015-10-01,3.2
2015-10-05,3.25
2015-10-06,3.35
2015-10-07,3.4
2015-10-08,3.3
2015-10-09,3.2
2015-10-12,3.2
2015-10-13,3.2
2015-10-14,3.25
2015-10-15,3.2
2015-10-16,3.25
2015-10-19,3.25
2015-10-20,3.35
2015-10-21,3.2
2015-10-23,3.3
2015-10-26,3.35
2015-10-27,3.15
2015-10-28,3.2
2015-10-29,3.25
2015-10-30,3.05
2015-11-02,3.05
2015-11-03,3.0
2015-11-04,3.0
2015-11-05,3.05
2015-11-06,3.0
2015-11-09,3.1
2015-11-10,2.9
2015-11-11,3.05
2015-11-13,2.9
2015-11-16,2.8
2015-11-17,2.9
2015-11-18,2.85
2015-11-19,2.8
2015-11-20,2.8
2015-11-23,2.85
2015-11-24,3.05
2015-11-26,3.15
2015-11-27,3.0
2015-11-30,2.9
2015-12-01,3.0
2015-12-02,3.0
2015-12-03,2.95
2015-12-04,3.0
2015-12-07,3.0
2015-12-08,3.2
2015-12-09,3.1
2015-12-10,3.15
2015-12-11,3.1
2015-12-14,2.7
2015-12-15,3.1
2015-12-16,2.75
2015-12-17,2.75
2015-12-18,2.85
2015-12-21,3.35
2015-12-22,3.35
2015-12-23,4.0
2015-12-24,4.05
2015-12-28,4.05
2015-12-29,3.65
2015-12-30,3.4
2015-12-31,3.4
