Date,VIPCLOTHNG
2015-01-01,38.7
2015-01-02,38.3
2015-01-05,37.55
2015-01-06,35.85
2015-01-07,35.65
2015-01-08,39.2
2015-01-09,38.8
2015-01-12,42.25
2015-01-13,40.0
2015-01-14,43.35
2015-01-15,44.9
2015-01-16,46.65
2015-01-19,49.2
2015-01-20,52.8
2015-01-21,50.2
2015-01-22,47.7
2015-01-23,47.8
2015-01-27,49.05
2015-01-28,46.6
2015-01-29,46.6
2015-01-30,45.4
2015-02-02,46.15
2015-02-03,45.7
2015-02-04,44.0
2015-02-05,43.45
2015-02-06,45.2
2015-02-09,41.65
2015-02-10,39.65
2015-02-11,42.55
2015-02-12,45.55
2015-02-13,43.8
2015-02-16,45.5
2015-02-18,48.1
2015-02-19,52.9
2015-02-20,58.15
2015-02-23,55.25
2015-02-24,52.9
2015-02-25,52.25
2015-02-26,50.25
2015-02-27,52.75
2015-02-28,51.9
2015-03-02,54.45
2015-03-03,57.15
2015-03-04,59.0
2015-03-05,61.95
2015-03-09,67.3
2015-03-10,71.75
2015-03-11,71.4
2015-03-12,71.4
2015-03-13,71.35
2015-03-16,66.85
2015-03-17,67.15
2015-03-18,70.55
2015-03-19,68.5
2015-03-20,65.1
2015-03-23,66.3
2015-03-24,66.85
2015-03-25,65.75
2015-03-26,62.4
2015-03-27,63.55
2015-03-30,69.9
2015-03-31,68.65
2015-04-01,71.95
2015-04-06,74.1
2015-04-07,84.5
2015-04-08,83.9
2015-04-09,82.25
2015-04-10,81.6
2015-04-13,83.1
2015-04-15,80.3
2015-04-16,79.0
2015-04-17,76.4
2015-04-20,71.95
2015-04-21,72.75
2015-04-22,73.0
2015-04-23,72.65
2015-04-24,67.45
2015-04-27,62.4
2015-04-28,65.6
2015-04-29,66.1
2015-04-30,65.05
2015-05-04,68.35
2015-05-05,67.1
2015-05-06,61.65
2015-05-07,57.9
2015-05-08,59.95
2015-05-11,61.3
2015-05-12,58.0
2015-05-13,58.7
2015-05-14,60.05
2015-05-15,65.2
2015-05-18,67.65
2015-05-19,65.3
2015-05-20,64.05
2015-05-21,64.25
2015-05-22,63.15
2015-05-25,63.6
2015-05-26,63.8
2015-05-27,65.65
2015-05-28,70.8
2015-05-29,70.75
2015-06-01,67.0
2015-06-02,65.35
2015-06-03,62.65
2015-06-04,61.7
2015-06-05,62.75
2015-06-08,60.55
2015-06-09,60.2
2015-06-10,62.35
2015-06-11,58.75
2015-06-12,57.7
2015-06-15,58.9
2015-06-16,59.1
2015-06-17,60.15
2015-06-18,61.35
2015-06-19,64.75
2015-06-22,65.2
2015-06-23,70.35
2015-06-24,68.5
2015-06-25,68.1
2015-06-26,67.1
2015-06-29,64.55
2015-06-30,71.3
2015-07-01,73.5
2015-07-02,70.1
2015-07-03,68.05
2015-07-06,70.9
2015-07-07,67.95
2015-07-08,66.0
2015-07-09,64.95
2015-07-10,68.3
2015-07-13,65.9
2015-07-14,67.5
2015-07-15,67.55
2015-07-16,69.25
2015-07-17,70.85
2015-07-20,70.75
2015-07-21,67.45
2015-07-22,68.1
2015-07-23,67.7
2015-07-24,67.7
2015-07-27,66.35
2015-07-28,67.45
2015-07-29,70.95
2015-07-30,73.45
2015-07-31,71.55
2015-08-03,71.8
2015-08-04,71.65
2015-08-05,80.1
2015-08-06,75.1
2015-08-07,74.7
2015-08-10,73.35
2015-08-11,70.3
2015-08-12,66.9
2015-08-13,60.05
2015-08-14,62.85
2015-08-17,62.9
2015-08-18,66.05
2015-08-19,65.35
2015-08-20,62.2
2015-08-21,61.4
2015-08-24,50.3
2015-08-25,49.35
2015-08-26,49.1
2015-08-27,53.85
2015-08-28,52.9
2015-08-31,52.2
2015-09-01,49.7
2015-09-02,49.8
2015-09-03,50.8
2015-09-04,48.3
2015-09-07,43.5
2015-09-08,44.0
2015-09-09,46.5
2015-09-10,46.4
2015-09-11,46.4
2015-09-14,47.85
2015-09-15,47.1
2015-09-16,46.3
2015-09-18,48.35
2015-09-21,50.75
2015-09-22,51.7
2015-09-23,50.4
2015-09-24,50.3
2015-09-28,49.0
2015-09-29,48.85
2015-09-30,49.35
2015-10-01,49.4
2015-10-05,52.35
2015-10-06,51.4
2015-10-07,55.85
2015-10-08,54.2
2015-10-09,54.95
2015-10-12,54.2
2015-10-13,57.0
2015-10-14,56.35
2015-10-15,57.45
2015-10-16,56.7
2015-10-19,56.65
2015-10-20,57.1
2015-10-21,56.6
2015-10-23,55.55
2015-10-26,53.8
2015-10-27,56.0
2015-10-28,54.85
2015-10-29,54.1
2015-10-30,53.05
2015-11-02,51.5
2015-11-03,54.2
2015-11-04,53.95
2015-11-05,52.85
2015-11-06,51.8
2015-11-09,52.65
2015-11-10,49.8
2015-11-11,51.3
2015-11-13,50.2
2015-11-16,49.6
2015-11-17,51.9
2015-11-18,49.6
2015-11-19,51.3
2015-11-20,52.15
2015-11-23,52.8
2015-11-24,58.5
2015-11-26,62.0
2015-11-27,65.8
2015-11-30,64.8
2015-12-01,61.8
2015-12-02,60.75
2015-12-03,62.05
2015-12-04,59.8
2015-12-07,61.65
2015-12-08,58.85
2015-12-09,55.85
2015-12-10,56.4
2015-12-11,54.95
2015-12-14,56.15
2015-12-15,57.7
2015-12-16,57.7
2015-12-17,58.95
2015-12-18,58.05
2015-12-21,58.3
2015-12-22,57.85
2015-12-23,58.35
2015-12-24,57.75
2015-12-28,59.35
2015-12-29,57.55
2015-12-30,56.9
2015-12-31,56.55
