Date,GILLETTE
2015-01-01,3249.95
2015-01-02,3347.5
2015-01-05,3384.0
2015-01-06,3388.15
2015-01-07,3378.9
2015-01-08,3398.55
2015-01-09,3399.65
2015-01-12,3371.95
2015-01-13,3409.85
2015-01-14,3476.9
2015-01-15,3480.75
2015-01-16,3491.65
2015-01-19,3430.45
2015-01-20,3409.3
2015-01-21,3408.5
2015-01-22,3410.85
2015-01-23,3405.2
2015-01-27,3391.45
2015-01-28,3408.3
2015-01-29,3434.8
2015-01-30,3417.25
2015-02-02,3376.3
2015-02-03,3301.1
2015-02-04,3340.3
2015-02-05,3356.7
2015-02-06,3307.35
2015-02-09,3329.1
2015-02-10,3387.6
2015-02-11,3420.05
2015-02-12,3469.3
2015-02-13,4163.15
2015-02-16,4045.4
2015-02-18,4017.2
2015-02-19,4000.45
2015-02-20,4018.95
2015-02-23,4077.35
2015-02-24,4120.65
2015-02-25,4086.0
2015-02-26,4083.3
2015-02-27,4185.1
2015-02-28,4133.45
2015-03-02,4134.4
2015-03-03,4084.4
2015-03-04,4077.55
2015-03-05,4073.35
2015-03-09,4054.8
2015-03-10,4088.65
2015-03-11,4222.05
2015-03-12,4293.3
2015-03-13,4484.75
2015-03-16,4595.65
2015-03-17,4621.75
2015-03-18,4857.15
2015-03-19,4855.65
2015-03-20,4853.35
2015-03-23,4684.4
2015-03-24,4859.4
2015-03-25,4837.05
2015-03-26,4882.9
2015-03-27,4812.6
2015-03-30,4816.9
2015-03-31,4783.0
2015-04-01,4901.5
2015-04-06,4919.95
2015-04-07,4879.3
2015-04-08,4888.5
2015-04-09,4888.75
2015-04-10,4859.15
2015-04-13,4823.85
2015-04-15,4774.4
2015-04-16,4749.05
2015-04-17,4610.6
2015-04-20,4511.9
2015-04-21,4593.3
2015-04-22,4533.8
2015-04-23,4470.75
2015-04-24,4363.15
2015-04-27,4190.2
2015-04-28,4284.55
2015-04-29,4363.55
2015-04-30,4333.15
2015-05-04,4393.45
2015-05-05,4560.15
2015-05-06,4591.1
2015-05-07,4590.45
2015-05-08,4535.75
2015-05-11,4491.7
2015-05-12,4379.1
2015-05-13,4314.15
2015-05-14,4323.45
2015-05-15,4394.5
2015-05-18,4404.55
2015-05-19,4502.8
2015-05-20,4508.95
2015-05-21,4511.25
2015-05-22,4511.6
2015-05-25,4471.95
2015-05-26,4456.5
2015-05-27,4530.6
2015-05-28,4490.45
2015-05-29,4529.6
2015-06-01,4482.45
2015-06-02,4376.4
2015-06-03,4369.55
2015-06-04,4424.7
2015-06-05,4419.95
2015-06-08,4353.5
2015-06-09,4363.45
2015-06-10,4502.7
2015-06-11,4439.35
2015-06-12,4396.85
2015-06-15,4393.8
2015-06-16,4341.75
2015-06-17,4451.05
2015-06-18,4480.3
2015-06-19,4493.05
2015-06-22,4496.15
2015-06-23,4504.9
2015-06-24,4528.25
2015-06-25,4541.6
2015-06-26,4554.75
2015-06-29,4501.1
2015-06-30,4595.0
2015-07-01,4581.85
2015-07-02,4642.1
2015-07-03,4624.95
2015-07-06,4624.3
2015-07-07,4653.4
2015-07-08,4640.0
2015-07-09,4605.0
2015-07-10,4626.25
2015-07-13,4672.1
2015-07-14,4682.55
2015-07-15,4692.9
2015-07-16,4793.1
2015-07-17,5051.95
2015-07-20,5164.5
2015-07-21,5078.35
2015-07-22,4972.7
2015-07-23,4992.15
2015-07-24,5056.05
2015-07-27,4952.6
2015-07-28,4916.2
2015-07-29,5079.1
2015-07-30,5107.55
2015-07-31,5142.5
2015-08-03,5326.8
2015-08-04,5518.3
2015-08-05,5531.35
2015-08-06,5470.8
2015-08-07,5436.0
2015-08-10,5501.9
2015-08-11,5429.15
2015-08-12,5338.55
2015-08-13,5278.65
2015-08-14,5400.7
2015-08-17,5332.75
2015-08-18,5313.2
2015-08-19,5304.1
2015-08-20,5282.85
2015-08-21,5222.25
2015-08-24,4858.4
2015-08-25,4600.95
2015-08-26,4593.75
2015-08-27,4597.75
2015-08-28,4871.75
2015-08-31,4988.5
2015-09-01,4802.05
2015-09-02,4787.65
2015-09-03,4920.5
2015-09-04,4801.95
2015-09-07,4605.8
2015-09-08,4648.45
2015-09-09,4718.6
2015-09-10,4668.55
2015-09-11,4731.9
2015-09-14,4737.1
2015-09-15,4705.6
2015-09-16,4769.25
2015-09-18,4747.85
2015-09-21,4801.9
2015-09-22,4804.9
2015-09-23,4743.6
2015-09-24,4818.1
2015-09-28,4797.15
2015-09-29,4789.35
2015-09-30,4865.1
2015-10-01,4985.95
2015-10-05,5065.9
2015-10-06,5049.15
2015-10-07,5048.65
2015-10-08,5031.15
2015-10-09,4999.45
2015-10-12,5015.75
2015-10-13,4995.35
2015-10-14,4974.25
2015-10-15,4881.85
2015-10-16,4806.0
2015-10-19,4814.7
2015-10-20,4955.6
2015-10-21,4988.95
2015-10-23,4990.0
2015-10-26,4994.5
2015-10-27,4939.65
2015-10-28,4872.55
2015-10-29,4850.35
2015-10-30,4853.95
2015-11-02,4787.6
2015-11-03,4709.05
2015-11-04,4724.05
2015-11-05,4706.95
2015-11-06,4756.4
2015-11-09,4693.4
2015-11-10,4655.85
2015-11-11,4753.35
2015-11-13,4647.55
2015-11-16,4648.2
2015-11-17,4634.1
2015-11-18,4619.3
2015-11-19,4738.45
2015-11-20,4763.6
2015-11-23,4733.4
2015-11-24,4692.0
2015-11-26,4694.65
2015-11-27,4686.6
2015-11-30,4694.45
2015-12-01,4701.6
2015-12-02,4724.3
2015-12-03,4713.75
2015-12-04,4729.15
2015-12-07,4748.25
2015-12-08,4672.75
2015-12-09,4604.85
2015-12-10,4725.55
2015-12-11,4733.85
2015-12-14,4708.0
2015-12-15,4716.25
2015-12-16,4709.3
2015-12-17,4723.6
2015-12-18,4698.85
2015-12-21,4700.5
2015-12-22,4681.6
2015-12-23,4694.05
2015-12-24,4682.1
2015-12-28,4676.6
2015-12-29,4648.3
2015-12-30,4665.7
2015-12-31,4666.35
