Date,ACCELYA
2015-01-01,1021.85
2015-01-02,1006.9
2015-01-05,1004.6
2015-01-06,977.05
2015-01-07,999.9
2015-01-08,998.35
2015-01-09,988.05
2015-01-12,987.0
2015-01-13,985.8
2015-01-14,982.0
2015-01-15,1026.15
2015-01-16,1052.1
2015-01-19,1040.45
2015-01-20,1035.95
2015-01-21,1028.1
2015-01-22,1013.05
2015-01-23,1013.1
2015-01-27,997.2
2015-01-28,977.8
2015-01-29,1003.8
2015-01-30,971.3
2015-02-02,946.55
2015-02-03,938.2
2015-02-04,946.75
2015-02-05,941.85
2015-02-06,927.7
2015-02-09,916.1
2015-02-10,925.4
2015-02-11,925.0
2015-02-12,924.05
2015-02-13,923.8
2015-02-16,919.8
2015-02-18,960.35
2015-02-19,948.3
2015-02-20,942.05
2015-02-23,948.85
2015-02-24,946.55
2015-02-25,922.75
2015-02-26,938.05
2015-02-27,945.4
2015-02-28,923.25
2015-03-02,953.8
2015-03-03,971.6
2015-03-04,975.8
2015-03-05,1003.05
2015-03-09,999.0
2015-03-10,984.55
2015-03-11,956.0
2015-03-12,950.65
2015-03-13,959.1
2015-03-16,946.2
2015-03-17,939.5
2015-03-18,935.9
2015-03-19,938.0
2015-03-20,925.05
2015-03-23,912.9
2015-03-24,926.6
2015-03-25,921.05
2015-03-26,910.5
2015-03-27,910.45
2015-03-30,933.9
2015-03-31,931.5
2015-04-01,950.5
2015-04-06,965.05
2015-04-07,952.35
2015-04-08,948.15
2015-04-09,973.7
2015-04-10,968.65
2015-04-13,1003.3
2015-04-15,1026.8
2015-04-16,1040.95
2015-04-17,1062.35
2015-04-20,1063.25
2015-04-21,1049.7
2015-04-22,1080.4
2015-04-23,1092.3
2015-04-24,1071.55
2015-04-27,1001.1
2015-04-28,984.15
2015-04-29,1003.2
2015-04-30,958.45
2015-05-04,957.7
2015-05-05,957.35
2015-05-06,955.15
2015-05-07,955.2
2015-05-08,954.0
2015-05-11,955.4
2015-05-12,969.35
2015-05-13,966.6
2015-05-14,949.0
2015-05-15,950.85
2015-05-18,954.4
2015-05-19,957.65
2015-05-20,959.95
2015-05-21,954.95
2015-05-22,956.1
2015-05-25,948.45
2015-05-26,941.3
2015-05-27,939.95
2015-05-28,940.25
2015-05-29,940.0
2015-06-01,935.0
2015-06-02,952.6
2015-06-03,962.45
2015-06-04,969.3
2015-06-05,969.1
2015-06-08,982.6
2015-06-09,976.9
2015-06-10,980.95
2015-06-11,981.05
2015-06-12,985.65
2015-06-15,989.55
2015-06-16,1000.95
2015-06-17,1000.4
2015-06-18,995.35
2015-06-19,992.65
2015-06-22,979.25
2015-06-23,1006.2
2015-06-24,1043.55
2015-06-25,1014.75
2015-06-26,1019.85
2015-06-29,999.05
2015-06-30,999.5
2015-07-01,1004.25
2015-07-02,995.6
2015-07-03,1003.4
2015-07-06,1007.45
2015-07-07,1005.65
2015-07-08,1009.65
2015-07-09,999.45
2015-07-10,995.1
2015-07-13,997.4
2015-07-14,996.55
2015-07-15,996.25
2015-07-16,1000.7
2015-07-17,992.55
2015-07-20,988.05
2015-07-21,989.75
2015-07-22,994.75
2015-07-23,993.75
2015-07-24,996.8
2015-07-27,1011.15
2015-07-28,1035.8
2015-07-29,1095.9
2015-07-30,1075.5
2015-07-31,1116.65
2015-08-03,1084.75
2015-08-04,1128.3
2015-08-05,1168.75
2015-08-06,1035.3
2015-08-07,1036.6
2015-08-10,1037.5
2015-08-11,1037.5
2015-08-12,1033.65
2015-08-13,1039.0
2015-08-14,1042.8
2015-08-17,1028.4
2015-08-18,1021.25
2015-08-19,1135.4
2015-08-20,1055.35
2015-08-21,1048.75
2015-08-24,983.1
2015-08-25,981.45
2015-08-26,1015.55
2015-08-27,1016.15
2015-08-28,1014.15
2015-08-31,1007.85
2015-09-01,987.5
2015-09-02,992.2
2015-09-03,1005.8
2015-09-04,984.5
2015-09-07,968.75
2015-09-08,949.55
2015-09-09,971.8
2015-09-10,966.1
2015-09-11,967.0
2015-09-14,972.85
2015-09-15,977.25
2015-09-16,986.2
2015-09-18,981.85
2015-09-21,987.45
2015-09-22,971.2
2015-09-23,957.85
2015-09-24,967.25
2015-09-28,955.55
2015-09-29,954.85
2015-09-30,948.35
2015-10-01,933.55
2015-10-05,935.85
2015-10-06,932.6
2015-10-07,934.4
2015-10-08,941.0
2015-10-09,950.15
2015-10-12,944.7
2015-10-13,939.2
2015-10-14,953.3
2015-10-15,936.65
2015-10-16,933.25
2015-10-19,943.55
2015-10-20,936.3
2015-10-21,940.35
2015-10-23,929.55
2015-10-26,940.0
2015-10-27,939.25
2015-10-28,946.5
2015-10-29,944.4
2015-10-30,949.4
2015-11-02,942.2
2015-11-03,945.45
2015-11-04,937.95
2015-11-05,917.9
2015-11-06,916.1
2015-11-09,921.05
2015-11-10,914.45
2015-11-11,922.15
2015-11-13,917.05
2015-11-16,926.05
2015-11-17,937.45
2015-11-18,947.75
2015-11-19,965.6
2015-11-20,953.8
2015-11-23,932.95
2015-11-24,937.3
2015-11-26,925.35
2015-11-27,930.9
2015-11-30,927.5
2015-12-01,932.55
2015-12-02,943.65
2015-12-03,938.35
2015-12-04,948.8
2015-12-07,956.35
2015-12-08,935.85
2015-12-09,921.25
2015-12-10,920.05
2015-12-11,917.35
2015-12-14,921.2
2015-12-15,925.95
2015-12-16,916.05
2015-12-17,909.7
2015-12-18,920.25
2015-12-21,930.6
2015-12-22,932.7
2015-12-23,945.65
2015-12-24,934.35
2015-12-28,933.25
2015-12-29,947.95
2015-12-30,934.5
2015-12-31,932.05
