Date,GET&D
2015-01-01,470.3
2015-01-02,468.65
2015-01-05,470.5
2015-01-06,471.75
2015-01-07,472.65
2015-01-08,488.3
2015-01-09,488.3
2015-01-12,486.2
2015-01-13,483.8
2015-01-14,484.7
2015-01-15,486.0
2015-01-16,480.3
2015-01-19,473.3
2015-01-20,472.55
2015-01-21,473.05
2015-01-22,483.15
2015-01-23,491.1
2015-01-27,526.5
2015-01-28,541.1
2015-01-29,491.6
2015-01-30,475.4
2015-02-02,479.2
2015-02-03,494.85
2015-02-04,492.95
2015-02-05,492.05
2015-02-06,491.9
2015-02-09,477.0
2015-02-10,486.55
2015-02-11,501.25
2015-02-12,523.45
2015-02-13,519.9
2015-02-16,538.6
2015-02-18,538.0
2015-02-19,549.25
2015-02-20,547.75
2015-02-23,539.35
2015-02-24,516.45
2015-02-25,500.2
2015-02-26,501.7
2015-02-27,509.95
2015-02-28,524.45
2015-03-02,549.5
2015-03-03,556.25
2015-03-04,606.15
2015-03-05,600.0
2015-03-09,590.35
2015-03-10,586.75
2015-03-11,575.0
2015-03-12,581.75
2015-03-13,565.7
2015-03-16,564.4
2015-03-17,579.05
2015-03-18,575.9
2015-03-19,566.4
2015-03-20,581.2
2015-03-23,546.15
2015-03-24,536.15
2015-03-25,553.95
2015-03-26,551.15
2015-03-27,561.35
2015-03-30,585.4
2015-03-31,584.8
2015-04-01,588.4
2015-04-06,582.2
2015-04-07,587.65
2015-04-08,584.55
2015-04-09,582.6
2015-04-10,581.3
2015-04-13,577.5
2015-04-15,584.2
2015-04-16,564.9
2015-04-17,569.8
2015-04-20,559.9
2015-04-21,575.55
2015-04-22,550.6
2015-04-23,539.25
2015-04-24,528.2
2015-04-27,529.2
2015-04-28,531.85
2015-04-29,527.15
2015-04-30,519.25
2015-05-04,506.7
2015-05-05,506.8
2015-05-06,502.45
2015-05-07,490.45
2015-05-08,476.45
2015-05-11,481.2
2015-05-12,475.75
2015-05-13,506.4
2015-05-14,508.8
2015-05-15,517.75
2015-05-18,528.4
2015-05-19,539.25
2015-05-20,541.95
2015-05-21,540.65
2015-05-22,547.75
2015-05-25,542.8
2015-05-26,543.25
2015-05-27,539.15
2015-05-28,536.65
2015-05-29,529.45
2015-06-01,539.85
2015-06-02,535.45
2015-06-03,518.35
2015-06-04,527.6
2015-06-05,528.15
2015-06-08,530.7
2015-06-09,522.0
2015-06-10,522.15
2015-06-11,516.85
2015-06-12,509.5
2015-06-15,518.7
2015-06-16,519.3
2015-06-17,521.05
2015-06-18,533.85
2015-06-19,530.8
2015-06-22,531.95
2015-06-23,540.3
2015-06-24,544.95
2015-06-25,543.8
2015-06-26,546.7
2015-06-29,529.75
2015-06-30,536.15
2015-07-01,546.55
2015-07-02,542.85
2015-07-03,548.25
2015-07-06,546.35
2015-07-07,555.8
2015-07-08,584.95
2015-07-09,588.45
2015-07-10,590.15
2015-07-13,595.2
2015-07-14,590.75
2015-07-15,586.35
2015-07-16,593.65
2015-07-17,587.7
2015-07-20,592.55
2015-07-21,579.35
2015-07-22,566.65
2015-07-23,579.7
2015-07-24,565.45
2015-07-27,538.55
2015-07-28,564.1
2015-07-29,586.05
2015-07-30,560.8
2015-07-31,561.15
2015-08-03,545.75
2015-08-04,539.85
2015-08-05,538.3
2015-08-06,533.15
2015-08-07,519.7
2015-08-10,522.0
2015-08-11,520.55
2015-08-12,524.0
2015-08-13,531.65
2015-08-14,524.1
2015-08-17,513.45
2015-08-18,529.5
2015-08-19,525.5
2015-08-20,517.9
2015-08-21,526.8
2015-08-24,500.4
2015-08-25,527.55
2015-08-26,515.6
2015-08-27,516.2
2015-08-28,520.0
2015-08-31,527.7
2015-09-01,505.15
2015-09-02,514.55
2015-09-03,524.7
2015-09-04,530.8
2015-09-07,523.0
2015-09-08,539.6
2015-09-09,539.25
2015-09-10,534.35
2015-09-11,530.8
2015-09-14,525.5
2015-09-15,518.2
2015-09-16,519.8
2015-09-18,511.7
2015-09-21,508.6
2015-09-22,510.5
2015-09-23,506.45
2015-09-24,520.4
2015-09-28,507.6
2015-09-29,513.0
2015-09-30,513.35
2015-10-01,504.95
2015-10-05,520.15
2015-10-06,545.35
2015-10-07,531.25
2015-10-08,533.55
2015-10-09,529.45
2015-10-12,529.35
2015-10-13,523.75
2015-10-14,525.85
2015-10-15,523.8
2015-10-16,524.75
2015-10-19,521.75
2015-10-20,534.8
2015-10-21,529.0
2015-10-23,526.8
2015-10-26,524.9
2015-10-27,519.2
2015-10-28,517.35
2015-10-29,513.3
2015-10-30,525.6
2015-11-02,514.5
2015-11-03,524.2
2015-11-04,517.25
2015-11-05,512.25
2015-11-06,515.8
2015-11-09,510.1
2015-11-10,495.6
2015-11-11,501.75
2015-11-13,482.35
2015-11-16,477.45
2015-11-17,484.3
2015-11-18,495.15
2015-11-19,487.45
2015-11-20,480.45
2015-11-23,483.5
2015-11-24,479.95
2015-11-26,477.05
2015-11-27,478.6
2015-11-30,489.2
2015-12-01,489.5
2015-12-02,505.5
2015-12-03,495.9
2015-12-04,490.0
2015-12-07,483.9
2015-12-08,480.25
2015-12-09,481.3
2015-12-10,477.7
2015-12-11,481.05
2015-12-14,481.15
2015-12-15,478.7
2015-12-16,474.05
2015-12-17,481.15
2015-12-18,470.3
2015-12-21,471.75
2015-12-22,470.2
2015-12-23,475.1
2015-12-24,476.65
2015-12-28,471.35
2015-12-29,476.0
2015-12-30,478.2
2015-12-31,474.0
