Date,GAEL
2015-01-01,47.55
2015-01-02,49.25
2015-01-05,50.95
2015-01-06,47.85
2015-01-07,50.3
2015-01-08,51.2
2015-01-09,51.25
2015-01-12,53.3
2015-01-13,51.7
2015-01-14,51.7
2015-01-15,51.1
2015-01-16,52.0
2015-01-19,51.15
2015-01-20,50.1
2015-01-21,51.1
2015-01-22,51.2
2015-01-23,49.45
2015-01-27,49.45
2015-01-28,48.8
2015-01-29,48.9
2015-01-30,48.25
2015-02-02,46.9
2015-02-03,47.05
2015-02-04,48.55
2015-02-05,47.55
2015-02-06,46.7
2015-02-09,41.75
2015-02-10,41.95
2015-02-11,41.55
2015-02-12,41.6
2015-02-13,41.55
2015-02-16,40.45
2015-02-18,39.85
2015-02-19,41.35
2015-02-20,42.5
2015-02-23,41.85
2015-02-24,41.0
2015-02-25,40.6
2015-02-26,40.9
2015-02-27,40.95
2015-02-28,39.9
2015-03-02,40.2
2015-03-03,39.75
2015-03-04,39.1
2015-03-05,38.35
2015-03-09,38.5
2015-03-10,37.65
2015-03-11,36.45
2015-03-12,37.1
2015-03-13,36.65
2015-03-16,35.7
2015-03-17,36.8
2015-03-18,36.85
2015-03-19,38.05
2015-03-20,38.05
2015-03-23,36.0
2015-03-24,35.45
2015-03-25,35.45
2015-03-26,34.9
2015-03-27,34.4
2015-03-30,35.25
2015-03-31,34.85
2015-04-01,37.95
2015-04-06,39.45
2015-04-07,39.75
2015-04-08,39.9
2015-04-09,41.05
2015-04-10,42.85
2015-04-13,44.5
2015-04-15,46.65
2015-04-16,44.55
2015-04-17,44.0
2015-04-20,43.5
2015-04-21,42.55
2015-04-22,41.65
2015-04-23,42.0
2015-04-24,41.05
2015-04-27,39.35
2015-04-28,39.6
2015-04-29,40.0
2015-04-30,39.85
2015-05-04,39.45
2015-05-05,39.7
2015-05-06,39.3
2015-05-07,38.25
2015-05-08,38.45
2015-05-11,42.75
2015-05-12,41.0
2015-05-13,42.2
2015-05-14,42.0
2015-05-15,41.7
2015-05-18,41.95
2015-05-19,42.9
2015-05-20,41.5
2015-05-21,40.05
2015-05-22,40.35
2015-05-25,38.3
2015-05-26,36.75
2015-05-27,36.45
2015-05-28,36.25
2015-05-29,36.7
2015-06-01,35.7
2015-06-02,35.3
2015-06-03,34.2
2015-06-04,35.75
2015-06-05,35.05
2015-06-08,33.75
2015-06-09,33.95
2015-06-10,34.8
2015-06-11,34.45
2015-06-12,34.15
2015-06-15,34.05
2015-06-16,33.9
2015-06-17,34.15
2015-06-18,34.35
2015-06-19,33.75
2015-06-22,34.25
2015-06-23,34.4
2015-06-24,34.9
2015-06-25,34.05
2015-06-26,33.9
2015-06-29,33.3
2015-06-30,34.55
2015-07-01,35.0
2015-07-02,34.95
2015-07-03,35.4
2015-07-06,35.25
2015-07-07,36.75
2015-07-08,37.15
2015-07-09,37.25
2015-07-10,37.5
2015-07-13,36.35
2015-07-14,35.4
2015-07-15,37.8
2015-07-16,40.25
2015-07-17,44.25
2015-07-20,46.3
2015-07-21,43.75
2015-07-22,45.3
2015-07-23,46.45
2015-07-24,48.3
2015-07-27,47.0
2015-07-28,47.65
2015-07-29,47.15
2015-07-30,47.0
2015-07-31,47.2
2015-08-03,47.75
2015-08-04,51.35
2015-08-05,52.3
2015-08-06,48.9
2015-08-07,50.1
2015-08-10,49.45
2015-08-11,51.35
2015-08-12,49.95
2015-08-13,49.55
2015-08-14,51.4
2015-08-17,50.5
2015-08-18,50.85
2015-08-19,51.3
2015-08-20,53.45
2015-08-21,51.7
2015-08-24,45.3
2015-08-25,44.55
2015-08-26,44.6
2015-08-27,48.3
2015-08-28,46.7
2015-08-31,47.85
2015-09-01,46.65
2015-09-02,47.05
2015-09-03,47.8
2015-09-04,44.9
2015-09-07,42.3
2015-09-08,43.15
2015-09-09,43.95
2015-09-10,44.3
2015-09-11,44.05
2015-09-14,44.35
2015-09-15,44.3
2015-09-16,44.9
2015-09-18,45.05
2015-09-21,48.85
2015-09-22,48.35
2015-09-23,47.45
2015-09-24,47.4
2015-09-28,45.8
2015-09-29,48.5
2015-09-30,50.2
2015-10-01,51.35
2015-10-05,52.15
2015-10-06,48.55
2015-10-07,51.7
2015-10-08,52.25
2015-10-09,52.9
2015-10-12,53.85
2015-10-13,55.45
2015-10-14,57.95
2015-10-15,58.0
2015-10-16,57.15
2015-10-19,56.5
2015-10-20,56.7
2015-10-21,60.55
2015-10-23,60.7
2015-10-26,59.35
2015-10-27,60.0
2015-10-28,59.25
2015-10-29,57.0
2015-10-30,49.6
2015-11-02,48.1
2015-11-03,48.5
2015-11-04,46.0
2015-11-05,43.95
2015-11-06,43.35
2015-11-09,45.1
2015-11-10,45.25
2015-11-11,46.4
2015-11-13,45.95
2015-11-16,49.75
2015-11-17,48.05
2015-11-18,47.15
2015-11-19,46.75
2015-11-20,46.35
2015-11-23,46.2
2015-11-24,46.45
2015-11-26,47.1
2015-11-27,46.7
2015-11-30,46.75
2015-12-01,46.7
2015-12-02,47.55
2015-12-03,46.85
2015-12-04,47.8
2015-12-07,45.95
2015-12-08,44.8
2015-12-09,42.5
2015-12-10,43.85
2015-12-11,45.55
2015-12-14,47.0
2015-12-15,46.45
2015-12-16,45.9
2015-12-17,46.25
2015-12-18,45.8
2015-12-21,46.05
2015-12-22,45.5
2015-12-23,45.1
2015-12-24,45.2
2015-12-28,46.4
2015-12-29,45.8
2015-12-30,46.25
2015-12-31,47.3
