Date,DCMSHRIRAM
2015-01-01,157.4
2015-01-02,154.5
2015-01-05,152.2
2015-01-06,153.05
2015-01-07,150.85
2015-01-08,154.6
2015-01-09,149.6
2015-01-12,148.0
2015-01-13,146.2
2015-01-14,143.15
2015-01-15,140.35
2015-01-16,142.75
2015-01-19,145.6
2015-01-20,147.25
2015-01-21,145.85
2015-01-22,146.8
2015-01-23,142.1
2015-01-27,138.55
2015-01-28,133.95
2015-01-29,138.4
2015-01-30,146.45
2015-02-02,152.05
2015-02-03,143.55
2015-02-04,130.6
2015-02-05,123.05
2015-02-06,114.4
2015-02-09,118.9
2015-02-10,126.05
2015-02-11,125.8
2015-02-12,126.55
2015-02-13,124.25
2015-02-16,126.35
2015-02-18,129.7
2015-02-19,128.5
2015-02-20,127.65
2015-02-23,125.4
2015-02-24,125.5
2015-02-25,124.45
2015-02-26,125.45
2015-02-27,124.35
2015-02-28,123.85
2015-03-02,122.75
2015-03-03,125.25
2015-03-04,126.85
2015-03-05,127.0
2015-03-09,127.3
2015-03-10,124.15
2015-03-11,123.65
2015-03-12,124.05
2015-03-13,123.95
2015-03-16,124.25
2015-03-17,124.1
2015-03-18,124.1
2015-03-19,124.0
2015-03-20,115.95
2015-03-23,112.7
2015-03-24,113.25
2015-03-25,116.7
2015-03-26,111.55
2015-03-27,107.5
2015-03-30,106.5
2015-03-31,107.4
2015-04-01,112.8
2015-04-06,126.6
2015-04-07,124.65
2015-04-08,128.95
2015-04-09,136.4
2015-04-10,135.9
2015-04-13,135.65
2015-04-15,131.3
2015-04-16,126.75
2015-04-17,123.8
2015-04-20,120.65
2015-04-21,122.55
2015-04-22,125.3
2015-04-23,121.0
2015-04-24,117.9
2015-04-27,116.0
2015-04-28,116.05
2015-04-29,116.2
2015-04-30,119.1
2015-05-04,117.0
2015-05-05,113.95
2015-05-06,108.15
2015-05-07,106.8
2015-05-08,105.75
2015-05-11,107.5
2015-05-12,103.55
2015-05-13,104.2
2015-05-14,103.1
2015-05-15,104.5
2015-05-18,111.45
2015-05-19,111.95
2015-05-20,114.05
2015-05-21,117.9
2015-05-22,116.8
2015-05-25,113.8
2015-05-26,112.55
2015-05-27,111.6
2015-05-28,113.2
2015-05-29,113.6
2015-06-01,115.0
2015-06-02,110.15
2015-06-03,108.15
2015-06-04,110.1
2015-06-05,111.3
2015-06-08,110.65
2015-06-09,110.25
2015-06-10,111.55
2015-06-11,109.1
2015-06-12,107.0
2015-06-15,108.9
2015-06-16,107.35
2015-06-17,107.15
2015-06-18,106.25
2015-06-19,104.65
2015-06-22,114.3
2015-06-23,111.75
2015-06-24,115.65
2015-06-25,114.85
2015-06-26,111.9
2015-06-29,108.3
2015-06-30,111.5
2015-07-01,111.55
2015-07-02,110.85
2015-07-03,110.85
2015-07-06,113.05
2015-07-07,115.15
2015-07-08,114.45
2015-07-09,112.1
2015-07-10,113.45
2015-07-13,116.8
2015-07-14,119.35
2015-07-15,125.45
2015-07-16,124.65
2015-07-17,125.15
2015-07-20,124.2
2015-07-21,118.55
2015-07-22,121.25
2015-07-23,121.25
2015-07-24,123.8
2015-07-27,124.45
2015-07-28,125.35
2015-07-29,125.3
2015-07-30,124.85
2015-07-31,124.9
2015-08-03,118.95
2015-08-04,118.35
2015-08-05,120.15
2015-08-06,124.6
2015-08-07,120.6
2015-08-10,121.3
2015-08-11,120.25
2015-08-12,117.0
2015-08-13,118.25
2015-08-14,123.8
2015-08-17,124.1
2015-08-18,123.2
2015-08-19,123.7
2015-08-20,120.25
2015-08-21,118.9
2015-08-24,111.05
2015-08-25,113.2
2015-08-26,116.05
2015-08-27,119.45
2015-08-28,118.45
2015-08-31,118.4
2015-09-01,111.0
2015-09-02,113.25
2015-09-03,115.65
2015-09-04,108.05
2015-09-07,109.05
2015-09-08,108.55
2015-09-09,111.6
2015-09-10,107.9
2015-09-11,108.4
2015-09-14,108.75
2015-09-15,108.15
2015-09-16,106.8
2015-09-18,104.75
2015-09-21,105.55
2015-09-22,106.75
2015-09-23,106.8
2015-09-24,107.2
2015-09-28,108.05
2015-09-29,106.75
2015-09-30,107.2
2015-10-01,105.5
2015-10-05,106.4
2015-10-06,110.95
2015-10-07,114.65
2015-10-08,113.35
2015-10-09,117.65
2015-10-12,115.2
2015-10-13,114.8
2015-10-14,113.75
2015-10-15,116.0
2015-10-16,114.95
2015-10-19,112.95
2015-10-20,114.7
2015-10-21,115.25
2015-10-23,114.0
2015-10-26,113.2
2015-10-27,120.15
2015-10-28,123.55
2015-10-29,130.45
2015-10-30,128.95
2015-11-02,129.85
2015-11-03,134.7
2015-11-04,139.0
2015-11-05,130.8
2015-11-06,131.55
2015-11-09,135.25
2015-11-10,131.9
2015-11-11,133.6
2015-11-13,145.65
2015-11-16,143.25
2015-11-17,147.4
2015-11-18,143.8
2015-11-19,144.6
2015-11-20,141.75
2015-11-23,141.6
2015-11-24,141.45
2015-11-26,137.6
2015-11-27,137.6
2015-11-30,141.7
2015-12-01,142.2
2015-12-02,147.3
2015-12-03,148.05
2015-12-04,144.5
2015-12-07,141.65
2015-12-08,140.9
2015-12-09,134.55
2015-12-10,139.3
2015-12-11,139.35
2015-12-14,137.95
2015-12-15,133.85
2015-12-16,133.85
2015-12-17,134.4
2015-12-18,134.25
2015-12-21,137.8
2015-12-22,134.4
2015-12-23,133.9
2015-12-24,132.8
2015-12-28,132.4
2015-12-29,132.9
2015-12-30,133.25
2015-12-31,139.35
