Date,SUNTECK
2015-01-01,283.0
2015-01-02,284.7
2015-01-05,285.3
2015-01-06,272.65
2015-01-07,267.35
2015-01-08,263.5
2015-01-09,262.6
2015-01-12,256.7
2015-01-13,241.3
2015-01-14,232.0
2015-01-15,236.2
2015-01-16,221.6
2015-01-19,216.2
2015-01-20,214.65
2015-01-21,249.65
2015-01-22,263.45
2015-01-23,261.1
2015-01-27,262.8
2015-01-28,252.6
2015-01-29,252.7
2015-01-30,249.35
2015-02-02,256.45
2015-02-03,260.25
2015-02-04,258.25
2015-02-05,254.6
2015-02-06,252.5
2015-02-09,247.6
2015-02-10,246.2
2015-02-11,245.75
2015-02-12,249.35
2015-02-13,269.1
2015-02-16,280.5
2015-02-18,276.85
2015-02-19,282.7
2015-02-20,292.25
2015-02-23,288.7
2015-02-24,294.2
2015-02-25,290.35
2015-02-26,289.75
2015-02-27,290.25
2015-02-28,284.75
2015-03-02,275.55
2015-03-03,279.8
2015-03-04,278.75
2015-03-05,277.25
2015-03-09,273.3
2015-03-10,274.25
2015-03-11,276.75
2015-03-12,277.9
2015-03-13,277.6
2015-03-16,276.45
2015-03-17,276.85
2015-03-18,276.9
2015-03-19,260.55
2015-03-20,255.65
2015-03-23,251.65
2015-03-24,251.3
2015-03-25,249.15
2015-03-26,249.3
2015-03-27,251.1
2015-03-30,252.55
2015-03-31,249.55
2015-04-01,255.0
2015-04-06,266.5
2015-04-07,274.5
2015-04-08,280.05
2015-04-09,275.7
2015-04-10,282.7
2015-04-13,301.05
2015-04-15,299.55
2015-04-16,293.25
2015-04-17,292.5
2015-04-20,276.4
2015-04-21,267.6
2015-04-22,268.85
2015-04-23,277.05
2015-04-24,269.75
2015-04-27,264.5
2015-04-28,263.25
2015-04-29,262.8
2015-04-30,263.0
2015-05-04,267.3
2015-05-05,267.15
2015-05-06,259.95
2015-05-07,259.1
2015-05-08,261.15
2015-05-11,261.4
2015-05-12,260.9
2015-05-13,265.5
2015-05-14,265.35
2015-05-15,262.25
2015-05-18,262.1
2015-05-19,261.2
2015-05-20,262.5
2015-05-21,263.8
2015-05-22,267.4
2015-05-25,269.7
2015-05-26,261.8
2015-05-27,272.1
2015-05-28,272.2
2015-05-29,272.85
2015-06-01,279.25
2015-06-02,275.85
2015-06-03,270.4
2015-06-04,269.55
2015-06-05,270.4
2015-06-08,270.6
2015-06-09,267.45
2015-06-10,266.55
2015-06-11,264.95
2015-06-12,257.45
2015-06-15,260.6
2015-06-16,259.85
2015-06-17,260.3
2015-06-18,258.55
2015-06-19,258.5
2015-06-22,262.4
2015-06-23,287.6
2015-06-24,282.4
2015-06-25,277.8
2015-06-26,273.95
2015-06-29,269.2
2015-06-30,265.0
2015-07-01,273.05
2015-07-02,278.3
2015-07-03,277.9
2015-07-06,278.25
2015-07-07,276.35
2015-07-08,279.85
2015-07-09,282.95
2015-07-10,295.25
2015-07-13,292.7
2015-07-14,299.8
2015-07-15,300.5
2015-07-16,304.5
2015-07-17,307.55
2015-07-20,301.15
2015-07-21,295.4
2015-07-22,295.85
2015-07-23,298.8
2015-07-24,296.25
2015-07-27,284.35
2015-07-28,261.3
2015-07-29,265.1
2015-07-30,267.95
2015-07-31,271.75
2015-08-03,272.4
2015-08-04,258.95
2015-08-05,257.55
2015-08-06,249.75
2015-08-07,240.4
2015-08-10,237.15
2015-08-11,235.9
2015-08-12,234.9
2015-08-13,220.55
2015-08-14,222.3
2015-08-17,222.6
2015-08-18,225.0
2015-08-19,247.8
2015-08-20,231.55
2015-08-21,237.85
2015-08-24,224.95
2015-08-25,225.05
2015-08-26,224.4
2015-08-27,226.6
2015-08-28,232.2
2015-08-31,228.35
2015-09-01,219.25
2015-09-02,209.55
2015-09-03,220.15
2015-09-04,219.95
2015-09-07,214.9
2015-09-08,218.0
2015-09-09,220.25
2015-09-10,218.85
2015-09-11,218.75
2015-09-14,220.15
2015-09-15,222.35
2015-09-16,223.25
2015-09-18,218.65
2015-09-21,217.65
2015-09-22,217.95
2015-09-23,215.5
2015-09-24,217.65
2015-09-28,217.8
2015-09-29,218.05
2015-09-30,221.6
2015-10-01,224.75
2015-10-05,218.65
2015-10-06,213.8
2015-10-07,209.7
2015-10-08,210.15
2015-10-09,207.2
2015-10-12,213.5
2015-10-13,213.75
2015-10-14,214.3
2015-10-15,218.95
2015-10-16,220.3
2015-10-19,222.5
2015-10-20,225.1
2015-10-21,226.0
2015-10-23,226.05
2015-10-26,225.5
2015-10-27,227.5
2015-10-28,227.25
2015-10-29,228.1
2015-10-30,224.0
2015-11-02,225.15
2015-11-03,223.65
2015-11-04,225.7
2015-11-05,223.8
2015-11-06,223.75
2015-11-09,227.9
2015-11-10,214.9
2015-11-11,218.85
2015-11-13,218.4
2015-11-16,216.9
2015-11-17,217.45
2015-11-18,217.6
2015-11-19,216.15
2015-11-20,216.65
2015-11-23,221.0
2015-11-24,236.3
2015-11-26,230.45
2015-11-27,234.95
2015-11-30,238.3
2015-12-01,238.6
2015-12-02,238.95
2015-12-03,230.35
2015-12-04,231.7
2015-12-07,237.85
2015-12-08,233.7
2015-12-09,229.9
2015-12-10,229.95
2015-12-11,225.3
2015-12-14,226.05
2015-12-15,228.95
2015-12-16,229.5
2015-12-17,234.95
2015-12-18,236.65
2015-12-21,236.5
2015-12-22,239.2
2015-12-23,251.0
2015-12-24,254.05
2015-12-28,246.35
2015-12-29,243.45
2015-12-30,241.25
2015-12-31,233.95
