Date,EMKAY
2015-01-01,52.25
2015-01-02,51.85
2015-01-05,52.45
2015-01-06,51.3
2015-01-07,51.0
2015-01-08,52.3
2015-01-09,53.65
2015-01-12,53.7
2015-01-13,52.0
2015-01-14,53.25
2015-01-15,50.75
2015-01-16,51.95
2015-01-19,53.1
2015-01-20,54.75
2015-01-21,54.95
2015-01-22,56.45
2015-01-23,55.3
2015-01-27,56.25
2015-01-28,54.85
2015-01-29,64.0
2015-01-30,62.15
2015-02-02,61.9
2015-02-03,60.0
2015-02-04,55.4
2015-02-05,57.9
2015-02-06,56.3
2015-02-09,56.1
2015-02-10,56.25
2015-02-11,58.1
2015-02-12,56.4
2015-02-13,56.45
2015-02-16,60.0
2015-02-18,58.8
2015-02-19,57.9
2015-02-20,57.6
2015-02-23,57.55
2015-02-24,58.8
2015-02-25,56.7
2015-02-26,55.95
2015-02-27,57.35
2015-02-28,56.55
2015-03-02,55.55
2015-03-03,55.8
2015-03-04,55.45
2015-03-05,55.05
2015-03-09,54.25
2015-03-10,54.95
2015-03-11,53.1
2015-03-12,53.0
2015-03-13,53.7
2015-03-16,53.0
2015-03-17,52.8
2015-03-18,52.0
2015-03-19,53.05
2015-03-20,53.0
2015-03-23,51.1
2015-03-24,50.45
2015-03-25,50.45
2015-03-26,56.1
2015-03-27,55.1
2015-03-30,57.95
2015-03-31,57.95
2015-04-01,60.55
2015-04-06,61.75
2015-04-07,60.95
2015-04-08,61.45
2015-04-09,63.2
2015-04-10,60.65
2015-04-13,60.2
2015-04-15,58.0
2015-04-16,57.5
2015-04-17,55.75
2015-04-20,54.3
2015-04-21,57.9
2015-04-22,54.7
2015-04-23,55.55
2015-04-24,58.45
2015-04-27,56.45
2015-04-28,57.45
2015-04-29,55.15
2015-04-30,58.2
2015-05-04,58.95
2015-05-05,57.0
2015-05-06,55.75
2015-05-08,57.9
2015-05-11,58.0
2015-05-12,56.35
2015-05-13,57.0
2015-05-14,56.65
2015-05-15,56.8
2015-05-18,56.1
2015-05-19,56.95
2015-05-20,55.05
2015-05-21,55.8
2015-05-22,53.65
2015-05-25,57.15
2015-05-26,56.45
2015-05-27,60.45
2015-05-28,61.5
2015-05-29,58.65
2015-06-01,60.0
2015-06-02,62.1
2015-06-03,60.4
2015-06-04,59.25
2015-06-05,59.65
2015-06-08,61.0
2015-06-09,62.3
2015-06-10,64.0
2015-06-11,62.95
2015-06-12,63.8
2015-06-15,64.8
2015-06-16,65.75
2015-06-17,62.1
2015-06-18,63.6
2015-06-19,62.7
2015-06-22,60.05
2015-06-23,60.0
2015-06-24,59.2
2015-06-25,58.1
2015-06-26,58.5
2015-06-29,59.6
2015-06-30,60.0
2015-07-01,58.5
2015-07-02,60.75
2015-07-03,59.0
2015-07-06,61.8
2015-07-07,61.0
2015-07-08,60.0
2015-07-09,58.8
2015-07-10,59.7
2015-07-13,59.0
2015-07-14,58.9
2015-07-16,59.3
2015-07-17,60.0
2015-07-21,61.9
2015-07-22,57.85
2015-07-23,57.8
2015-07-24,56.4
2015-07-27,56.1
2015-07-28,56.45
2015-07-29,58.1
2015-07-30,61.8
2015-07-31,61.0
2015-08-03,65.9
2015-08-04,66.25
2015-08-05,61.3
2015-08-06,60.65
2015-08-07,60.0
2015-08-10,60.1
2015-08-11,62.55
2015-08-12,64.0
2015-08-13,62.6
2015-08-14,63.3
2015-08-17,65.0
2015-08-18,63.05
2015-08-19,65.75
2015-08-20,63.05
2015-08-21,61.2
2015-08-24,59.6
2015-08-25,59.8
2015-08-26,56.2
2015-08-27,58.05
2015-08-28,57.35
2015-08-31,56.15
2015-09-01,56.25
2015-09-02,56.65
2015-09-03,55.05
2015-09-04,52.5
2015-09-07,55.0
2015-09-08,55.0
2015-09-09,54.0
2015-09-10,53.25
2015-09-11,55.0
2015-09-14,55.0
2015-09-15,52.8
2015-09-16,52.0
2015-09-18,51.5
2015-09-22,50.7
2015-09-23,55.05
2015-09-24,57.75
2015-09-28,53.15
2015-09-29,52.0
2015-09-30,54.85
2015-10-01,53.7
2015-10-05,54.05
2015-10-06,55.85
2015-10-07,58.25
2015-10-08,59.5
2015-10-09,62.0
2015-10-12,62.5
2015-10-13,58.6
2015-10-16,56.6
2015-10-19,56.25
2015-10-20,54.7
2015-10-21,59.5
2015-10-23,59.5
2015-10-26,57.25
2015-10-27,68.7
2015-10-28,67.1
2015-10-29,70.2
2015-10-30,66.95
2015-11-02,66.25
2015-11-03,69.3
2015-11-04,69.0
2015-11-05,65.85
2015-11-06,66.3
2015-11-09,70.6
2015-11-10,69.3
2015-11-11,71.1
2015-11-13,71.05
2015-11-16,72.45
2015-11-17,72.0
2015-11-18,72.1
2015-11-19,72.0
2015-11-20,71.85
2015-11-23,73.1
2015-11-24,83.6
2015-11-26,83.25
2015-11-27,80.2
2015-11-30,81.3
2015-12-01,81.7
2015-12-02,79.85
2015-12-03,77.75
2015-12-04,77.5
2015-12-07,78.8
2015-12-08,77.6
2015-12-09,72.4
2015-12-10,73.4
2015-12-11,71.6
2015-12-14,70.55
2015-12-15,73.75
2015-12-16,74.65
2015-12-17,81.3
2015-12-18,80.65
2015-12-21,80.15
2015-12-22,78.7
2015-12-23,79.25
2015-12-24,79.9
2015-12-28,81.55
2015-12-29,79.9
2015-12-30,81.4
2015-12-31,79.65
