Date,DREDGECORP
2015-01-01,430.0
2015-01-02,427.4
2015-01-05,422.25
2015-01-06,406.3
2015-01-07,406.35
2015-01-08,411.05
2015-01-09,409.45
2015-01-12,415.1
2015-01-13,416.55
2015-01-14,410.7
2015-01-15,413.15
2015-01-16,409.5
2015-01-19,412.05
2015-01-20,413.0
2015-01-21,409.15
2015-01-22,408.4
2015-01-23,401.2
2015-01-27,406.4
2015-01-28,401.8
2015-01-29,397.7
2015-01-30,392.2
2015-02-02,393.35
2015-02-03,393.4
2015-02-04,395.8
2015-02-05,387.9
2015-02-06,380.5
2015-02-09,371.0
2015-02-10,369.7
2015-02-11,374.2
2015-02-12,373.25
2015-02-13,372.9
2015-02-16,372.3
2015-02-18,370.6
2015-02-19,400.6
2015-02-20,421.65
2015-02-23,443.45
2015-02-24,430.75
2015-02-25,423.15
2015-02-26,418.5
2015-02-27,432.95
2015-02-28,416.4
2015-03-02,416.35
2015-03-03,448.05
2015-03-04,446.4
2015-03-05,459.65
2015-03-09,453.5
2015-03-10,443.65
2015-03-11,429.55
2015-03-12,440.6
2015-03-13,416.8
2015-03-16,410.25
2015-03-17,412.4
2015-03-18,412.2
2015-03-19,409.8
2015-03-20,385.2
2015-03-23,386.55
2015-03-24,383.45
2015-03-25,377.3
2015-03-26,368.35
2015-03-27,350.1
2015-03-30,366.1
2015-03-31,373.35
2015-04-01,393.4
2015-04-06,393.75
2015-04-07,394.2
2015-04-08,389.35
2015-04-09,395.1
2015-04-10,406.4
2015-04-13,401.7
2015-04-15,394.7
2015-04-16,387.3
2015-04-17,382.5
2015-04-20,377.25
2015-04-21,375.2
2015-04-22,383.5
2015-04-23,379.5
2015-04-24,370.85
2015-04-27,356.9
2015-04-28,361.8
2015-04-29,362.6
2015-04-30,359.85
2015-05-04,372.3
2015-05-05,373.9
2015-05-06,361.3
2015-05-07,347.05
2015-05-08,346.15
2015-05-11,359.8
2015-05-12,348.75
2015-05-13,384.4
2015-05-14,378.75
2015-05-15,382.35
2015-05-18,375.75
2015-05-19,378.05
2015-05-20,384.55
2015-05-21,386.65
2015-05-22,373.55
2015-05-25,374.0
2015-05-26,375.45
2015-05-27,383.0
2015-05-28,380.35
2015-05-29,380.7
2015-06-01,378.35
2015-06-02,368.15
2015-06-03,352.7
2015-06-04,355.05
2015-06-05,360.05
2015-06-08,351.1
2015-06-09,347.35
2015-06-10,350.7
2015-06-11,346.75
2015-06-12,344.1
2015-06-15,346.15
2015-06-16,346.75
2015-06-17,357.8
2015-06-18,363.2
2015-06-19,362.35
2015-06-22,367.85
2015-06-23,364.7
2015-06-24,360.75
2015-06-25,372.05
2015-06-26,362.95
2015-06-29,352.9
2015-06-30,357.9
2015-07-01,361.65
2015-07-02,393.1
2015-07-03,408.4
2015-07-06,414.4
2015-07-07,406.45
2015-07-08,398.35
2015-07-09,400.55
2015-07-10,388.35
2015-07-13,393.35
2015-07-14,403.1
2015-07-15,404.05
2015-07-16,418.05
2015-07-17,411.25
2015-07-20,418.8
2015-07-21,410.75
2015-07-22,410.3
2015-07-23,407.85
2015-07-24,415.6
2015-07-27,406.3
2015-07-28,400.95
2015-07-29,404.1
2015-07-30,404.05
2015-07-31,443.0
2015-08-03,450.1
2015-08-04,457.1
2015-08-05,467.8
2015-08-06,452.3
2015-08-07,460.7
2015-08-10,471.0
2015-08-11,448.6
2015-08-12,419.65
2015-08-13,413.15
2015-08-14,407.8
2015-08-17,394.6
2015-08-18,405.0
2015-08-19,406.05
2015-08-20,387.65
2015-08-21,380.15
2015-08-24,344.05
2015-08-25,333.6
2015-08-26,337.9
2015-08-27,346.3
2015-08-28,342.9
2015-08-31,346.8
2015-09-01,338.8
2015-09-02,336.35
2015-09-03,340.15
2015-09-04,328.7
2015-09-07,320.55
2015-09-08,324.2
2015-09-09,329.35
2015-09-10,326.0
2015-09-11,327.3
2015-09-14,331.3
2015-09-15,331.05
2015-09-16,334.5
2015-09-18,339.05
2015-09-21,344.1
2015-09-22,333.95
2015-09-23,338.2
2015-09-24,337.0
2015-09-28,335.8
2015-09-29,330.8
2015-09-30,333.65
2015-10-01,332.75
2015-10-05,339.0
2015-10-06,356.9
2015-10-07,370.05
2015-10-08,367.7
2015-10-09,365.6
2015-10-12,370.75
2015-10-13,367.55
2015-10-14,360.85
2015-10-15,366.15
2015-10-16,361.6
2015-10-19,363.65
2015-10-20,361.65
2015-10-21,361.45
2015-10-23,358.65
2015-10-26,356.4
2015-10-27,355.45
2015-10-28,357.6
2015-10-29,358.15
2015-10-30,350.3
2015-11-02,351.25
2015-11-03,348.8
2015-11-04,349.35
2015-11-05,344.15
2015-11-06,338.9
2015-11-09,336.95
2015-11-10,351.85
2015-11-11,357.6
2015-11-13,349.2
2015-11-16,356.25
2015-11-17,359.55
2015-11-18,350.2
2015-11-19,367.0
2015-11-20,362.05
2015-11-23,361.45
2015-11-24,360.65
2015-11-26,361.55
2015-11-27,373.2
2015-11-30,376.6
2015-12-01,381.5
2015-12-02,379.9
2015-12-03,374.85
2015-12-04,365.55
2015-12-07,363.1
2015-12-08,360.0
2015-12-09,350.2
2015-12-10,357.0
2015-12-11,354.0
2015-12-14,354.45
2015-12-15,351.05
2015-12-16,363.45
2015-12-17,366.0
2015-12-18,365.1
2015-12-21,369.45
2015-12-22,372.45
2015-12-23,375.7
2015-12-24,378.45
2015-12-28,382.0
2015-12-29,383.75
2015-12-30,379.25
2015-12-31,381.3
