Date,ADVANIHOTR
2015-01-01,58.1
2015-01-02,58.0
2015-01-05,59.0
2015-01-06,55.05
2015-01-07,53.05
2015-01-08,57.95
2015-01-09,54.8
2015-01-12,59.0
2015-01-13,57.65
2015-01-14,55.7
2015-01-15,57.6
2015-01-16,56.4
2015-01-19,56.15
2015-01-20,55.3
2015-01-21,52.6
2015-01-22,51.75
2015-01-23,48.9
2015-01-27,49.0
2015-01-28,58.8
2015-01-29,64.75
2015-01-30,61.45
2015-02-02,58.65
2015-02-03,55.3
2015-02-04,53.85
2015-02-05,56.3
2015-02-06,55.1
2015-02-09,51.3
2015-02-10,50.5
2015-02-11,52.9
2015-02-12,51.3
2015-02-13,52.8
2015-02-16,56.05
2015-02-18,54.9
2015-02-19,53.2
2015-02-20,52.15
2015-02-23,51.6
2015-02-24,50.8
2015-02-25,54.1
2015-02-26,52.1
2015-02-27,53.5
2015-02-28,51.0
2015-03-02,51.15
2015-03-03,51.2
2015-03-04,51.25
2015-03-05,53.3
2015-03-09,50.5
2015-03-10,52.4
2015-03-11,51.8
2015-03-12,50.05
2015-03-13,49.0
2015-03-16,47.5
2015-03-18,49.0
2015-03-19,48.5
2015-03-20,45.3
2015-03-23,41.75
2015-03-24,41.25
2015-03-25,42.7
2015-03-26,42.0
2015-03-27,42.75
2015-03-30,45.55
2015-03-31,42.0
2015-04-01,43.0
2015-04-06,46.0
2015-04-07,44.5
2015-04-08,48.85
2015-04-09,46.35
2015-04-10,47.0
2015-04-13,46.5
2015-04-15,47.1
2015-04-16,45.3
2015-04-17,46.7
2015-04-20,49.0
2015-04-21,50.2
2015-04-22,48.75
2015-04-23,48.4
2015-04-24,46.25
2015-04-27,46.8
2015-04-28,44.9
2015-04-29,44.65
2015-04-30,45.0
2015-05-04,43.45
2015-05-05,42.55
2015-05-06,41.45
2015-05-07,41.5
2015-05-08,41.5
2015-05-12,42.0
2015-05-13,41.25
2015-05-14,40.3
2015-05-15,42.7
2015-05-18,42.9
2015-05-19,45.3
2015-05-20,44.55
2015-05-21,42.25
2015-05-22,47.4
2015-05-25,46.0
2015-05-26,47.2
2015-05-27,46.65
2015-05-28,47.0
2015-05-29,46.05
2015-06-01,47.9
2015-06-02,46.7
2015-06-03,46.25
2015-06-04,45.4
2015-06-05,45.5
2015-06-08,42.3
2015-06-09,42.65
2015-06-10,51.15
2015-06-11,57.5
2015-06-12,58.55
2015-06-15,58.5
2015-06-16,54.95
2015-06-17,52.5
2015-06-18,53.0
2015-06-19,49.2
2015-06-22,48.55
2015-06-23,48.1
2015-06-24,48.05
2015-06-25,56.7
2015-06-26,58.85
2015-06-29,57.85
2015-06-30,55.95
2015-07-01,55.0
2015-07-02,55.2
2015-07-03,55.1
2015-07-06,55.0
2015-07-07,55.5
2015-07-08,54.0
2015-07-09,55.0
2015-07-10,55.0
2015-07-13,54.0
2015-07-15,55.0
2015-07-16,54.85
2015-07-17,53.85
2015-07-20,59.5
2015-07-21,61.15
2015-07-22,60.45
2015-07-23,57.8
2015-07-24,56.0
2015-07-27,54.05
2015-07-28,54.0
2015-07-29,53.5
2015-07-30,52.45
2015-07-31,52.7
2015-08-03,53.9
2015-08-04,52.45
2015-08-05,52.7
2015-08-06,53.05
2015-08-07,52.7
2015-08-10,51.65
2015-08-11,52.0
2015-08-12,54.2
2015-08-13,51.25
2015-08-14,55.2
2015-08-17,51.2
2015-08-18,51.1
2015-08-19,51.0
2015-08-20,53.45
2015-08-21,55.0
2015-08-24,49.0
2015-08-25,48.0
2015-08-26,48.0
2015-08-27,48.75
2015-08-28,50.65
2015-08-31,49.7
2015-09-01,47.05
2015-09-02,46.2
2015-09-03,48.6
2015-09-04,46.8
2015-09-07,46.0
2015-09-08,44.0
2015-09-09,45.0
2015-09-10,44.05
2015-09-11,45.3
2015-09-14,45.05
2015-09-15,46.5
2015-09-16,46.0
2015-09-18,47.0
2015-09-21,45.7
2015-09-22,47.9
2015-09-23,48.3
2015-09-24,46.95
2015-09-28,45.0
2015-09-29,45.0
2015-09-30,45.05
2015-10-01,47.0
2015-10-05,46.9
2015-10-06,47.9
2015-10-08,49.95
2015-10-09,47.55
2015-10-12,49.3
2015-10-13,50.0
2015-10-14,49.5
2015-10-15,49.95
2015-10-16,49.9
2015-10-19,49.8
2015-10-20,48.05
2015-10-21,48.5
2015-10-23,48.8
2015-10-26,48.0
2015-10-27,46.0
2015-10-28,46.3
2015-10-29,47.0
2015-10-30,47.7
2015-11-02,48.0
2015-11-03,47.95
2015-11-04,46.0
2015-11-06,45.4
2015-11-09,49.8
2015-11-10,45.2
2015-11-13,45.1
2015-11-16,44.15
2015-11-17,48.0
2015-11-18,53.5
2015-11-19,54.7
2015-11-20,51.05
2015-11-23,51.6
2015-11-24,53.0
2015-11-26,53.0
2015-11-27,52.75
2015-11-30,52.2
2015-12-01,52.9
2015-12-02,56.3
2015-12-03,55.65
2015-12-04,54.1
2015-12-07,53.8
2015-12-08,52.55
2015-12-09,52.85
2015-12-10,51.4
2015-12-11,48.7
2015-12-14,47.4
2015-12-15,48.3
2015-12-16,49.0
2015-12-17,50.75
2015-12-18,49.8
2015-12-21,50.0
2015-12-22,49.2
2015-12-23,50.25
2015-12-24,52.5
2015-12-28,51.5
2015-12-29,51.0
2015-12-30,50.55
2015-12-31,54.95
