Date,PATINTLOG
2015-01-01,151.65
2015-01-02,151.2
2015-01-05,145.8
2015-01-06,136.4
2015-01-07,135.05
2015-01-08,141.15
2015-01-09,137.8
2015-01-12,141.05
2015-01-13,139.85
2015-01-14,141.35
2015-01-15,139.25
2015-01-16,137.45
2015-01-19,136.0
2015-01-20,147.3
2015-01-21,144.65
2015-01-22,140.7
2015-01-23,137.05
2015-01-27,137.25
2015-01-28,135.1
2015-01-29,132.9
2015-01-30,131.25
2015-02-02,129.55
2015-02-03,129.75
2015-02-04,129.5
2015-02-05,126.05
2015-02-06,120.9
2015-02-09,116.95
2015-02-10,122.65
2015-02-11,129.4
2015-02-12,129.85
2015-02-13,136.05
2015-02-16,131.5
2015-02-18,127.15
2015-02-19,124.15
2015-02-20,136.05
2015-02-23,128.5
2015-02-24,124.8
2015-02-25,126.1
2015-02-26,123.25
2015-02-27,127.8
2015-02-28,124.95
2015-03-02,124.1
2015-03-03,125.15
2015-03-04,126.4
2015-03-05,134.65
2015-03-09,133.0
2015-03-10,136.05
2015-03-11,133.2
2015-03-12,131.8
2015-03-13,127.5
2015-03-16,126.2
2015-03-17,124.0
2015-03-18,126.1
2015-03-19,124.05
2015-03-20,118.85
2015-03-23,113.75
2015-03-24,111.25
2015-03-25,106.5
2015-03-26,101.75
2015-03-27,100.2
2015-03-30,108.7
2015-03-31,120.45
2015-04-01,124.85
2015-04-06,127.8
2015-04-07,128.05
2015-04-08,131.0
2015-04-09,129.75
2015-04-10,135.0
2015-04-13,134.6
2015-04-15,130.25
2015-04-16,125.3
2015-04-17,118.55
2015-04-20,116.85
2015-04-21,120.0
2015-04-22,121.55
2015-04-23,119.8
2015-04-24,109.55
2015-04-27,103.95
2015-04-28,108.15
2015-04-29,112.3
2015-04-30,109.8
2015-05-04,108.75
2015-05-05,110.75
2015-05-06,109.1
2015-05-07,107.1
2015-05-08,108.15
2015-05-11,109.25
2015-05-12,102.15
2015-05-13,102.6
2015-05-14,102.9
2015-05-15,104.1
2015-05-18,111.5
2015-05-19,111.45
2015-05-20,108.95
2015-05-21,107.95
2015-05-22,107.5
2015-05-25,108.1
2015-05-26,106.95
2015-05-27,105.85
2015-05-28,107.3
2015-05-29,103.05
2015-06-01,99.25
2015-06-02,95.8
2015-06-03,92.8
2015-06-04,93.15
2015-06-05,98.8
2015-06-08,93.3
2015-06-09,92.45
2015-06-10,93.35
2015-06-11,90.15
2015-06-12,90.45
2015-06-15,91.6
2015-06-16,89.9
2015-06-17,90.85
2015-06-18,89.35
2015-06-19,85.5
2015-06-22,81.3
2015-06-23,86.05
2015-06-24,84.5
2015-06-25,83.85
2015-06-26,87.95
2015-06-29,83.55
2015-06-30,83.4
2015-07-01,85.25
2015-07-02,89.05
2015-07-03,89.15
2015-07-06,88.75
2015-07-07,99.35
2015-07-08,100.0
2015-07-09,100.1
2015-07-10,99.85
2015-07-13,98.65
2015-07-14,105.0
2015-07-15,101.7
2015-07-16,101.95
2015-07-17,101.45
2015-07-20,111.1
2015-07-21,103.35
2015-07-22,106.2
2015-07-23,107.45
2015-07-24,104.25
2015-07-27,98.8
2015-07-28,97.6
2015-07-29,100.15
2015-07-30,103.55
2015-07-31,101.25
2015-08-03,100.1
2015-08-04,101.75
2015-08-05,100.3
2015-08-06,98.1
2015-08-07,98.25
2015-08-10,97.45
2015-08-11,99.95
2015-08-12,96.1
2015-08-13,90.45
2015-08-14,90.95
2015-08-17,92.15
2015-08-18,92.85
2015-08-19,92.8
2015-08-20,89.7
2015-08-21,86.25
2015-08-24,73.15
2015-08-25,72.45
2015-08-26,76.45
2015-08-27,82.0
2015-08-28,91.2
2015-08-31,90.9
2015-09-01,83.55
2015-09-02,85.35
2015-09-03,85.5
2015-09-04,78.85
2015-09-07,74.8
2015-09-08,80.8
2015-09-09,81.2
2015-09-10,79.5
2015-09-11,83.85
2015-09-14,84.7
2015-09-15,82.3
2015-09-16,82.8
2015-09-18,83.9
2015-09-21,83.9
2015-09-22,84.15
2015-09-23,83.4
2015-09-24,82.6
2015-09-28,81.0
2015-09-29,79.9
2015-09-30,81.3
2015-10-01,81.7
2015-10-05,82.8
2015-10-06,82.55
2015-10-07,90.7
2015-10-08,86.65
2015-10-09,92.25
2015-10-12,89.15
2015-10-13,90.65
2015-10-14,89.75
2015-10-15,95.4
2015-10-16,94.85
2015-10-19,93.95
2015-10-20,91.7
2015-10-21,90.6
2015-10-23,90.25
2015-10-26,87.25
2015-10-27,86.55
2015-10-28,91.3
2015-10-29,92.15
2015-10-30,91.35
2015-11-02,87.5
2015-11-03,87.65
2015-11-04,89.4
2015-11-05,87.5
2015-11-06,87.1
2015-11-09,87.65
2015-11-10,89.7
2015-11-11,90.8
2015-11-13,90.3
2015-11-16,96.15
2015-11-17,95.2
2015-11-18,101.7
2015-11-19,120.05
2015-11-20,116.95
2015-11-23,120.75
2015-11-24,122.85
2015-11-26,132.95
2015-11-27,138.25
2015-11-30,132.3
2015-12-01,137.0
2015-12-02,135.55
2015-12-03,137.5
2015-12-04,139.4
2015-12-07,138.4
2015-12-08,134.0
2015-12-09,112.1
2015-12-10,116.9
2015-12-11,124.85
2015-12-14,125.1
2015-12-15,120.85
2015-12-16,121.15
2015-12-17,119.2
2015-12-18,120.75
2015-12-21,117.45
2015-12-22,115.95
2015-12-23,114.95
2015-12-24,119.65
2015-12-28,116.45
2015-12-29,119.15
2015-12-30,116.45
2015-12-31,115.3
