Date,HIL
2015-01-01,649.1
2015-01-02,657.4
2015-01-05,676.35
2015-01-06,649.7
2015-01-07,654.1
2015-01-08,666.5
2015-01-09,666.65
2015-01-12,723.25
2015-01-13,703.1
2015-01-14,683.25
2015-01-15,699.2
2015-01-16,702.1
2015-01-19,686.55
2015-01-20,673.6
2015-01-21,661.45
2015-01-22,660.9
2015-01-23,647.1
2015-01-27,662.45
2015-01-28,654.55
2015-01-29,642.55
2015-01-30,644.15
2015-02-02,637.3
2015-02-03,640.15
2015-02-04,636.05
2015-02-05,632.75
2015-02-06,630.7
2015-02-09,637.0
2015-02-10,637.35
2015-02-11,638.6
2015-02-12,644.6
2015-02-13,669.25
2015-02-16,659.8
2015-02-18,670.95
2015-02-19,665.35
2015-02-20,655.75
2015-02-23,635.9
2015-02-24,640.55
2015-02-25,636.25
2015-02-26,638.0
2015-02-27,641.7
2015-02-28,652.4
2015-03-02,653.05
2015-03-03,654.05
2015-03-04,641.9
2015-03-05,640.2
2015-03-09,630.05
2015-03-10,641.15
2015-03-11,631.75
2015-03-12,633.35
2015-03-13,630.0
2015-03-16,628.9
2015-03-17,629.5
2015-03-18,629.7
2015-03-19,620.65
2015-03-20,616.55
2015-03-23,608.9
2015-03-24,616.05
2015-03-25,610.8
2015-03-26,603.95
2015-03-27,610.9
2015-03-30,623.3
2015-03-31,610.85
2015-04-01,624.1
2015-04-06,625.85
2015-04-07,631.85
2015-04-08,627.2
2015-04-09,627.2
2015-04-10,667.45
2015-04-13,662.4
2015-04-15,655.85
2015-04-16,641.0
2015-04-17,638.5
2015-04-20,634.9
2015-04-21,643.45
2015-04-22,643.8
2015-04-23,697.0
2015-04-24,685.35
2015-04-27,663.6
2015-04-28,657.45
2015-04-29,648.9
2015-04-30,641.0
2015-05-04,650.05
2015-05-05,639.15
2015-05-06,621.15
2015-05-07,607.55
2015-05-08,612.85
2015-05-11,623.5
2015-05-12,616.3
2015-05-13,612.7
2015-05-14,615.9
2015-05-15,636.75
2015-05-18,652.05
2015-05-19,646.05
2015-05-20,643.15
2015-05-21,635.5
2015-05-22,633.5
2015-05-25,628.55
2015-05-26,623.7
2015-05-27,617.95
2015-05-28,619.25
2015-05-29,622.1
2015-06-01,628.4
2015-06-02,620.9
2015-06-03,618.05
2015-06-04,598.6
2015-06-05,598.2
2015-06-08,588.6
2015-06-09,585.75
2015-06-10,602.05
2015-06-11,587.15
2015-06-12,585.45
2015-06-15,587.35
2015-06-16,591.5
2015-06-17,604.95
2015-06-18,602.3
2015-06-19,606.7
2015-06-22,614.75
2015-06-23,622.85
2015-06-24,623.55
2015-06-25,620.45
2015-06-26,601.1
2015-06-29,601.75
2015-06-30,615.8
2015-07-01,621.25
2015-07-02,637.75
2015-07-03,655.05
2015-07-06,682.35
2015-07-07,683.9
2015-07-08,675.2
2015-07-09,704.3
2015-07-10,705.1
2015-07-13,759.65
2015-07-14,738.8
2015-07-15,762.65
2015-07-16,731.1
2015-07-17,730.65
2015-07-20,729.2
2015-07-21,711.6
2015-07-22,706.7
2015-07-23,711.15
2015-07-24,732.9
2015-07-27,736.75
2015-07-28,754.9
2015-07-29,754.85
2015-07-30,790.85
2015-07-31,780.5
2015-08-03,776.85
2015-08-04,770.5
2015-08-05,776.5
2015-08-06,784.75
2015-08-07,784.45
2015-08-10,828.55
2015-08-11,808.0
2015-08-12,785.7
2015-08-13,775.4
2015-08-14,787.1
2015-08-17,779.9
2015-08-18,778.25
2015-08-19,781.0
2015-08-20,756.8
2015-08-21,749.15
2015-08-24,671.0
2015-08-25,668.5
2015-08-26,657.4
2015-08-27,670.2
2015-08-28,688.1
2015-08-31,678.95
2015-09-01,674.9
2015-09-02,667.7
2015-09-03,673.0
2015-09-04,661.35
2015-09-07,637.7
2015-09-08,646.8
2015-09-09,657.6
2015-09-10,653.75
2015-09-11,666.6
2015-09-14,683.6
2015-09-15,666.85
2015-09-16,663.55
2015-09-18,674.75
2015-09-21,674.4
2015-09-22,670.9
2015-09-23,669.25
2015-09-24,676.6
2015-09-28,670.85
2015-09-29,659.85
2015-09-30,686.55
2015-10-01,678.55
2015-10-05,681.85
2015-10-06,680.05
2015-10-07,694.35
2015-10-08,688.95
2015-10-09,677.75
2015-10-12,706.0
2015-10-13,700.55
2015-10-14,711.95
2015-10-15,711.0
2015-10-16,747.2
2015-10-19,757.15
2015-10-20,750.8
2015-10-21,714.25
2015-10-23,707.75
2015-10-26,603.0
2015-10-27,608.25
2015-10-28,599.8
2015-10-29,606.8
2015-10-30,588.7
2015-11-02,583.65
2015-11-03,594.25
2015-11-04,593.35
2015-11-05,587.45
2015-11-06,581.75
2015-11-09,598.8
2015-11-10,591.25
2015-11-11,601.45
2015-11-13,588.45
2015-11-16,583.85
2015-11-17,587.55
2015-11-18,587.2
2015-11-19,600.0
2015-11-20,595.65
2015-11-23,598.05
2015-11-24,630.8
2015-11-26,629.6
2015-11-27,624.15
2015-11-30,614.55
2015-12-01,618.5
2015-12-02,624.6
2015-12-03,621.65
2015-12-04,619.1
2015-12-07,620.9
2015-12-08,613.75
2015-12-09,613.0
2015-12-10,608.65
2015-12-11,608.45
2015-12-14,609.1
2015-12-15,607.35
2015-12-16,604.15
2015-12-17,613.85
2015-12-18,607.05
2015-12-21,627.2
2015-12-22,629.1
2015-12-23,622.75
2015-12-24,621.9
2015-12-28,623.4
2015-12-29,623.9
2015-12-30,613.0
2015-12-31,614.65
