Date,NELCAST
2015-01-01,36.35
2015-01-02,36.0
2015-01-05,36.05
2015-01-06,34.25
2015-01-07,34.0
2015-01-08,34.5
2015-01-09,37.4
2015-01-12,40.3
2015-01-13,42.3
2015-01-14,41.5
2015-01-15,40.65
2015-01-16,40.45
2015-01-19,41.95
2015-01-20,41.85
2015-01-21,40.95
2015-01-22,38.7
2015-01-23,39.35
2015-01-27,40.5
2015-01-28,45.05
2015-01-29,46.3
2015-01-30,43.75
2015-02-02,43.9
2015-02-03,43.85
2015-02-04,43.75
2015-02-05,43.9
2015-02-06,41.9
2015-02-09,37.7
2015-02-10,37.6
2015-02-11,38.0
2015-02-12,38.3
2015-02-13,38.3
2015-02-16,37.85
2015-02-18,37.45
2015-02-19,36.95
2015-02-20,37.05
2015-02-23,36.7
2015-02-24,35.95
2015-02-25,36.2
2015-02-26,35.75
2015-02-27,36.8
2015-02-28,35.95
2015-03-02,35.55
2015-03-03,35.9
2015-03-04,34.9
2015-03-05,34.65
2015-03-09,34.75
2015-03-10,34.7
2015-03-11,33.15
2015-03-12,33.9
2015-03-13,32.4
2015-03-16,31.95
2015-03-17,31.55
2015-03-18,32.4
2015-03-19,32.0
2015-03-20,32.15
2015-03-23,31.0
2015-03-24,30.4
2015-03-25,30.65
2015-03-26,30.25
2015-03-27,29.7
2015-03-30,32.5
2015-03-31,32.8
2015-04-01,33.0
2015-04-06,33.3
2015-04-07,34.3
2015-04-08,34.0
2015-04-09,33.75
2015-04-10,33.95
2015-04-13,36.2
2015-04-15,39.7
2015-04-16,41.3
2015-04-17,40.8
2015-04-20,40.35
2015-04-21,39.35
2015-04-22,39.75
2015-04-23,40.05
2015-04-24,38.15
2015-04-27,38.1
2015-04-28,37.45
2015-04-29,37.65
2015-04-30,37.15
2015-05-04,37.8
2015-05-05,39.0
2015-05-06,38.05
2015-05-07,38.35
2015-05-08,37.15
2015-05-11,38.45
2015-05-12,37.95
2015-05-13,38.95
2015-05-14,39.0
2015-05-15,38.65
2015-05-18,39.05
2015-05-19,38.95
2015-05-20,39.0
2015-05-21,38.5
2015-05-22,38.1
2015-05-25,38.55
2015-05-26,39.4
2015-05-27,38.55
2015-05-28,38.3
2015-05-29,37.4
2015-06-01,36.55
2015-06-02,36.35
2015-06-03,35.45
2015-06-04,35.85
2015-06-05,36.15
2015-06-08,35.45
2015-06-09,35.5
2015-06-10,34.75
2015-06-11,32.95
2015-06-12,33.85
2015-06-15,32.45
2015-06-16,31.65
2015-06-17,33.05
2015-06-18,34.85
2015-06-19,34.7
2015-06-22,34.25
2015-06-23,34.15
2015-06-24,34.0
2015-06-25,33.1
2015-06-26,34.0
2015-06-29,34.2
2015-06-30,36.0
2015-07-01,37.05
2015-07-02,44.45
2015-07-03,46.55
2015-07-06,48.7
2015-07-07,47.15
2015-07-08,44.15
2015-07-09,43.4
2015-07-10,44.2
2015-07-13,44.05
2015-07-14,42.35
2015-07-15,42.5
2015-07-16,42.4
2015-07-17,43.15
2015-07-20,42.35
2015-07-21,45.45
2015-07-22,44.7
2015-07-23,47.6
2015-07-24,46.1
2015-07-27,45.45
2015-07-28,45.6
2015-07-29,45.25
2015-07-30,46.75
2015-07-31,50.6
2015-08-03,53.15
2015-08-04,53.85
2015-08-05,53.55
2015-08-06,57.15
2015-08-07,62.2
2015-08-10,62.3
2015-08-11,60.2
2015-08-12,58.0
2015-08-13,54.85
2015-08-14,58.55
2015-08-17,57.5
2015-08-18,56.3
2015-08-19,60.4
2015-08-20,59.35
2015-08-21,56.65
2015-08-24,48.45
2015-08-25,46.05
2015-08-26,49.9
2015-08-27,57.2
2015-08-28,56.2
2015-08-31,57.05
2015-09-01,53.65
2015-09-02,53.15
2015-09-03,53.5
2015-09-04,51.55
2015-09-07,50.75
2015-09-08,48.15
2015-09-09,53.15
2015-09-10,51.5
2015-09-11,51.8
2015-09-14,54.7
2015-09-15,51.45
2015-09-16,51.95
2015-09-18,52.4
2015-09-21,53.05
2015-09-22,52.4
2015-09-23,50.9
2015-09-24,52.1
2015-09-28,52.3
2015-09-29,51.7
2015-09-30,52.25
2015-10-01,52.75
2015-10-05,56.1
2015-10-06,56.25
2015-10-07,55.5
2015-10-08,54.1
2015-10-09,54.95
2015-10-12,54.6
2015-10-13,54.1
2015-10-14,57.7
2015-10-15,58.45
2015-10-16,57.0
2015-10-19,57.55
2015-10-20,57.55
2015-10-21,64.55
2015-10-23,63.25
2015-10-26,60.8
2015-10-27,63.45
2015-10-28,62.6
2015-10-29,67.0
2015-10-30,63.15
2015-11-02,62.65
2015-11-03,62.85
2015-11-04,62.1
2015-11-05,59.85
2015-11-06,60.35
2015-11-09,62.2
2015-11-10,61.85
2015-11-11,62.65
2015-11-13,61.4
2015-11-16,62.1
2015-11-17,62.55
2015-11-18,61.1
2015-11-19,61.9
2015-11-20,61.8
2015-11-23,63.75
2015-11-24,63.3
2015-11-26,66.6
2015-11-27,67.05
2015-11-30,67.65
2015-12-01,69.5
2015-12-02,70.0
2015-12-03,68.9
2015-12-04,67.8
2015-12-07,66.5
2015-12-08,65.15
2015-12-09,61.0
2015-12-10,63.65
2015-12-11,64.75
2015-12-14,63.35
2015-12-15,65.0
2015-12-16,65.0
2015-12-17,66.2
2015-12-18,69.5
2015-12-21,69.75
2015-12-22,68.6
2015-12-23,68.7
2015-12-24,72.25
2015-12-28,72.35
2015-12-29,72.65
2015-12-30,70.65
2015-12-31,70.9
