Date,JAMNAAUTO
2015-01-01,138.4
2015-01-02,139.7
2015-01-05,137.4
2015-01-06,133.3
2015-01-07,134.05
2015-01-08,143.9
2015-01-09,142.65
2015-01-12,145.25
2015-01-13,141.5
2015-01-14,154.5
2015-01-15,149.15
2015-01-16,150.05
2015-01-19,152.95
2015-01-20,150.4
2015-01-21,152.6
2015-01-22,155.25
2015-01-23,156.5
2015-01-27,160.0
2015-01-28,167.7
2015-01-29,165.65
2015-01-30,165.7
2015-02-02,168.05
2015-02-03,169.35
2015-02-04,203.2
2015-02-05,181.05
2015-02-06,180.25
2015-02-09,185.2
2015-02-10,180.1
2015-02-11,183.95
2015-02-12,193.0
2015-02-13,192.0
2015-02-16,195.7
2015-02-18,204.35
2015-02-19,207.15
2015-02-20,218.95
2015-02-23,221.25
2015-02-24,219.8
2015-02-25,211.05
2015-02-26,208.6
2015-02-27,208.95
2015-02-28,205.1
2015-03-02,246.1
2015-03-03,236.95
2015-03-04,236.25
2015-03-05,238.05
2015-03-09,229.0
2015-03-10,232.1
2015-03-11,230.65
2015-03-12,231.5
2015-03-13,230.35
2015-03-16,225.2
2015-03-17,231.2
2015-03-18,233.7
2015-03-19,228.95
2015-03-20,239.7
2015-03-23,234.85
2015-03-24,235.4
2015-03-25,235.05
2015-03-26,231.55
2015-03-27,231.15
2015-03-30,243.95
2015-03-31,242.05
2015-04-01,239.15
2015-04-06,244.0
2015-04-07,239.55
2015-04-08,224.9
2015-04-09,223.2
2015-04-10,224.1
2015-04-13,226.15
2015-04-15,226.25
2015-04-16,221.7
2015-04-17,225.25
2015-04-20,209.5
2015-04-21,217.95
2015-04-22,215.05
2015-04-23,221.15
2015-04-24,215.3
2015-04-27,208.05
2015-04-28,210.95
2015-04-29,216.9
2015-04-30,216.65
2015-05-04,221.4
2015-05-05,220.3
2015-05-06,215.4
2015-05-07,202.25
2015-05-08,211.05
2015-05-11,227.75
2015-05-12,223.35
2015-05-13,222.4
2015-05-14,229.05
2015-05-15,228.25
2015-05-18,235.05
2015-05-19,239.65
2015-05-20,252.8
2015-05-21,236.45
2015-05-22,242.0
2015-05-25,236.1
2015-05-26,231.05
2015-05-27,225.0
2015-05-28,223.45
2015-05-29,221.1
2015-06-01,222.4
2015-06-02,220.35
2015-06-03,210.65
2015-06-04,201.45
2015-06-05,209.05
2015-06-08,208.65
2015-06-09,204.8
2015-06-10,201.9
2015-06-11,198.0
2015-06-12,194.75
2015-06-15,192.05
2015-06-16,197.3
2015-06-17,207.7
2015-06-18,207.2
2015-06-19,206.55
2015-06-22,203.05
2015-06-23,204.0
2015-06-24,201.2
2015-06-25,195.95
2015-06-26,196.25
2015-06-29,198.15
2015-06-30,204.5
2015-07-01,206.45
2015-07-02,217.7
2015-07-03,229.05
2015-07-06,225.65
2015-07-07,228.75
2015-07-08,222.6
2015-07-09,220.5
2015-07-10,218.85
2015-07-13,220.65
2015-07-14,216.8
2015-07-15,215.55
2015-07-16,217.3
2015-07-17,213.95
2015-07-20,209.8
2015-07-21,204.6
2015-07-22,203.3
2015-07-23,203.75
2015-07-24,203.3
2015-07-27,200.3
2015-07-28,214.55
2015-07-29,218.8
2015-07-30,217.7
2015-07-31,221.2
2015-08-03,219.5
2015-08-04,224.2
2015-08-05,249.0
2015-08-06,241.85
2015-08-07,245.4
2015-08-10,248.35
2015-08-11,241.1
2015-08-12,225.25
2015-08-13,211.7
2015-08-14,218.3
2015-08-17,218.3
2015-08-18,218.9
2015-08-19,218.65
2015-08-20,220.0
2015-08-21,217.9
2015-08-24,201.85
2015-08-25,195.05
2015-08-26,194.45
2015-08-27,201.35
2015-08-28,205.3
2015-08-31,198.4
2015-09-01,189.95
2015-09-02,190.05
2015-09-03,193.65
2015-09-04,188.25
2015-09-07,183.4
2015-09-08,183.7
2015-09-09,189.45
2015-09-10,184.05
2015-09-11,187.4
2015-09-14,190.5
2015-09-15,185.55
2015-09-16,185.1
2015-09-18,196.75
2015-09-21,216.55
2015-09-22,215.35
2015-09-23,219.35
2015-09-24,230.75
2015-09-28,223.7
2015-09-29,223.75
2015-09-30,227.8
2015-10-01,233.5
2015-10-05,232.5
2015-10-06,229.4
2015-10-07,228.7
2015-10-08,226.5
2015-10-09,227.1
2015-10-12,231.15
2015-10-13,231.0
2015-10-14,237.75
2015-10-15,237.35
2015-10-16,238.55
2015-10-19,234.75
2015-10-20,227.55
2015-10-21,225.7
2015-10-23,224.6
2015-10-26,224.2
2015-10-27,221.45
2015-10-28,220.65
2015-10-29,215.75
2015-10-30,213.15
2015-11-02,216.35
2015-11-03,220.4
2015-11-04,230.05
2015-11-05,225.3
2015-11-06,223.2
2015-11-09,228.6
2015-11-10,236.5
2015-11-11,248.1
2015-11-13,234.65
2015-11-16,229.8
2015-11-17,227.05
2015-11-18,221.05
2015-11-19,218.6
2015-11-20,231.8
2015-11-23,232.85
2015-11-24,230.1
2015-11-26,230.45
2015-11-27,231.2
2015-11-30,239.0
2015-12-01,236.9
2015-12-02,234.9
2015-12-03,116.7
2015-12-04,125.65
2015-12-07,123.95
2015-12-08,121.9
2015-12-09,115.7
2015-12-10,122.5
2015-12-11,118.75
2015-12-14,119.55
2015-12-15,125.15
2015-12-16,125.8
2015-12-17,129.3
2015-12-18,129.65
2015-12-21,128.1
2015-12-22,128.1
2015-12-23,128.3
2015-12-24,134.05
2015-12-28,137.85
2015-12-29,141.0
2015-12-30,138.8
2015-12-31,139.6
