Date,ANSALAPI
2015-01-01,24.55
2015-01-02,26.6
2015-01-05,26.15
2015-01-06,25.05
2015-01-07,24.95
2015-01-08,25.6
2015-01-09,25.35
2015-01-12,25.65
2015-01-13,24.7
2015-01-14,25.6
2015-01-15,27.05
2015-01-16,26.4
2015-01-19,26.3
2015-01-20,27.2
2015-01-21,26.85
2015-01-22,26.75
2015-01-23,26.4
2015-01-27,25.75
2015-01-28,25.25
2015-01-29,26.05
2015-01-30,26.6
2015-02-02,28.2
2015-02-03,27.05
2015-02-04,27.6
2015-02-05,26.7
2015-02-06,26.25
2015-02-09,25.3
2015-02-10,25.7
2015-02-11,26.9
2015-02-12,28.55
2015-02-13,29.9
2015-02-16,29.35
2015-02-18,29.85
2015-02-19,29.2
2015-02-20,29.45
2015-02-23,28.25
2015-02-24,28.7
2015-02-25,28.25
2015-02-26,28.0
2015-02-27,29.6
2015-02-28,28.45
2015-03-02,29.35
2015-03-03,29.15
2015-03-04,28.35
2015-03-05,28.2
2015-03-09,27.55
2015-03-10,27.15
2015-03-11,26.85
2015-03-12,27.0
2015-03-13,26.15
2015-03-16,25.85
2015-03-17,25.5
2015-03-18,25.65
2015-03-19,24.85
2015-03-20,23.85
2015-03-23,23.3
2015-03-24,23.0
2015-03-25,22.7
2015-03-26,22.2
2015-03-27,22.85
2015-03-30,23.6
2015-03-31,23.55
2015-04-01,23.8
2015-04-06,25.85
2015-04-07,25.3
2015-04-08,26.05
2015-04-09,26.0
2015-04-10,27.15
2015-04-13,26.9
2015-04-15,26.7
2015-04-16,26.0
2015-04-17,25.55
2015-04-20,25.05
2015-04-21,24.9
2015-04-22,24.1
2015-04-23,24.25
2015-04-24,23.55
2015-04-27,21.95
2015-04-28,22.8
2015-04-29,23.15
2015-04-30,23.2
2015-05-04,24.75
2015-05-05,24.35
2015-05-06,23.0
2015-05-07,22.1
2015-05-08,22.65
2015-05-11,22.75
2015-05-12,22.3
2015-05-13,22.4
2015-05-14,22.65
2015-05-15,22.85
2015-05-18,22.85
2015-05-19,22.75
2015-05-20,22.7
2015-05-21,22.75
2015-05-22,22.7
2015-05-25,22.6
2015-05-26,22.65
2015-05-27,22.6
2015-05-28,22.45
2015-05-29,22.65
2015-06-01,22.3
2015-06-02,21.9
2015-06-03,20.45
2015-06-04,20.05
2015-06-05,20.25
2015-06-08,19.95
2015-06-09,19.5
2015-06-10,19.95
2015-06-11,19.2
2015-06-12,18.7
2015-06-15,18.5
2015-06-16,18.1
2015-06-17,18.4
2015-06-18,19.0
2015-06-19,19.05
2015-06-22,20.3
2015-06-23,20.4
2015-06-24,20.1
2015-06-25,20.3
2015-06-26,20.05
2015-06-29,19.25
2015-06-30,17.7
2015-07-01,17.05
2015-07-02,17.9
2015-07-03,17.7
2015-07-06,17.65
2015-07-07,18.15
2015-07-08,18.2
2015-07-09,18.1
2015-07-10,18.15
2015-07-13,18.1
2015-07-14,18.2
2015-07-15,18.7
2015-07-16,18.4
2015-07-17,18.3
2015-07-20,18.25
2015-07-21,17.8
2015-07-22,18.1
2015-07-23,18.25
2015-07-24,17.95
2015-07-27,17.65
2015-07-28,17.45
2015-07-29,17.35
2015-07-30,17.75
2015-07-31,18.15
2015-08-03,18.95
2015-08-04,18.95
2015-08-05,19.95
2015-08-06,20.3
2015-08-07,19.8
2015-08-10,19.75
2015-08-11,19.15
2015-08-12,17.75
2015-08-13,17.4
2015-08-14,17.9
2015-08-17,17.55
2015-08-18,18.05
2015-08-19,18.15
2015-08-20,17.9
2015-08-21,17.95
2015-08-24,15.95
2015-08-25,15.95
2015-08-26,16.05
2015-08-27,16.55
2015-08-28,16.95
2015-08-31,16.45
2015-09-01,15.85
2015-09-02,15.55
2015-09-03,16.0
2015-09-04,15.7
2015-09-07,15.95
2015-09-08,16.35
2015-09-09,16.0
2015-09-10,16.05
2015-09-11,16.1
2015-09-14,16.0
2015-09-15,16.0
2015-09-16,16.1
2015-09-18,16.8
2015-09-21,16.4
2015-09-22,16.2
2015-09-23,16.2
2015-09-24,16.25
2015-09-28,16.55
2015-09-29,17.15
2015-09-30,16.8
2015-10-01,16.65
2015-10-05,17.4
2015-10-06,18.35
2015-10-07,19.1
2015-10-08,20.05
2015-10-09,20.15
2015-10-12,19.4
2015-10-13,19.65
2015-10-14,20.3
2015-10-15,20.0
2015-10-16,19.65
2015-10-19,19.85
2015-10-20,21.35
2015-10-21,20.45
2015-10-23,20.3
2015-10-26,19.5
2015-10-27,19.3
2015-10-28,19.1
2015-10-29,18.85
2015-10-30,19.0
2015-11-02,18.95
2015-11-03,18.85
2015-11-04,18.9
2015-11-05,18.3
2015-11-06,17.85
2015-11-09,17.65
2015-11-10,18.05
2015-11-11,18.35
2015-11-13,18.4
2015-11-16,18.75
2015-11-17,18.6
2015-11-18,19.05
2015-11-19,22.85
2015-11-20,23.75
2015-11-23,22.7
2015-11-24,24.1
2015-11-26,23.3
2015-11-27,22.0
2015-11-30,21.6
2015-12-01,21.1
2015-12-02,20.25
2015-12-03,20.95
2015-12-04,21.45
2015-12-07,21.55
2015-12-08,23.7
2015-12-09,23.7
2015-12-10,24.65
2015-12-11,23.15
2015-12-14,23.25
2015-12-15,24.0
2015-12-16,23.75
2015-12-17,24.15
2015-12-18,23.5
2015-12-21,24.05
2015-12-22,23.55
2015-12-23,23.85
2015-12-24,24.0
2015-12-28,23.95
2015-12-29,23.6
2015-12-30,23.5
2015-12-31,23.4
