Date,SHIVAMAUTO
2015-01-01,70.6
2015-01-02,70.35
2015-01-05,69.85
2015-01-06,67.95
2015-01-07,67.8
2015-01-08,69.15
2015-01-09,70.5
2015-01-12,70.1
2015-01-13,70.05
2015-01-14,69.0
2015-01-15,68.8
2015-01-16,67.95
2015-01-19,73.15
2015-01-20,79.85
2015-01-21,81.5
2015-01-22,80.45
2015-01-23,78.8
2015-01-27,75.4
2015-01-28,74.3
2015-01-29,81.4
2015-01-30,78.7
2015-02-02,79.1
2015-02-03,76.75
2015-02-04,75.25
2015-02-05,75.25
2015-02-06,72.25
2015-02-09,70.1
2015-02-10,69.55
2015-02-11,69.6
2015-02-12,76.1
2015-02-13,74.15
2015-02-16,78.15
2015-02-18,79.2
2015-02-19,77.9
2015-02-20,76.05
2015-02-23,82.3
2015-02-24,78.95
2015-02-25,81.8
2015-02-26,80.0
2015-02-27,80.75
2015-02-28,78.7
2015-03-02,80.75
2015-03-03,80.85
2015-03-04,81.7
2015-03-05,83.9
2015-03-09,81.1
2015-03-10,80.15
2015-03-11,80.75
2015-03-12,80.9
2015-03-13,78.35
2015-03-16,77.1
2015-03-17,75.05
2015-03-18,75.65
2015-03-19,77.25
2015-03-20,76.65
2015-03-23,77.3
2015-03-24,74.5
2015-03-25,72.25
2015-03-26,70.5
2015-03-27,74.4
2015-03-30,76.1
2015-03-31,75.95
2015-04-01,77.9
2015-04-06,78.65
2015-04-07,78.1
2015-04-08,78.95
2015-04-09,87.05
2015-04-10,104.45
2015-04-13,117.0
2015-04-15,107.3
2015-04-16,105.15
2015-04-17,101.1
2015-04-20,97.4
2015-04-21,100.7
2015-04-22,99.8
2015-04-23,95.95
2015-04-24,92.6
2015-04-27,89.0
2015-04-28,89.1
2015-04-29,95.45
2015-04-30,93.0
2015-05-04,96.05
2015-05-05,95.0
2015-05-06,96.8
2015-05-07,102.4
2015-05-08,117.75
2015-05-11,115.3
2015-05-12,115.65
2015-05-13,116.45
2015-05-14,124.5
2015-05-15,133.3
2015-05-18,128.8
2015-05-19,121.25
2015-05-20,117.75
2015-05-21,120.95
2015-05-22,118.45
2015-05-25,114.3
2015-05-26,111.1
2015-05-27,114.5
2015-05-28,113.45
2015-05-29,113.65
2015-06-01,113.1
2015-06-02,110.0
2015-06-03,107.2
2015-06-04,105.35
2015-06-05,106.15
2015-06-08,103.1
2015-06-09,102.35
2015-06-10,109.8
2015-06-11,113.25
2015-06-12,109.35
2015-06-15,108.45
2015-06-16,109.4
2015-06-17,111.3
2015-06-18,113.8
2015-06-19,112.15
2015-06-22,111.95
2015-06-23,112.7
2015-06-24,115.8
2015-06-25,122.85
2015-06-26,122.25
2015-06-29,117.3
2015-06-30,121.7
2015-07-01,119.95
2015-07-02,128.25
2015-07-03,137.5
2015-07-06,142.65
2015-07-07,136.45
2015-07-08,136.35
2015-07-09,139.05
2015-07-10,142.45
2015-07-13,145.9
2015-07-14,140.8
2015-07-15,140.3
2015-07-16,138.05
2015-07-17,134.25
2015-07-20,138.45
2015-07-21,131.75
2015-07-22,138.6
2015-07-23,141.3
2015-07-24,137.2
2015-07-27,136.65
2015-07-28,144.45
2015-07-29,149.2
2015-07-30,148.05
2015-07-31,146.85
2015-08-03,140.85
2015-08-04,140.65
2015-08-05,136.25
2015-08-06,142.05
2015-08-07,143.3
2015-08-10,144.65
2015-08-11,142.95
2015-08-12,139.0
2015-08-13,140.35
2015-08-14,138.5
2015-08-17,139.05
2015-08-18,141.6
2015-08-19,149.55
2015-08-20,157.95
2015-08-21,161.3
2015-08-24,138.8
2015-08-25,138.6
2015-08-26,133.55
2015-08-27,142.45
2015-08-28,147.15
2015-08-31,146.6
2015-09-01,145.2
2015-09-02,144.5
2015-09-03,144.65
2015-09-04,139.6
2015-09-07,132.2
2015-09-08,131.0
2015-09-09,137.1
2015-09-10,133.95
2015-09-11,134.95
2015-09-14,138.25
2015-09-15,141.65
2015-09-16,140.0
2015-09-18,143.25
2015-09-21,140.6
2015-09-22,137.5
2015-09-23,136.85
2015-09-24,137.4
2015-09-28,136.55
2015-09-29,134.5
2015-09-30,140.25
2015-10-01,139.45
2015-10-05,141.6
2015-10-06,142.6
2015-10-07,140.7
2015-10-08,70.85
2015-10-09,67.9
2015-10-12,66.65
2015-10-13,68.7
2015-10-14,67.7
2015-10-15,69.45
2015-10-16,73.1
2015-10-19,73.15
2015-10-20,71.25
2015-10-21,69.6
2015-10-23,67.1
2015-10-26,67.6
2015-10-27,67.8
2015-10-28,68.05
2015-10-29,68.1
2015-10-30,66.8
2015-11-02,67.25
2015-11-03,59.7
2015-11-04,58.75
2015-11-05,55.7
2015-11-06,56.55
2015-11-09,58.0
2015-11-10,56.0
2015-11-11,57.85
2015-11-13,56.65
2015-11-16,55.55
2015-11-17,55.35
2015-11-18,52.95
2015-11-19,54.3
2015-11-20,58.45
2015-11-23,59.2
2015-11-24,59.0
2015-11-26,63.35
2015-11-27,63.5
2015-11-30,62.85
2015-12-01,61.75
2015-12-02,62.9
2015-12-03,63.2
2015-12-04,62.0
2015-12-07,61.2
2015-12-08,58.25
2015-12-09,56.1
2015-12-10,59.25
2015-12-11,57.5
2015-12-14,56.15
2015-12-15,56.9
2015-12-16,57.0
2015-12-17,57.65
2015-12-18,61.75
2015-12-21,63.0
2015-12-22,61.95
2015-12-23,62.65
2015-12-24,62.15
2015-12-28,62.05
2015-12-29,62.5
2015-12-30,62.05
2015-12-31,62.1
