Date,MOTHERSUMI
2015-01-01,455.4
2015-01-02,457.15
2015-01-05,449.25
2015-01-06,435.0
2015-01-07,441.0
2015-01-08,442.95
2015-01-09,437.75
2015-01-12,435.5
2015-01-13,446.25
2015-01-14,443.15
2015-01-15,445.45
2015-01-16,451.5
2015-01-19,455.35
2015-01-20,450.55
2015-01-21,464.15
2015-01-22,476.75
2015-01-23,474.65
2015-01-27,476.8
2015-01-28,465.95
2015-01-29,453.1
2015-01-30,451.1
2015-02-02,446.9
2015-02-03,447.55
2015-02-04,436.95
2015-02-05,436.15
2015-02-06,428.1
2015-02-09,437.7
2015-02-10,460.45
2015-02-11,462.9
2015-02-12,467.0
2015-02-13,468.85
2015-02-16,461.8
2015-02-18,459.75
2015-02-19,481.4
2015-02-20,477.0
2015-02-23,467.55
2015-02-24,456.05
2015-02-25,454.0
2015-02-26,451.2
2015-02-27,458.3
2015-02-28,452.1
2015-03-02,470.05
2015-03-03,468.25
2015-03-04,462.4
2015-03-05,482.75
2015-03-09,477.7
2015-03-10,479.1
2015-03-11,486.95
2015-03-12,492.5
2015-03-13,496.85
2015-03-16,484.9
2015-03-17,491.05
2015-03-18,489.0
2015-03-19,499.05
2015-03-20,489.8
2015-03-23,485.25
2015-03-24,480.45
2015-03-25,476.95
2015-03-26,467.35
2015-03-27,472.85
2015-03-30,499.15
2015-03-31,514.95
2015-04-01,508.05
2015-04-06,513.45
2015-04-07,508.15
2015-04-08,506.3
2015-04-09,510.7
2015-04-10,508.8
2015-04-13,508.85
2015-04-15,512.1
2015-04-16,505.5
2015-04-17,518.1
2015-04-20,522.45
2015-04-21,501.65
2015-04-22,488.75
2015-04-23,478.75
2015-04-24,467.1
2015-04-27,454.85
2015-04-28,463.45
2015-04-29,479.1
2015-04-30,504.15
2015-05-04,502.15
2015-05-05,504.2
2015-05-06,489.9
2015-05-07,470.45
2015-05-08,485.7
2015-05-11,511.8
2015-05-12,487.45
2015-05-13,501.15
2015-05-14,495.7
2015-05-15,495.3
2015-05-18,499.6
2015-05-19,482.4
2015-05-20,474.55
2015-05-21,470.1
2015-05-22,478.75
2015-05-25,477.05
2015-05-26,470.25
2015-05-27,473.75
2015-05-28,473.75
2015-05-29,486.95
2015-06-01,474.35
2015-06-02,468.9
2015-06-03,470.45
2015-06-04,468.55
2015-06-05,464.3
2015-06-08,454.65
2015-06-09,459.15
2015-06-10,487.75
2015-06-11,476.3
2015-06-12,472.4
2015-06-15,480.65
2015-06-16,485.05
2015-06-17,484.4
2015-06-18,490.0
2015-06-19,493.9
2015-06-22,499.05
2015-06-23,499.9
2015-06-24,511.75
2015-06-25,516.25
2015-06-26,514.25
2015-06-29,508.5
2015-06-30,518.7
2015-07-01,524.55
2015-07-02,528.4
2015-07-03,527.5
2015-07-06,522.85
2015-07-07,514.55
2015-07-08,504.35
2015-07-09,502.6
2015-07-10,504.05
2015-07-13,528.5
2015-07-14,523.6
2015-07-15,519.35
2015-07-16,523.05
2015-07-17,528.8
2015-07-20,536.45
2015-07-21,529.3
2015-07-22,523.2
2015-07-23,349.55
2015-07-24,340.45
2015-07-27,329.7
2015-07-28,332.3
2015-07-29,339.1
2015-07-30,336.85
2015-07-31,347.45
2015-08-03,349.45
2015-08-04,374.05
2015-08-05,391.15
2015-08-06,370.75
2015-08-07,348.75
2015-08-10,342.4
2015-08-11,347.9
2015-08-12,338.95
2015-08-13,337.35
2015-08-14,343.25
2015-08-17,341.4
2015-08-18,341.3
2015-08-19,337.8
2015-08-20,327.7
2015-08-21,321.15
2015-08-24,295.6
2015-08-25,296.95
2015-08-26,290.1
2015-08-27,314.9
2015-08-28,316.15
2015-08-31,303.5
2015-09-01,290.1
2015-09-02,293.65
2015-09-03,302.45
2015-09-04,293.5
2015-09-07,276.85
2015-09-08,281.3
2015-09-09,285.15
2015-09-10,276.2
2015-09-11,278.85
2015-09-14,279.65
2015-09-15,282.15
2015-09-16,276.25
2015-09-18,284.05
2015-09-21,262.25
2015-09-22,241.95
2015-09-23,246.4
2015-09-24,250.95
2015-09-28,238.6
2015-09-29,233.45
2015-09-30,230.35
2015-10-01,226.0
2015-10-05,238.1
2015-10-06,233.4
2015-10-07,239.45
2015-10-08,238.3
2015-10-09,241.0
2015-10-12,253.95
2015-10-13,251.95
2015-10-14,244.9
2015-10-15,251.9
2015-10-16,251.9
2015-10-19,248.8
2015-10-20,256.4
2015-10-21,251.9
2015-10-23,241.55
2015-10-26,245.05
2015-10-27,243.9
2015-10-28,242.4
2015-10-29,251.2
2015-10-30,245.95
2015-11-02,245.05
2015-11-03,245.75
2015-11-04,243.05
2015-11-05,242.4
2015-11-06,266.2
2015-11-09,284.2
2015-11-10,265.35
2015-11-11,268.55
2015-11-13,273.3
2015-11-16,274.15
2015-11-17,278.9
2015-11-18,282.1
2015-11-19,286.35
2015-11-20,284.0
2015-11-23,285.4
2015-11-24,292.95
2015-11-26,296.35
2015-11-27,292.45
2015-11-30,289.3
2015-12-01,292.45
2015-12-02,283.55
2015-12-03,282.85
2015-12-04,280.25
2015-12-07,280.35
2015-12-08,277.35
2015-12-09,277.6
2015-12-10,280.6
2015-12-11,272.15
2015-12-14,275.7
2015-12-15,279.2
2015-12-16,279.85
2015-12-17,288.2
2015-12-18,286.55
2015-12-21,286.05
2015-12-22,286.95
2015-12-23,292.5
2015-12-24,292.6
2015-12-28,289.95
2015-12-29,296.7
2015-12-30,293.65
2015-12-31,293.15
