Date,ORBTEXP
2015-01-01,377.25
2015-01-02,385.2
2015-01-05,388.0
2015-01-06,380.45
2015-01-07,364.9
2015-01-08,371.15
2015-01-09,371.0
2015-01-12,375.1
2015-01-13,377.2
2015-01-14,369.55
2015-01-15,360.8
2015-01-16,362.2
2015-01-19,381.8
2015-01-20,396.0
2015-01-21,391.75
2015-01-22,384.65
2015-01-23,378.8
2015-01-27,395.25
2015-01-28,374.45
2015-01-29,400.55
2015-01-30,407.5
2015-02-02,411.5
2015-02-03,411.4
2015-02-04,411.85
2015-02-05,402.35
2015-02-06,400.15
2015-02-09,388.5
2015-02-10,389.4
2015-02-11,390.6
2015-02-12,392.4
2015-02-13,396.45
2015-02-16,406.5
2015-02-18,403.2
2015-02-19,392.5
2015-02-20,394.25
2015-02-23,387.5
2015-02-24,380.65
2015-02-25,375.4
2015-02-26,367.55
2015-02-27,366.9
2015-02-28,389.4
2015-03-02,387.85
2015-03-03,380.85
2015-03-04,382.05
2015-03-05,381.7
2015-03-09,378.85
2015-03-10,369.45
2015-03-11,366.5
2015-03-12,368.9
2015-03-13,355.0
2015-03-16,359.05
2015-03-17,347.35
2015-03-18,344.45
2015-03-19,347.7
2015-03-20,335.3
2015-03-23,325.2
2015-03-24,317.1
2015-03-25,319.9
2015-03-26,315.65
2015-03-27,329.5
2015-03-30,346.15
2015-03-31,340.55
2015-04-01,353.4
2015-04-06,357.5
2015-04-07,361.75
2015-04-08,360.2
2015-04-09,389.55
2015-04-10,391.7
2015-04-13,388.6
2015-04-15,380.55
2015-04-16,372.75
2015-04-17,370.6
2015-04-20,367.0
2015-04-21,365.95
2015-04-22,358.7
2015-04-23,349.4
2015-04-24,341.5
2015-04-27,333.2
2015-04-28,349.7
2015-04-29,348.15
2015-04-30,339.45
2015-05-04,357.15
2015-05-05,366.05
2015-05-06,363.05
2015-05-07,361.85
2015-05-08,364.8
2015-05-11,373.7
2015-05-12,364.8
2015-05-13,379.7
2015-05-14,373.55
2015-05-15,380.4
2015-05-18,384.2
2015-05-19,373.05
2015-05-20,380.95
2015-05-21,375.4
2015-05-22,398.1
2015-05-25,399.6
2015-05-26,394.45
2015-05-27,385.2
2015-05-28,388.4
2015-05-29,391.05
2015-06-01,390.1
2015-06-02,376.1
2015-06-03,367.7
2015-06-04,375.1
2015-06-05,365.15
2015-06-08,373.15
2015-06-09,376.0
2015-06-10,374.2
2015-06-11,370.45
2015-06-12,373.35
2015-06-15,378.75
2015-06-16,378.0
2015-06-17,371.3
2015-06-18,390.3
2015-06-19,396.35
2015-06-22,389.9
2015-06-23,389.4
2015-06-24,391.0
2015-06-25,384.0
2015-06-26,388.75
2015-06-29,378.35
2015-06-30,390.8
2015-07-01,394.55
2015-07-02,394.6
2015-07-03,436.55
2015-07-06,446.1
2015-07-07,438.15
2015-07-08,435.15
2015-07-09,425.5
2015-07-10,426.0
2015-07-13,425.3
2015-07-14,414.35
2015-07-15,437.9
2015-07-16,437.55
2015-07-17,477.0
2015-07-20,477.95
2015-07-21,467.2
2015-07-22,473.9
2015-07-23,469.35
2015-07-24,464.25
2015-07-27,456.7
2015-07-28,454.45
2015-07-29,459.9
2015-07-30,477.25
2015-07-31,466.25
2015-08-03,463.8
2015-08-04,468.1
2015-08-05,464.5
2015-08-06,467.95
2015-08-07,475.15
2015-08-10,472.15
2015-08-11,470.55
2015-08-12,454.6
2015-08-13,447.3
2015-08-14,445.5
2015-08-17,444.9
2015-08-18,451.85
2015-08-19,452.05
2015-08-20,438.15
2015-08-21,432.55
2015-08-24,400.85
2015-08-25,374.85
2015-08-26,375.25
2015-08-27,392.4
2015-08-28,387.25
2015-08-31,391.9
2015-09-01,373.6
2015-09-02,369.65
2015-09-03,378.9
2015-09-04,365.6
2015-09-07,355.25
2015-09-08,387.05
2015-09-09,384.65
2015-09-10,387.4
2015-09-11,387.05
2015-09-14,394.2
2015-09-15,389.95
2015-09-16,385.65
2015-09-18,389.55
2015-09-21,394.9
2015-09-22,387.5
2015-09-23,386.0
2015-09-24,391.7
2015-09-28,395.25
2015-09-29,396.45
2015-09-30,392.5
2015-10-01,411.85
2015-10-05,407.65
2015-10-06,404.75
2015-10-07,405.75
2015-10-08,405.1
2015-10-09,401.1
2015-10-12,404.65
2015-10-13,397.7
2015-10-14,389.7
2015-10-15,398.5
2015-10-16,398.0
2015-10-19,407.6
2015-10-20,407.1
2015-10-21,401.65
2015-10-23,403.7
2015-10-26,402.85
2015-10-27,404.0
2015-10-28,396.3
2015-10-29,400.6
2015-10-30,405.2
2015-11-02,400.75
2015-11-03,401.05
2015-11-04,394.5
2015-11-05,395.45
2015-11-06,390.2
2015-11-09,382.0
2015-11-10,370.5
2015-11-11,381.8
2015-11-13,393.05
2015-11-16,387.35
2015-11-17,392.05
2015-11-18,386.45
2015-11-19,385.25
2015-11-20,387.05
2015-11-23,383.8
2015-11-24,383.2
2015-11-26,383.75
2015-11-27,378.8
2015-11-30,380.1
2015-12-01,382.85
2015-12-02,379.0
2015-12-03,374.65
2015-12-04,372.55
2015-12-07,370.2
2015-12-08,365.55
2015-12-09,360.9
2015-12-10,369.85
2015-12-11,359.9
2015-12-14,348.2
2015-12-15,351.25
2015-12-16,364.1
2015-12-17,378.75
2015-12-18,378.4
2015-12-21,387.15
2015-12-22,384.7
2015-12-23,387.1
2015-12-24,398.35
2015-12-28,399.45
2015-12-29,394.65
2015-12-30,391.85
2015-12-31,387.05
