Date,VOLTAS
2015-01-01,240.8
2015-01-02,245.65
2015-01-05,245.85
2015-01-06,237.35
2015-01-07,229.45
2015-01-08,243.35
2015-01-09,246.0
2015-01-12,245.9
2015-01-13,242.05
2015-01-14,247.75
2015-01-15,253.45
2015-01-16,255.5
2015-01-19,252.8
2015-01-20,253.8
2015-01-21,256.25
2015-01-22,253.05
2015-01-23,256.75
2015-01-27,261.2
2015-01-28,273.95
2015-01-29,276.0
2015-01-30,268.6
2015-02-02,266.25
2015-02-03,269.6
2015-02-04,276.4
2015-02-05,262.85
2015-02-06,265.3
2015-02-09,253.25
2015-02-10,258.7
2015-02-11,264.7
2015-02-12,257.1
2015-02-13,256.25
2015-02-16,249.55
2015-02-18,250.5
2015-02-19,260.1
2015-02-20,259.65
2015-02-23,253.05
2015-02-24,252.75
2015-02-25,254.6
2015-02-26,251.65
2015-02-27,256.2
2015-02-28,254.0
2015-03-02,273.15
2015-03-03,271.65
2015-03-04,267.1
2015-03-05,265.55
2015-03-09,257.8
2015-03-10,262.0
2015-03-11,268.95
2015-03-12,287.45
2015-03-13,289.0
2015-03-16,280.85
2015-03-17,280.8
2015-03-18,280.45
2015-03-19,273.8
2015-03-20,275.25
2015-03-23,274.3
2015-03-24,278.0
2015-03-25,281.35
2015-03-26,273.3
2015-03-27,274.8
2015-03-30,279.95
2015-03-31,279.85
2015-04-01,283.7
2015-04-06,284.6
2015-04-07,293.05
2015-04-08,294.4
2015-04-09,293.5
2015-04-10,306.05
2015-04-13,303.35
2015-04-15,300.5
2015-04-16,292.0
2015-04-17,295.15
2015-04-20,288.35
2015-04-21,291.95
2015-04-22,286.6
2015-04-23,288.95
2015-04-24,279.9
2015-04-27,265.45
2015-04-28,275.35
2015-04-29,273.25
2015-04-30,281.1
2015-05-04,284.6
2015-05-05,289.0
2015-05-06,276.1
2015-05-07,267.05
2015-05-08,281.45
2015-05-11,281.5
2015-05-12,275.25
2015-05-13,280.1
2015-05-14,281.7
2015-05-15,290.7
2015-05-18,293.9
2015-05-19,294.05
2015-05-20,295.3
2015-05-21,288.55
2015-05-22,318.9
2015-05-25,324.9
2015-05-26,344.15
2015-05-27,336.85
2015-05-28,330.5
2015-05-29,332.95
2015-06-01,337.95
2015-06-02,330.25
2015-06-03,330.35
2015-06-04,331.1
2015-06-05,332.45
2015-06-08,326.4
2015-06-09,328.4
2015-06-10,343.05
2015-06-11,333.05
2015-06-12,329.8
2015-06-15,330.7
2015-06-16,330.7
2015-06-17,338.55
2015-06-18,340.85
2015-06-19,337.4
2015-06-22,352.3
2015-06-23,358.5
2015-06-24,338.75
2015-06-25,338.75
2015-06-26,338.0
2015-06-29,328.95
2015-06-30,315.3
2015-07-01,322.25
2015-07-02,320.35
2015-07-03,317.0
2015-07-06,321.6
2015-07-07,318.45
2015-07-08,319.35
2015-07-09,319.7
2015-07-10,312.45
2015-07-13,309.55
2015-07-14,313.55
2015-07-15,312.05
2015-07-16,314.6
2015-07-17,314.75
2015-07-20,314.55
2015-07-21,308.35
2015-07-22,308.2
2015-07-23,315.85
2015-07-24,317.6
2015-07-27,304.75
2015-07-28,307.3
2015-07-29,311.95
2015-07-30,313.1
2015-07-31,317.6
2015-08-03,318.6
2015-08-04,320.0
2015-08-05,325.1
2015-08-06,327.6
2015-08-07,317.6
2015-08-10,305.35
2015-08-11,305.25
2015-08-12,298.55
2015-08-13,304.2
2015-08-14,315.3
2015-08-17,314.55
2015-08-18,304.6
2015-08-19,306.35
2015-08-20,296.6
2015-08-21,288.9
2015-08-24,264.35
2015-08-25,272.45
2015-08-26,270.25
2015-08-27,280.0
2015-08-28,287.05
2015-08-31,272.95
2015-09-01,255.45
2015-09-02,258.05
2015-09-03,264.5
2015-09-04,253.7
2015-09-07,253.6
2015-09-08,262.7
2015-09-09,262.95
2015-09-10,255.0
2015-09-11,255.6
2015-09-14,257.45
2015-09-15,264.45
2015-09-16,257.25
2015-09-18,251.05
2015-09-21,259.4
2015-09-22,256.6
2015-09-23,258.7
2015-09-24,250.25
2015-09-28,250.85
2015-09-29,256.05
2015-09-30,268.3
2015-10-01,270.15
2015-10-05,270.1
2015-10-06,282.0
2015-10-07,273.15
2015-10-08,272.15
2015-10-09,278.25
2015-10-12,272.6
2015-10-13,268.25
2015-10-14,271.55
2015-10-15,276.35
2015-10-16,282.4
2015-10-19,284.35
2015-10-20,282.3
2015-10-21,288.15
2015-10-23,289.1
2015-10-26,295.4
2015-10-27,290.8
2015-10-28,292.65
2015-10-29,297.15
2015-10-30,283.45
2015-11-02,278.25
2015-11-03,285.7
2015-11-04,277.45
2015-11-05,274.0
2015-11-06,278.65
2015-11-09,276.25
2015-11-10,264.8
2015-11-11,268.6
2015-11-13,260.0
2015-11-16,259.45
2015-11-17,260.15
2015-11-18,253.65
2015-11-19,260.0
2015-11-20,271.5
2015-11-23,271.7
2015-11-24,270.0
2015-11-26,285.1
2015-11-27,282.7
2015-11-30,288.5
2015-12-01,292.55
2015-12-02,293.15
2015-12-03,281.7
2015-12-04,285.8
2015-12-07,294.75
2015-12-08,291.95
2015-12-09,286.95
2015-12-10,293.5
2015-12-11,298.25
2015-12-14,293.0
2015-12-15,300.85
2015-12-16,306.5
2015-12-17,303.3
2015-12-18,303.25
2015-12-21,305.65
2015-12-22,303.6
2015-12-23,307.8
2015-12-24,311.55
2015-12-28,312.6
2015-12-29,311.75
2015-12-30,316.7
2015-12-31,324.3
