Date,LT
2015-01-01,1502.95
2015-01-02,1534.65
2015-01-05,1556.0
2015-01-06,1504.1
2015-01-07,1500.5
2015-01-08,1510.05
2015-01-09,1500.25
2015-01-12,1534.2
2015-01-13,1519.5
2015-01-14,1518.0
2015-01-15,1573.7
2015-01-16,1591.75
2015-01-19,1614.85
2015-01-20,1629.55
2015-01-21,1654.55
2015-01-22,1663.3
2015-01-23,1711.3
2015-01-27,1742.0
2015-01-28,1698.35
2015-01-29,1723.9
2015-01-30,1700.55
2015-02-02,1735.1
2015-02-03,1722.5
2015-02-04,1688.4
2015-02-05,1682.4
2015-02-06,1683.55
2015-02-09,1572.45
2015-02-10,1571.7
2015-02-11,1612.7
2015-02-12,1650.05
2015-02-13,1662.15
2015-02-16,1648.45
2015-02-18,1663.35
2015-02-19,1698.55
2015-02-20,1677.6
2015-02-23,1687.0
2015-02-24,1721.1
2015-02-25,1697.9
2015-02-26,1678.05
2015-02-27,1758.95
2015-02-28,1768.1
2015-03-02,1846.1
2015-03-03,1851.65
2015-03-04,1837.9
2015-03-05,1826.05
2015-03-09,1762.3
2015-03-10,1752.45
2015-03-11,1739.7
2015-03-12,1747.4
2015-03-13,1692.15
2015-03-16,1679.8
2015-03-17,1715.65
2015-03-18,1699.05
2015-03-19,1682.4
2015-03-20,1670.35
2015-03-23,1672.85
2015-03-24,1672.15
2015-03-25,1632.75
2015-03-26,1634.45
2015-03-27,1677.75
2015-03-30,1728.75
2015-03-31,1719.65
2015-04-01,1734.25
2015-04-06,1757.9
2015-04-07,1769.7
2015-04-08,1779.45
2015-04-09,1770.8
2015-04-10,1764.0
2015-04-13,1803.5
2015-04-15,1787.65
2015-04-16,1754.3
2015-04-17,1739.75
2015-04-20,1698.45
2015-04-21,1688.75
2015-04-22,1745.6
2015-04-23,1724.1
2015-04-24,1678.6
2015-04-27,1667.7
2015-04-28,1665.45
2015-04-29,1655.25
2015-04-30,1631.3
2015-05-04,1629.3
2015-05-05,1642.4
2015-05-06,1564.65
2015-05-07,1568.9
2015-05-08,1601.25
2015-05-11,1615.3
2015-05-12,1559.4
2015-05-13,1589.7
2015-05-14,1576.85
2015-05-15,1591.95
2015-05-18,1612.35
2015-05-19,1620.7
2015-05-20,1612.55
2015-05-21,1638.3
2015-05-22,1653.45
2015-05-25,1630.25
2015-05-26,1618.4
2015-05-27,1635.4
2015-05-28,1626.75
2015-05-29,1654.45
2015-06-01,1705.55
2015-06-02,1673.55
2015-06-03,1653.65
2015-06-04,1662.45
2015-06-05,1683.6
2015-06-08,1678.75
2015-06-09,1666.9
2015-06-10,1706.05
2015-06-11,1676.15
2015-06-12,1657.45
2015-06-15,1668.4
2015-06-16,1677.4
2015-06-17,1710.85
2015-06-18,1717.15
2015-06-19,1716.1
2015-06-22,1732.5
2015-06-23,1766.55
2015-06-24,1753.25
2015-06-25,1809.75
2015-06-26,1780.7
2015-06-29,1790.55
2015-06-30,1782.8
2015-07-01,1811.7
2015-07-02,1800.35
2015-07-03,1807.3
2015-07-06,1816.05
2015-07-07,1811.35
2015-07-08,1806.45
2015-07-09,1848.9
2015-07-10,1876.4
2015-07-13,1857.7
2015-07-14,1857.55
2015-07-15,1869.4
2015-07-16,1868.05
2015-07-17,1871.6
2015-07-20,1867.3
2015-07-21,1844.95
2015-07-22,1854.45
2015-07-23,1831.05
2015-07-24,1802.35
2015-07-27,1743.35
2015-07-28,1758.95
2015-07-29,1790.3
2015-07-30,1773.75
2015-07-31,1791.25
2015-08-03,1779.4
2015-08-04,1774.75
2015-08-05,1779.6
2015-08-06,1830.75
2015-08-07,1833.45
2015-08-10,1820.75
2015-08-11,1801.15
2015-08-12,1762.5
2015-08-13,1760.15
2015-08-14,1799.5
2015-08-17,1780.35
2015-08-18,1800.15
2015-08-19,1814.7
2015-08-20,1781.85
2015-08-21,1740.0
2015-08-24,1631.55
2015-08-25,1624.65
2015-08-26,1592.2
2015-08-27,1620.05
2015-08-28,1616.45
2015-08-31,1602.9
2015-09-01,1557.9
2015-09-02,1527.65
2015-09-03,1568.8
2015-09-04,1533.85
2015-09-07,1509.5
2015-09-08,1564.5
2015-09-09,1592.5
2015-09-10,1615.35
2015-09-11,1602.95
2015-09-14,1605.95
2015-09-15,1558.15
2015-09-16,1548.7
2015-09-18,1540.6
2015-09-21,1550.25
2015-09-22,1484.95
2015-09-23,1495.3
2015-09-24,1462.45
2015-09-28,1430.05
2015-09-29,1446.25
2015-09-30,1466.25
2015-10-01,1490.1
2015-10-05,1550.65
2015-10-06,1554.85
2015-10-07,1544.75
2015-10-08,1533.7
2015-10-09,1546.4
2015-10-12,1554.0
2015-10-13,1545.8
2015-10-14,1540.35
2015-10-15,1560.5
2015-10-16,1604.95
2015-10-19,1580.8
2015-10-20,1573.55
2015-10-21,1550.45
2015-10-23,1510.3
2015-10-26,1508.45
2015-10-27,1494.75
2015-10-28,1492.75
2015-10-29,1470.75
2015-10-30,1410.75
2015-11-02,1388.65
2015-11-03,1373.3
2015-11-04,1368.1
2015-11-05,1368.95
2015-11-06,1377.25
2015-11-09,1359.05
2015-11-10,1348.4
2015-11-11,1365.85
2015-11-13,1331.2
2015-11-16,1357.15
2015-11-17,1351.75
2015-11-18,1344.45
2015-11-19,1358.95
2015-11-20,1366.85
2015-11-23,1368.9
2015-11-24,1341.55
2015-11-26,1332.65
2015-11-27,1365.0
2015-11-30,1374.6
2015-12-01,1364.85
2015-12-02,1354.0
2015-12-03,1347.85
2015-12-04,1339.85
2015-12-07,1341.15
2015-12-08,1322.1
2015-12-09,1300.7
2015-12-10,1310.95
2015-12-11,1285.75
2015-12-14,1274.4
2015-12-15,1283.2
2015-12-16,1280.9
2015-12-17,1296.2
2015-12-18,1287.4
2015-12-21,1290.3
2015-12-22,1280.2
2015-12-23,1291.0
2015-12-24,1294.5
2015-12-28,1295.15
2015-12-29,1289.55
2015-12-30,1283.5
2015-12-31,1275.45
