Date,SJVN
2015-01-01,24.8
2015-01-02,25.05
2015-01-05,25.4
2015-01-06,24.5
2015-01-07,24.7
2015-01-08,25.2
2015-01-09,25.15
2015-01-12,25.05
2015-01-13,24.9
2015-01-14,25.05
2015-01-15,24.9
2015-01-16,25.0
2015-01-19,24.9
2015-01-20,24.85
2015-01-21,24.7
2015-01-22,24.8
2015-01-23,24.9
2015-01-27,25.0
2015-01-28,25.0
2015-01-29,25.05
2015-01-30,25.15
2015-02-02,26.3
2015-02-03,25.95
2015-02-04,25.85
2015-02-05,25.8
2015-02-06,26.0
2015-02-09,25.85
2015-02-10,26.15
2015-02-11,26.1
2015-02-12,25.95
2015-02-13,26.0
2015-02-16,25.4
2015-02-18,25.2
2015-02-19,25.05
2015-02-20,25.2
2015-02-23,24.8
2015-02-24,24.85
2015-02-25,24.95
2015-02-26,24.8
2015-02-27,25.0
2015-02-28,25.05
2015-03-02,25.1
2015-03-03,25.55
2015-03-04,25.6
2015-03-05,25.65
2015-03-09,25.75
2015-03-10,25.95
2015-03-11,25.85
2015-03-12,25.85
2015-03-13,25.3
2015-03-16,25.3
2015-03-17,25.2
2015-03-18,25.1
2015-03-19,25.0
2015-03-20,25.0
2015-03-23,24.7
2015-03-24,24.1
2015-03-25,24.45
2015-03-26,24.25
2015-03-27,24.55
2015-03-30,24.85
2015-03-31,24.45
2015-04-01,24.9
2015-04-06,25.0
2015-04-07,25.1
2015-04-08,25.05
2015-04-09,24.9
2015-04-10,25.1
2015-04-13,25.25
2015-04-15,25.0
2015-04-16,25.1
2015-04-17,24.8
2015-04-20,24.9
2015-04-21,24.65
2015-04-22,24.7
2015-04-23,24.9
2015-04-24,24.6
2015-04-27,24.25
2015-04-28,24.3
2015-04-29,24.25
2015-04-30,24.05
2015-05-04,24.2
2015-05-05,24.15
2015-05-06,23.8
2015-05-07,24.1
2015-05-08,24.1
2015-05-11,24.2
2015-05-12,24.15
2015-05-13,24.2
2015-05-14,24.2
2015-05-15,24.35
2015-05-18,24.5
2015-05-19,24.3
2015-05-20,24.5
2015-05-21,24.75
2015-05-22,24.5
2015-05-25,24.35
2015-05-26,24.4
2015-05-27,24.15
2015-05-28,24.55
2015-05-29,24.55
2015-06-01,24.4
2015-06-02,24.65
2015-06-03,24.15
2015-06-04,24.1
2015-06-05,24.05
2015-06-08,23.9
2015-06-09,24.3
2015-06-10,24.15
2015-06-11,23.85
2015-06-12,23.7
2015-06-15,23.7
2015-06-16,23.55
2015-06-17,23.7
2015-06-18,23.85
2015-06-19,23.8
2015-06-22,24.0
2015-06-23,24.25
2015-06-24,24.35
2015-06-25,24.5
2015-06-26,24.2
2015-06-29,23.95
2015-06-30,23.8
2015-07-01,23.85
2015-07-02,23.9
2015-07-03,24.0
2015-07-06,24.05
2015-07-07,23.9
2015-07-08,23.6
2015-07-09,23.65
2015-07-10,23.8
2015-07-13,24.0
2015-07-14,24.0
2015-07-15,24.0
2015-07-16,24.3
2015-07-17,24.35
2015-07-20,24.4
2015-07-21,24.9
2015-07-22,24.85
2015-07-23,25.0
2015-07-24,24.75
2015-07-27,24.75
2015-07-28,24.65
2015-07-29,24.85
2015-07-30,25.1
2015-07-31,25.45
2015-08-03,25.25
2015-08-04,25.95
2015-08-05,26.75
2015-08-06,26.3
2015-08-07,25.75
2015-08-10,25.75
2015-08-11,25.75
2015-08-12,25.2
2015-08-13,25.15
2015-08-14,25.15
2015-08-17,25.6
2015-08-18,25.6
2015-08-19,25.2
2015-08-20,25.1
2015-08-21,24.75
2015-08-24,23.6
2015-08-25,23.15
2015-08-26,23.2
2015-08-27,23.9
2015-08-28,23.95
2015-08-31,24.05
2015-09-01,24.05
2015-09-02,23.5
2015-09-03,23.95
2015-09-04,24.0
2015-09-07,23.8
2015-09-08,23.75
2015-09-09,24.0
2015-09-10,23.7
2015-09-11,24.4
2015-09-14,24.8
2015-09-15,25.05
2015-09-16,25.15
2015-09-18,25.05
2015-09-21,25.05
2015-09-22,24.85
2015-09-23,24.8
2015-09-24,24.75
2015-09-28,24.7
2015-09-29,24.7
2015-09-30,25.05
2015-10-01,25.2
2015-10-05,25.3
2015-10-06,25.8
2015-10-07,26.1
2015-10-08,26.25
2015-10-09,26.25
2015-10-12,26.25
2015-10-13,26.5
2015-10-14,26.1
2015-10-15,26.45
2015-10-16,26.3
2015-10-19,28.25
2015-10-20,28.65
2015-10-21,28.3
2015-10-23,28.35
2015-10-26,29.05
2015-10-27,28.95
2015-10-28,29.0
2015-10-29,28.75
2015-10-30,28.55
2015-11-02,27.25
2015-11-03,28.1
2015-11-04,27.9
2015-11-05,27.75
2015-11-06,27.05
2015-11-09,27.45
2015-11-10,27.2
2015-11-11,27.45
2015-11-13,26.95
2015-11-16,28.0
2015-11-17,29.3
2015-11-18,28.7
2015-11-19,28.7
2015-11-20,28.55
2015-11-23,28.6
2015-11-24,28.5
2015-11-26,28.45
2015-11-27,28.35
2015-11-30,28.45
2015-12-01,28.15
2015-12-02,28.1
2015-12-03,28.05
2015-12-04,28.95
2015-12-07,28.55
2015-12-08,28.35
2015-12-09,28.95
2015-12-10,29.0
2015-12-11,28.95
2015-12-14,29.0
2015-12-15,29.1
2015-12-16,28.95
2015-12-17,29.1
2015-12-18,29.9
2015-12-21,30.65
2015-12-22,31.0
2015-12-23,30.75
2015-12-24,30.35
2015-12-28,30.45
2015-12-29,29.85
2015-12-30,29.75
2015-12-31,31.8
