Date,KOTAKPSUBK
2015-01-01,432.46
2015-01-02,436.96
2015-01-05,430.98
2015-01-06,417.08
2015-01-07,413.38
2015-01-08,418.84
2015-01-09,418.38
2015-01-12,425.96
2015-01-13,421.54
2015-01-14,417.23
2015-01-15,433.67
2015-01-16,431.55
2015-01-19,433.85
2015-01-20,435.49
2015-01-21,444.88
2015-01-22,440.25
2015-01-23,440.64
2015-01-27,439.34
2015-01-28,445.01
2015-01-29,435.64
2015-01-30,410.68
2015-02-02,407.86
2015-02-03,399.2
2015-02-04,390.56
2015-02-05,383.74
2015-02-06,376.15
2015-02-09,371.15
2015-02-10,372.28
2015-02-11,373.01
2015-02-12,375.3
2015-02-13,388.46
2015-02-16,394.24
2015-02-18,392.98
2015-02-19,385.54
2015-02-20,391.38
2015-02-23,385.99
2015-02-24,378.9
2015-02-25,382.0
2015-02-26,374.2
2015-02-27,387.94
2015-02-28,398.27
2015-03-02,387.26
2015-03-03,391.53
2015-03-04,389.01
2015-03-05,381.93
2015-03-09,379.36
2015-03-10,375.65
2015-03-11,367.93
2015-03-12,373.0
2015-03-13,367.73
2015-03-16,368.02
2015-03-17,367.64
2015-03-18,374.0
2015-03-19,365.28
2015-03-20,358.01
2015-03-23,359.49
2015-03-24,353.49
2015-03-25,347.13
2015-03-26,340.39
2015-03-27,343.46
2015-03-30,341.31
2015-03-31,346.68
2015-04-01,350.7
2015-04-06,352.84
2015-04-07,351.03
2015-04-08,352.15
2015-04-09,361.61
2015-04-10,369.6
2015-04-13,368.97
2015-04-15,375.8
2015-04-16,381.39
2015-04-17,375.13
2015-04-20,373.96
2015-04-21,376.52
2015-04-22,374.56
2015-04-23,364.82
2015-04-24,358.8
2015-04-27,356.89
2015-04-28,354.56
2015-04-29,354.45
2015-04-30,355.69
2015-05-04,359.15
2015-05-05,356.75
2015-05-06,347.12
2015-05-07,338.71
2015-05-08,336.09
2015-05-11,347.16
2015-05-12,340.65
2015-05-13,345.37
2015-05-14,355.13
2015-05-15,362.3
2015-05-18,358.01
2015-05-19,361.82
2015-05-20,364.43
2015-05-21,361.0
2015-05-22,365.71
2015-05-25,353.82
2015-05-26,350.5
2015-05-27,356.71
2015-05-28,354.51
2015-05-29,356.89
2015-06-01,359.86
2015-06-02,334.18
2015-06-03,335.29
2015-06-04,331.0
2015-06-05,335.65
2015-06-08,326.72
2015-06-09,327.75
2015-06-10,332.99
2015-06-11,322.0
2015-06-12,323.32
2015-06-15,318.99
2015-06-16,321.78
2015-06-17,322.13
2015-06-18,323.93
2015-06-19,330.65
2015-06-22,337.15
2015-06-23,341.5
2015-06-24,332.28
2015-06-25,336.0
2015-06-26,334.0
2015-06-29,326.87
2015-06-30,328.0
2015-07-01,333.46
2015-07-02,337.18
2015-07-03,337.37
2015-07-06,341.26
2015-07-07,343.96
2015-07-08,332.87
2015-07-09,338.13
2015-07-10,341.49
2015-07-13,346.04
2015-07-14,344.5
2015-07-15,342.0
2015-07-16,342.54
2015-07-17,343.09
2015-07-20,340.73
2015-07-21,334.93
2015-07-22,338.0
2015-07-23,340.99
2015-07-24,335.78
2015-07-27,328.0
2015-07-28,327.49
2015-07-29,320.7
2015-07-30,334.84
2015-07-31,345.36
2015-08-03,359.98
2015-08-04,369.8
2015-08-05,366.72
2015-08-06,370.82
2015-08-07,369.79
2015-08-10,362.6
2015-08-11,353.27
2015-08-12,342.23
2015-08-13,345.62
2015-08-14,352.76
2015-08-17,375.01
2015-08-18,377.91
2015-08-19,369.1
2015-08-20,358.65
2015-08-21,355.69
2015-08-24,331.23
2015-08-25,328.03
2015-08-26,325.26
2015-08-27,330.82
2015-08-28,328.48
2015-08-31,323.47
2015-09-01,316.07
2015-09-02,305.43
2015-09-03,306.25
2015-09-04,298.11
2015-09-07,294.23
2015-09-08,320.64
2015-09-09,314.83
2015-09-10,302.39
2015-09-11,303.55
2015-09-14,310.97
2015-09-15,308.54
2015-09-16,311.88
2015-09-18,322.0
2015-09-21,326.49
2015-09-22,319.8
2015-09-23,323.0
2015-09-24,318.0
2015-09-28,317.68
2015-09-29,319.9
2015-09-30,317.72
2015-10-01,315.89
2015-10-05,319.09
2015-10-06,321.57
2015-10-07,325.6
2015-10-08,324.9
2015-10-09,325.44
2015-10-12,322.1
2015-10-13,322.0
2015-10-14,321.02
2015-10-15,327.0
2015-10-16,332.61
2015-10-19,330.0
2015-10-20,333.87
2015-10-21,325.5
2015-10-23,331.0
2015-10-26,327.96
2015-10-27,324.0
2015-10-28,319.98
2015-10-29,315.33
2015-10-30,308.9
2015-11-02,312.12
2015-11-03,310.04
2015-11-04,310.04
2015-11-05,307.89
2015-11-06,315.45
2015-11-09,327.05
2015-11-10,323.6
2015-11-11,321.1
2015-11-13,315.1
2015-11-16,323.04
2015-11-17,324.38
2015-11-18,318.5
2015-11-19,320.21
2015-11-20,321.35
2015-11-23,320.88
2015-11-24,318.0
2015-11-26,318.0
2015-11-27,327.65
2015-11-30,332.25
2015-12-01,330.4
2015-12-02,324.98
2015-12-03,316.06
2015-12-04,315.0
2015-12-07,314.34
2015-12-08,308.0
2015-12-09,306.22
2015-12-10,305.9
2015-12-11,296.84
2015-12-14,292.87
2015-12-15,292.66
2015-12-16,295.31
2015-12-17,300.0
2015-12-18,297.55
2015-12-21,300.16
2015-12-22,298.0
2015-12-23,299.97
2015-12-24,296.82
2015-12-28,297.0
2015-12-29,297.0
2015-12-30,294.0
2015-12-31,292.07
