Date,ACE
2015-01-01,40.15
2015-01-02,40.55
2015-01-05,40.7
2015-01-06,40.25
2015-01-07,38.8
2015-01-08,39.4
2015-01-09,39.25
2015-01-12,39.15
2015-01-13,38.4
2015-01-14,38.15
2015-01-15,39.0
2015-01-16,38.5
2015-01-19,38.15
2015-01-20,38.5
2015-01-21,38.35
2015-01-22,38.7
2015-01-23,37.55
2015-01-27,37.4
2015-01-28,37.55
2015-01-29,38.4
2015-01-30,38.95
2015-02-02,40.4
2015-02-03,40.55
2015-02-04,42.1
2015-02-05,39.65
2015-02-06,37.3
2015-02-09,36.75
2015-02-10,36.7
2015-02-11,36.9
2015-02-12,36.85
2015-02-13,36.65
2015-02-16,37.65
2015-02-18,37.7
2015-02-19,37.3
2015-02-20,37.35
2015-02-23,37.45
2015-02-24,38.1
2015-02-25,38.9
2015-02-26,37.65
2015-02-27,37.85
2015-02-28,37.35
2015-03-02,40.8
2015-03-03,46.35
2015-03-04,44.35
2015-03-05,44.75
2015-03-09,42.7
2015-03-10,42.0
2015-03-11,42.1
2015-03-12,43.85
2015-03-13,43.0
2015-03-16,43.05
2015-03-17,42.15
2015-03-18,41.6
2015-03-19,41.8
2015-03-20,40.25
2015-03-23,38.75
2015-03-24,37.95
2015-03-25,37.85
2015-03-26,36.7
2015-03-27,37.7
2015-03-30,37.95
2015-03-31,40.55
2015-04-01,41.15
2015-04-06,41.75
2015-04-07,43.0
2015-04-08,43.45
2015-04-09,42.45
2015-04-10,42.4
2015-04-13,44.25
2015-04-15,43.75
2015-04-16,42.65
2015-04-17,41.45
2015-04-20,40.25
2015-04-21,40.3
2015-04-22,40.25
2015-04-23,39.55
2015-04-24,38.45
2015-04-27,36.9
2015-04-28,37.8
2015-04-29,39.4
2015-04-30,38.7
2015-05-04,38.85
2015-05-05,39.1
2015-05-06,37.95
2015-05-07,36.7
2015-05-08,37.3
2015-05-11,38.25
2015-05-12,37.0
2015-05-13,37.35
2015-05-14,37.8
2015-05-15,36.95
2015-05-18,37.65
2015-05-19,40.1
2015-05-20,40.75
2015-05-21,39.9
2015-05-22,38.85
2015-05-25,39.75
2015-05-26,39.5
2015-05-27,38.8
2015-05-28,39.0
2015-05-29,40.1
2015-06-01,39.9
2015-06-02,39.1
2015-06-03,37.85
2015-06-04,40.0
2015-06-05,40.55
2015-06-08,39.0
2015-06-09,38.65
2015-06-10,39.85
2015-06-11,38.9
2015-06-12,39.45
2015-06-15,39.0
2015-06-16,43.5
2015-06-17,42.9
2015-06-18,45.75
2015-06-19,43.75
2015-06-22,43.9
2015-06-23,44.0
2015-06-24,42.7
2015-06-25,42.85
2015-06-26,43.55
2015-06-29,42.0
2015-06-30,41.85
2015-07-01,43.05
2015-07-02,42.8
2015-07-03,42.85
2015-07-06,43.3
2015-07-07,45.05
2015-07-08,44.55
2015-07-09,43.4
2015-07-10,43.2
2015-07-13,43.35
2015-07-14,44.6
2015-07-15,44.35
2015-07-16,43.8
2015-07-17,43.9
2015-07-20,43.95
2015-07-21,42.8
2015-07-22,42.7
2015-07-23,42.6
2015-07-24,43.45
2015-07-27,44.55
2015-07-28,43.9
2015-07-29,45.55
2015-07-30,51.45
2015-07-31,49.3
2015-08-03,49.05
2015-08-04,47.9
2015-08-05,54.15
2015-08-06,52.3
2015-08-07,51.7
2015-08-10,48.85
2015-08-11,47.65
2015-08-12,45.55
2015-08-13,44.45
2015-08-14,46.25
2015-08-17,45.1
2015-08-18,46.1
2015-08-19,46.2
2015-08-20,44.55
2015-08-21,43.55
2015-08-24,36.45
2015-08-25,38.0
2015-08-26,39.2
2015-08-27,41.65
2015-08-28,41.45
2015-08-31,40.7
2015-09-01,39.2
2015-09-02,38.75
2015-09-03,38.75
2015-09-04,37.9
2015-09-07,35.7
2015-09-08,35.35
2015-09-09,36.15
2015-09-10,37.35
2015-09-11,37.75
2015-09-14,38.6
2015-09-15,38.0
2015-09-16,39.0
2015-09-18,38.95
2015-09-21,39.15
2015-09-22,38.15
2015-09-23,37.2
2015-09-24,37.15
2015-09-28,36.75
2015-09-29,36.2
2015-09-30,37.3
2015-10-01,36.8
2015-10-05,38.55
2015-10-06,41.15
2015-10-07,41.55
2015-10-08,40.7
2015-10-09,40.75
2015-10-12,40.25
2015-10-13,40.45
2015-10-14,41.0
2015-10-15,42.95
2015-10-16,46.1
2015-10-19,46.1
2015-10-20,45.25
2015-10-21,44.35
2015-10-23,44.9
2015-10-26,42.85
2015-10-27,44.6
2015-10-28,43.25
2015-10-29,43.15
2015-10-30,42.5
2015-11-02,44.25
2015-11-03,45.15
2015-11-04,43.9
2015-11-05,44.1
2015-11-06,43.3
2015-11-09,43.6
2015-11-10,42.95
2015-11-11,44.1
2015-11-13,45.35
2015-11-16,44.1
2015-11-17,43.5
2015-11-18,43.1
2015-11-19,44.25
2015-11-20,44.4
2015-11-23,44.2
2015-11-24,43.05
2015-11-26,43.5
2015-11-27,43.7
2015-11-30,47.15
2015-12-01,46.9
2015-12-02,45.75
2015-12-03,45.2
2015-12-04,43.7
2015-12-07,43.0
2015-12-08,42.0
2015-12-09,40.45
2015-12-10,41.35
2015-12-11,42.6
2015-12-14,43.1
2015-12-15,43.2
2015-12-16,42.5
2015-12-17,43.65
2015-12-18,43.25
2015-12-21,43.85
2015-12-22,43.7
2015-12-23,44.1
2015-12-24,44.7
2015-12-28,46.7
2015-12-29,46.2
2015-12-30,45.7
2015-12-31,46.45
