Date,SADBHAV
2015-01-01,257.75
2015-01-02,261.05
2015-01-05,259.15
2015-01-06,255.65
2015-01-07,250.05
2015-01-08,253.1
2015-01-09,251.85
2015-01-12,250.95
2015-01-13,249.7
2015-01-14,242.5
2015-01-15,256.55
2015-01-16,258.8
2015-01-19,257.3
2015-01-20,258.65
2015-01-21,254.8
2015-01-22,265.35
2015-01-23,259.35
2015-01-27,262.2
2015-01-28,271.4
2015-01-29,278.05
2015-01-30,285.15
2015-02-02,284.95
2015-02-03,292.45
2015-02-04,283.75
2015-02-05,278.3
2015-02-06,293.15
2015-02-09,304.25
2015-02-10,308.7
2015-02-11,297.9
2015-02-12,318.4
2015-02-13,320.4
2015-02-16,315.45
2015-02-18,309.9
2015-02-19,313.15
2015-02-20,311.7
2015-02-23,308.25
2015-02-24,304.95
2015-02-25,312.85
2015-02-26,305.35
2015-02-27,317.15
2015-02-28,318.55
2015-03-02,339.3
2015-03-03,331.65
2015-03-04,336.1
2015-03-05,357.75
2015-03-09,357.3
2015-03-10,349.7
2015-03-11,349.3
2015-03-12,366.65
2015-03-13,367.45
2015-03-16,364.0
2015-03-17,372.4
2015-03-18,364.25
2015-03-19,364.5
2015-03-20,355.55
2015-03-23,342.5
2015-03-24,346.0
2015-03-25,341.35
2015-03-26,326.45
2015-03-27,340.0
2015-03-30,349.2
2015-03-31,333.05
2015-04-01,348.7
2015-04-06,352.05
2015-04-07,353.85
2015-04-08,352.05
2015-04-09,358.1
2015-04-10,357.7
2015-04-13,353.3
2015-04-15,360.05
2015-04-16,347.2
2015-04-17,349.95
2015-04-20,344.8
2015-04-21,347.75
2015-04-22,349.4
2015-04-23,330.85
2015-04-24,308.75
2015-04-27,284.8
2015-04-28,297.6
2015-04-29,310.55
2015-04-30,298.05
2015-05-04,304.2
2015-05-05,285.2
2015-05-06,291.85
2015-05-07,276.7
2015-05-08,282.5
2015-05-11,290.8
2015-05-12,292.6
2015-05-13,294.75
2015-05-14,293.75
2015-05-15,299.4
2015-05-18,299.85
2015-05-19,290.15
2015-05-20,291.65
2015-05-21,285.95
2015-05-22,283.45
2015-05-25,281.4
2015-05-26,287.2
2015-05-27,287.5
2015-05-28,287.0
2015-05-29,287.7
2015-06-01,286.05
2015-06-02,287.7
2015-06-03,288.95
2015-06-04,288.4
2015-06-05,298.35
2015-06-08,298.4
2015-06-09,292.95
2015-06-10,294.1
2015-06-11,295.2
2015-06-12,283.0
2015-06-15,279.35
2015-06-16,279.3
2015-06-17,284.15
2015-06-18,279.5
2015-06-19,274.1
2015-06-22,287.35
2015-06-23,297.2
2015-06-24,296.75
2015-06-25,297.15
2015-06-26,292.95
2015-06-29,291.75
2015-06-30,290.55
2015-07-01,299.5
2015-07-02,296.85
2015-07-03,291.25
2015-07-06,297.15
2015-07-07,298.45
2015-07-08,293.0
2015-07-09,299.8
2015-07-10,294.55
2015-07-13,299.25
2015-07-14,303.4
2015-07-15,315.4
2015-07-16,319.55
2015-07-17,315.9
2015-07-20,314.65
2015-07-21,302.6
2015-07-22,310.45
2015-07-23,311.8
2015-07-24,305.15
2015-07-27,298.25
2015-07-28,309.9
2015-07-29,319.75
2015-07-30,318.5
2015-07-31,319.55
2015-08-03,319.0
2015-08-04,319.9
2015-08-05,324.45
2015-08-06,326.9
2015-08-07,334.7
2015-08-10,347.3
2015-08-11,336.6
2015-08-12,324.5
2015-08-13,314.1
2015-08-14,325.4
2015-08-17,321.05
2015-08-18,331.45
2015-08-19,328.3
2015-08-20,327.65
2015-08-21,333.1
2015-08-24,309.5
2015-08-25,307.75
2015-08-26,296.2
2015-08-27,300.4
2015-08-28,311.1
2015-08-31,304.35
2015-09-01,293.65
2015-09-02,289.9
2015-09-03,291.05
2015-09-04,285.0
2015-09-07,283.95
2015-09-08,283.65
2015-09-09,285.1
2015-09-10,282.2
2015-09-11,292.0
2015-09-14,288.4
2015-09-15,287.8
2015-09-16,286.65
2015-09-18,283.85
2015-09-21,273.65
2015-09-22,279.5
2015-09-23,288.85
2015-09-24,287.05
2015-09-28,287.0
2015-09-29,285.25
2015-09-30,296.45
2015-10-01,299.4
2015-10-05,298.9
2015-10-06,302.9
2015-10-07,299.75
2015-10-08,298.9
2015-10-09,296.4
2015-10-12,301.15
2015-10-13,306.2
2015-10-14,310.4
2015-10-15,317.5
2015-10-16,310.15
2015-10-19,310.55
2015-10-20,310.15
2015-10-21,316.9
2015-10-23,303.85
2015-10-26,314.7
2015-10-27,316.6
2015-10-28,320.55
2015-10-29,321.3
2015-10-30,319.1
2015-11-02,316.1
2015-11-03,322.2
2015-11-04,319.8
2015-11-05,311.4
2015-11-06,309.9
2015-11-09,310.2
2015-11-10,300.05
2015-11-11,306.3
2015-11-13,308.95
2015-11-16,305.4
2015-11-17,323.6
2015-11-18,319.15
2015-11-19,316.6
2015-11-20,315.7
2015-11-23,314.8
2015-11-24,320.2
2015-11-26,319.5
2015-11-27,344.95
2015-11-30,349.5
2015-12-01,355.45
2015-12-02,352.15
2015-12-03,351.7
2015-12-04,352.6
2015-12-07,340.0
2015-12-08,325.55
2015-12-09,316.45
2015-12-10,320.6
2015-12-11,343.5
2015-12-14,347.45
2015-12-15,332.8
2015-12-16,323.75
2015-12-17,317.85
2015-12-18,323.7
2015-12-21,340.2
2015-12-22,337.8
2015-12-23,342.65
2015-12-24,343.1
2015-12-28,343.05
2015-12-29,345.3
2015-12-30,342.3
2015-12-31,341.9
