Date,CADILAHC
2015-01-01,1612.0
2015-01-02,1627.65
2015-01-05,1699.4
2015-01-06,1660.2
2015-01-07,1648.9
2015-01-08,1647.15
2015-01-09,1686.7
2015-01-12,1652.45
2015-01-13,1646.75
2015-01-14,1611.55
2015-01-15,1617.7
2015-01-16,1635.2
2015-01-19,1635.0
2015-01-20,1658.55
2015-01-21,1649.65
2015-01-22,1643.35
2015-01-23,1647.4
2015-01-27,1651.4
2015-01-28,1659.95
2015-01-29,1660.35
2015-01-30,1638.35
2015-02-02,1610.8
2015-02-03,1541.75
2015-02-04,1523.65
2015-02-05,1460.45
2015-02-06,1466.85
2015-02-09,1475.4
2015-02-10,1513.55
2015-02-11,1504.05
2015-02-12,1545.2
2015-02-13,1595.65
2015-02-16,1613.35
2015-02-18,1622.35
2015-02-19,1631.2
2015-02-20,1603.9
2015-02-23,1538.8
2015-02-24,1546.8
2015-02-25,1542.8
2015-02-26,1513.05
2015-02-27,1532.85
2015-02-28,1546.5
2015-03-02,1536.05
2015-03-03,1530.1
2015-03-04,1529.9
2015-03-05,1529.55
2015-03-09,1510.9
2015-03-10,1500.1
2015-03-11,1506.9
2015-03-12,1573.75
2015-03-13,1584.15
2015-03-16,1581.6
2015-03-17,1681.35
2015-03-18,1638.85
2015-03-19,1602.15
2015-03-20,1609.65
2015-03-23,1639.9
2015-03-24,1676.65
2015-03-25,1700.6
2015-03-26,1662.15
2015-03-27,1654.95
2015-03-30,1696.1
2015-03-31,1741.8
2015-04-01,1790.15
2015-04-06,1904.15
2015-04-07,1897.35
2015-04-08,1899.45
2015-04-09,1844.65
2015-04-10,1802.85
2015-04-13,1786.35
2015-04-15,1777.5
2015-04-16,1791.35
2015-04-17,1733.9
2015-04-20,1736.65
2015-04-21,1759.0
2015-04-22,1752.05
2015-04-23,1760.5
2015-04-24,1767.5
2015-04-27,1701.8
2015-04-28,1661.7
2015-04-29,1671.75
2015-04-30,1701.8
2015-05-04,1767.25
2015-05-05,1764.1
2015-05-06,1733.95
2015-05-07,1684.0
2015-05-08,1689.7
2015-05-11,1656.8
2015-05-12,1649.65
2015-05-13,1619.25
2015-05-14,1656.75
2015-05-15,1689.15
2015-05-18,1699.15
2015-05-19,1735.15
2015-05-20,1756.15
2015-05-21,1752.15
2015-05-22,1751.8
2015-05-25,1745.15
2015-05-26,1744.4
2015-05-27,1854.3
2015-05-28,1866.35
2015-05-29,1882.4
2015-06-01,1868.6
2015-06-02,1850.9
2015-06-03,1847.65
2015-06-04,1822.15
2015-06-05,1799.05
2015-06-08,1774.9
2015-06-09,1748.1
2015-06-10,1789.7
2015-06-11,1753.55
2015-06-12,1744.65
2015-06-15,1764.95
2015-06-16,1750.15
2015-06-17,1793.7
2015-06-18,1784.85
2015-06-19,1793.2
2015-06-22,1771.35
2015-06-23,1730.15
2015-06-24,1749.7
2015-06-25,1727.35
2015-06-26,1741.25
2015-06-29,1715.65
2015-06-30,1796.65
2015-07-01,1824.55
2015-07-02,1838.0
2015-07-03,1839.25
2015-07-06,1829.55
2015-07-07,1840.95
2015-07-08,1882.95
2015-07-09,1901.4
2015-07-10,1892.7
2015-07-13,1928.85
2015-07-14,1913.45
2015-07-15,1947.4
2015-07-16,2009.35
2015-07-17,1986.4
2015-07-20,2000.65
2015-07-21,1884.65
2015-07-22,1987.05
2015-07-23,1954.85
2015-07-24,1919.05
2015-07-27,1914.5
2015-07-28,1924.1
2015-07-29,1879.4
2015-07-30,1901.75
2015-07-31,1886.85
2015-08-03,1852.25
2015-08-04,1846.8
2015-08-05,1919.85
2015-08-06,1920.25
2015-08-07,1921.35
2015-08-10,1894.95
2015-08-11,1913.55
2015-08-12,2011.7
2015-08-13,1945.1
2015-08-14,1984.45
2015-08-17,1986.4
2015-08-18,1982.6
2015-08-19,2002.3
2015-08-20,1935.95
2015-08-21,1950.2
2015-08-24,1842.95
2015-08-25,1823.3
2015-08-26,1834.85
2015-08-27,1901.6
2015-08-28,1928.95
2015-08-31,1898.2
2015-09-01,1878.8
2015-09-02,1841.65
2015-09-03,1865.4
2015-09-04,1812.6
2015-09-07,1799.1
2015-09-08,1780.15
2015-09-09,1799.85
2015-09-10,1784.4
2015-09-11,1781.4
2015-09-14,1798.55
2015-09-15,1794.45
2015-09-16,1918.7
2015-09-18,1919.45
2015-09-21,1989.15
2015-09-22,1939.3
2015-09-23,2015.4
2015-09-24,2038.8
2015-09-28,2068.85
2015-09-29,2062.7
2015-09-30,2091.7
2015-10-01,2101.05
2015-10-05,2081.2
2015-10-06,425.65
2015-10-07,423.2
2015-10-08,409.3
2015-10-09,408.05
2015-10-12,407.1
2015-10-13,419.4
2015-10-14,423.15
2015-10-15,420.6
2015-10-16,418.5
2015-10-19,430.75
2015-10-20,432.15
2015-10-21,431.3
2015-10-23,443.1
2015-10-26,427.15
2015-10-27,425.0
2015-10-28,425.9
2015-10-29,416.75
2015-10-30,416.8
2015-11-02,410.4
2015-11-03,422.75
2015-11-04,430.8
2015-11-05,429.4
2015-11-06,411.3
2015-11-09,416.35
2015-11-10,410.4
