Date,JUBILANT
2015-01-01,142.0
2015-01-02,140.3
2015-01-05,139.65
2015-01-06,144.4
2015-01-07,159.95
2015-01-08,157.1
2015-01-09,152.5
2015-01-12,151.3
2015-01-13,145.7
2015-01-14,146.25
2015-01-15,147.8
2015-01-16,148.25
2015-01-19,159.25
2015-01-20,155.7
2015-01-21,169.95
2015-01-22,169.4
2015-01-23,165.45
2015-01-27,170.25
2015-01-28,169.05
2015-01-29,175.95
2015-01-30,172.7
2015-02-02,170.25
2015-02-03,172.15
2015-02-04,156.35
2015-02-05,163.15
2015-02-06,161.1
2015-02-09,158.5
2015-02-10,158.9
2015-02-11,157.0
2015-02-12,155.25
2015-02-13,153.3
2015-02-16,150.25
2015-02-18,152.85
2015-02-19,159.55
2015-02-20,161.95
2015-02-23,158.0
2015-02-24,164.35
2015-02-25,165.75
2015-02-26,159.0
2015-02-27,159.0
2015-02-28,159.5
2015-03-02,159.9
2015-03-03,161.8
2015-03-04,156.8
2015-03-05,155.25
2015-03-09,157.35
2015-03-10,158.65
2015-03-11,164.4
2015-03-12,164.4
2015-03-13,165.3
2015-03-16,163.4
2015-03-17,166.6
2015-03-18,163.15
2015-03-19,163.0
2015-03-20,158.45
2015-03-23,157.55
2015-03-24,157.55
2015-03-25,155.3
2015-03-26,149.65
2015-03-27,149.5
2015-03-30,153.85
2015-03-31,152.9
2015-04-01,156.55
2015-04-06,164.3
2015-04-07,175.05
2015-04-08,173.1
2015-04-09,170.15
2015-04-10,169.55
2015-04-13,169.6
2015-04-15,172.55
2015-04-16,172.15
2015-04-17,167.45
2015-04-20,159.7
2015-04-21,156.25
2015-04-22,156.15
2015-04-23,159.7
2015-04-24,151.5
2015-04-27,146.0
2015-04-28,148.7
2015-04-29,149.55
2015-04-30,150.35
2015-05-04,153.45
2015-05-05,183.5
2015-05-06,165.75
2015-05-07,159.55
2015-05-08,170.2
2015-05-11,166.95
2015-05-12,170.15
2015-05-13,167.5
2015-05-14,169.85
2015-05-15,167.1
2015-05-18,170.75
2015-05-19,168.7
2015-05-20,174.4
2015-05-21,171.2
2015-05-22,171.2
2015-05-25,172.95
2015-05-26,171.0
2015-05-27,171.05
2015-05-28,171.05
2015-05-29,174.25
2015-06-01,170.8
2015-06-02,170.75
2015-06-03,165.05
2015-06-04,165.15
2015-06-05,172.7
2015-06-08,168.3
2015-06-09,166.55
2015-06-10,168.75
2015-06-11,167.05
2015-06-12,170.9
2015-06-15,169.7
2015-06-16,168.1
2015-06-17,171.4
2015-06-18,169.85
2015-06-19,168.3
2015-06-22,170.5
2015-06-23,176.75
2015-06-24,172.7
2015-06-25,172.0
2015-06-26,170.5
2015-06-29,166.15
2015-06-30,167.0
2015-07-01,168.25
2015-07-02,168.85
2015-07-03,171.1
2015-07-06,171.1
2015-07-07,172.1
2015-07-08,174.65
2015-07-09,191.35
2015-07-10,202.3
2015-07-13,202.9
2015-07-14,197.05
2015-07-15,199.4
2015-07-16,204.7
2015-07-17,216.2
2015-07-20,211.3
2015-07-21,197.8
2015-07-22,213.3
2015-07-23,228.7
2015-07-24,229.8
2015-07-27,226.9
2015-07-28,252.65
2015-07-29,262.65
2015-07-30,262.9
2015-07-31,263.95
2015-08-03,275.8
2015-08-04,267.45
2015-08-05,272.6
2015-08-06,285.2
2015-08-07,287.15
2015-08-10,282.9
2015-08-11,313.35
2015-08-12,311.6
2015-08-13,321.8
2015-08-14,344.6
2015-08-17,340.2
2015-08-18,360.3
2015-08-19,352.95
2015-08-20,351.7
2015-08-21,369.15
2015-08-24,324.1
2015-08-25,333.5
2015-08-26,337.35
2015-08-27,354.9
2015-08-28,352.05
2015-08-31,357.15
2015-09-01,350.25
2015-09-02,352.05
2015-09-03,346.8
2015-09-04,332.25
2015-09-07,304.15
2015-09-08,305.55
2015-09-09,318.6
2015-09-10,320.9
2015-09-11,312.05
2015-09-14,320.3
2015-09-15,337.3
2015-09-16,331.35
2015-09-18,338.95
2015-09-21,346.6
2015-09-22,337.35
2015-09-23,365.55
2015-09-24,379.9
2015-09-28,369.65
2015-09-29,363.15
2015-09-30,379.65
2015-10-01,374.65
2015-10-05,377.85
2015-10-06,397.65
2015-10-07,399.2
2015-10-08,392.4
2015-10-09,374.45
2015-10-12,380.05
2015-10-13,385.05
2015-10-14,394.7
2015-10-15,391.75
2015-10-16,391.45
2015-10-19,389.4
2015-10-20,389.15
2015-10-21,416.5
2015-10-23,417.75
2015-10-26,413.2
2015-10-27,424.85
2015-10-28,408.45
2015-10-29,400.85
2015-10-30,409.55
2015-11-02,427.55
2015-11-03,427.25
2015-11-04,423.5
2015-11-05,397.0
2015-11-06,400.05
2015-11-09,405.1
2015-11-10,402.05
2015-11-11,405.65
2015-11-13,399.9
2015-11-16,410.2
2015-11-17,410.1
2015-11-18,402.85
2015-11-19,404.05
2015-11-20,404.7
2015-11-23,408.85
2015-11-24,418.25
2015-11-26,413.85
2015-11-27,408.9
2015-11-30,414.15
2015-12-01,448.1
2015-12-02,448.55
2015-12-03,441.6
2015-12-04,432.9
2015-12-07,450.15
2015-12-08,436.0
2015-12-09,424.8
2015-12-10,427.05
2015-12-11,424.65
2015-12-14,428.4
2015-12-15,428.3
2015-12-16,424.5
2015-12-17,423.0
2015-12-18,417.35
2015-12-21,426.15
2015-12-22,421.4
2015-12-23,419.0
2015-12-24,417.05
2015-12-28,408.65
2015-12-29,407.75
2015-12-30,413.0
2015-12-31,411.35
