Date,CANDC
2015-01-01,36.0
2015-01-02,35.1
2015-01-05,35.7
2015-01-06,33.45
2015-01-07,33.0
2015-01-08,33.95
2015-01-09,34.0
2015-01-12,33.3
2015-01-13,34.6
2015-01-14,33.25
2015-01-15,33.0
2015-01-16,32.75
2015-01-19,30.15
2015-01-20,29.55
2015-01-21,30.0
2015-01-22,29.35
2015-01-23,28.95
2015-01-27,27.0
2015-01-28,26.95
2015-01-29,27.5
2015-01-30,27.9
2015-02-02,28.8
2015-02-03,27.2
2015-02-04,29.3
2015-02-05,27.15
2015-02-06,27.1
2015-02-09,26.15
2015-02-10,25.65
2015-02-11,25.45
2015-02-12,24.9
2015-02-13,26.45
2015-02-16,26.0
2015-02-18,25.35
2015-02-19,25.9
2015-02-20,26.7
2015-02-23,25.3
2015-02-24,25.55
2015-02-25,25.8
2015-02-26,25.35
2015-02-27,25.5
2015-02-28,25.5
2015-03-02,25.95
2015-03-03,27.15
2015-03-04,26.8
2015-03-05,26.05
2015-03-09,26.05
2015-03-10,25.25
2015-03-11,24.9
2015-03-12,25.15
2015-03-13,25.9
2015-03-16,25.4
2015-03-17,24.35
2015-03-18,24.5
2015-03-19,24.25
2015-03-20,24.1
2015-03-23,22.4
2015-03-24,23.1
2015-03-25,24.0
2015-03-26,21.35
2015-03-27,21.85
2015-03-30,20.35
2015-03-31,20.5
2015-04-01,23.25
2015-04-06,24.8
2015-04-07,24.2
2015-04-08,24.4
2015-04-09,25.55
2015-04-10,25.8
2015-04-13,26.4
2015-04-15,25.75
2015-04-16,25.0
2015-04-17,24.85
2015-04-20,25.9
2015-04-21,26.0
2015-04-22,25.6
2015-04-23,25.95
2015-04-24,25.0
2015-04-27,23.65
2015-04-28,23.45
2015-04-29,23.9
2015-04-30,26.2
2015-05-04,25.55
2015-05-05,24.85
2015-05-06,24.2
2015-05-07,23.95
2015-05-08,23.8
2015-05-11,23.65
2015-05-12,22.3
2015-05-13,22.0
2015-05-14,22.15
2015-05-15,23.45
2015-05-18,24.6
2015-05-19,23.05
2015-05-20,22.95
2015-05-21,22.1
2015-05-22,21.4
2015-05-25,22.25
2015-05-26,21.45
2015-05-27,22.1
2015-05-28,21.6
2015-05-29,20.35
2015-06-01,19.0
2015-06-02,17.9
2015-06-03,16.85
2015-06-04,15.0
2015-06-05,16.5
2015-06-08,15.2
2015-06-09,14.85
2015-06-10,15.35
2015-06-11,15.1
2015-06-12,15.7
2015-06-15,15.9
2015-06-16,15.85
2015-06-17,16.25
2015-06-18,16.4
2015-06-19,15.65
2015-06-22,16.0
2015-06-23,15.0
2015-06-24,14.85
2015-06-25,14.95
2015-06-26,14.4
2015-06-29,14.45
2015-06-30,14.65
2015-07-01,14.8
2015-07-02,14.9
2015-07-03,15.1
2015-07-06,15.7
2015-07-07,16.2
2015-07-08,16.05
2015-07-09,16.4
2015-07-10,16.75
2015-07-13,17.2
2015-07-14,17.15
2015-07-15,17.2
2015-07-16,16.3
2015-07-17,16.65
2015-07-20,16.2
2015-07-21,15.75
2015-07-22,15.65
2015-07-23,14.9
2015-07-24,15.55
2015-07-27,15.25
2015-07-28,14.8
2015-07-29,14.95
2015-07-30,15.7
2015-07-31,16.25
2015-08-03,16.85
2015-08-04,16.6
2015-08-05,16.5
2015-08-06,17.15
2015-08-07,18.75
2015-08-10,20.0
2015-08-11,19.4
2015-08-12,18.8
2015-08-13,17.1
2015-08-14,17.05
2015-08-17,17.35
2015-08-18,16.55
2015-08-19,16.6
2015-08-20,15.95
2015-08-21,15.0
2015-08-24,13.45
2015-08-25,13.8
2015-08-26,14.15
2015-08-27,14.5
2015-08-28,14.05
2015-08-31,13.75
2015-09-01,13.85
2015-09-02,13.55
2015-09-03,13.25
2015-09-04,13.0
2015-09-07,11.95
2015-09-08,11.4
2015-09-09,11.75
2015-09-10,11.45
2015-09-11,11.45
2015-09-14,11.8
2015-09-15,11.7
2015-09-16,11.45
2015-09-18,11.8
2015-09-21,11.95
2015-09-22,11.6
2015-09-23,11.3
2015-09-24,13.55
2015-09-28,16.25
2015-09-29,19.5
2015-09-30,21.45
2015-10-01,22.65
2015-10-05,21.95
2015-10-06,19.8
2015-10-07,17.85
2015-10-08,17.85
2015-10-09,17.5
2015-10-12,17.3
2015-10-13,16.95
2015-10-14,16.35
2015-10-15,16.45
2015-10-16,15.65
2015-10-19,14.9
2015-10-20,15.35
2015-10-21,15.75
2015-10-23,15.2
2015-10-26,14.55
2015-10-27,14.55
2015-10-28,14.05
2015-10-29,14.2
2015-10-30,13.95
2015-11-02,13.45
2015-11-03,13.3
2015-11-04,12.95
2015-11-05,12.85
2015-11-06,12.75
2015-11-09,12.65
2015-11-10,12.25
2015-11-11,12.5
2015-11-13,12.5
2015-11-16,12.5
2015-11-17,12.15
2015-11-18,11.85
2015-11-19,12.1
2015-11-20,11.95
2015-11-23,12.0
2015-11-24,12.05
2015-11-26,12.5
2015-11-27,12.35
2015-11-30,12.85
2015-12-01,13.4
2015-12-02,14.05
2015-12-03,13.9
2015-12-04,13.45
2015-12-07,13.3
2015-12-08,12.55
2015-12-09,11.75
2015-12-10,11.85
2015-12-11,12.0
2015-12-14,12.0
2015-12-15,11.95
2015-12-16,13.1
2015-12-17,14.4
2015-12-18,15.8
2015-12-21,16.55
2015-12-22,15.9
2015-12-23,15.15
2015-12-24,15.0
2015-12-28,15.15
2015-12-29,15.05
2015-12-30,14.9
2015-12-31,14.25
