Date,ATLANTA
2015-01-01,61.95
2015-01-02,62.75
2015-01-05,63.1
2015-01-06,61.15
2015-01-07,60.45
2015-01-08,63.8
2015-01-09,66.95
2015-01-12,68.65
2015-01-13,66.7
2015-01-14,65.1
2015-01-15,70.25
2015-01-16,68.25
2015-01-19,68.35
2015-01-20,68.5
2015-01-21,67.15
2015-01-22,67.0
2015-01-23,69.9
2015-01-27,70.05
2015-01-28,73.45
2015-01-29,75.7
2015-01-30,78.0
2015-02-02,81.05
2015-02-03,80.1
2015-02-04,92.9
2015-02-05,95.05
2015-02-06,94.3
2015-02-09,90.0
2015-02-10,93.15
2015-02-11,91.55
2015-02-12,90.9
2015-02-13,88.1
2015-02-16,81.65
2015-02-18,78.2
2015-02-19,81.1
2015-02-20,79.5
2015-02-23,77.55
2015-02-24,74.8
2015-02-25,75.3
2015-02-26,74.45
2015-02-27,76.8
2015-02-28,75.7
2015-03-02,77.65
2015-03-03,82.0
2015-03-04,78.9
2015-03-05,79.25
2015-03-09,76.3
2015-03-10,77.35
2015-03-11,76.95
2015-03-12,76.5
2015-03-13,78.15
2015-03-16,76.95
2015-03-17,76.8
2015-03-18,77.1
2015-03-19,74.45
2015-03-20,72.7
2015-03-23,70.9
2015-03-24,70.0
2015-03-25,66.2
2015-03-26,64.25
2015-03-27,63.65
2015-03-30,68.95
2015-03-31,66.4
2015-04-01,68.6
2015-04-06,68.5
2015-04-07,68.3
2015-04-08,68.15
2015-04-09,68.75
2015-04-10,70.85
2015-04-13,70.25
2015-04-15,79.65
2015-04-16,78.65
2015-04-17,74.85
2015-04-20,69.95
2015-04-21,68.85
2015-04-22,66.8
2015-04-23,65.9
2015-04-24,64.35
2015-04-27,66.8
2015-04-28,66.2
2015-04-29,68.55
2015-04-30,68.2
2015-05-04,68.6
2015-05-05,67.95
2015-05-06,64.1
2015-05-07,61.9
2015-05-08,63.8
2015-05-11,63.6
2015-05-12,61.55
2015-05-13,63.5
2015-05-14,63.6
2015-05-15,63.6
2015-05-18,64.2
2015-05-19,64.45
2015-05-20,64.6
2015-05-21,64.1
2015-05-22,64.25
2015-05-25,61.2
2015-05-26,59.15
2015-05-27,57.1
2015-05-28,61.1
2015-05-29,59.35
2015-06-01,59.05
2015-06-02,58.05
2015-06-03,55.25
2015-06-04,54.55
2015-06-05,54.2
2015-06-08,53.3
2015-06-09,51.9
2015-06-10,52.05
2015-06-11,47.5
2015-06-12,47.35
2015-06-15,47.8
2015-06-16,46.65
2015-06-17,46.65
2015-06-18,45.95
2015-06-19,46.1
2015-06-22,47.75
2015-06-23,53.8
2015-06-24,50.8
2015-06-25,51.85
2015-06-26,53.05
2015-06-29,49.3
2015-06-30,51.15
2015-07-01,53.95
2015-07-02,53.4
2015-07-03,55.9
2015-07-06,55.6
2015-07-07,54.05
2015-07-08,53.2
2015-07-09,52.9
2015-07-10,52.7
2015-07-13,53.15
2015-07-14,54.0
2015-07-15,54.8
2015-07-16,54.25
2015-07-17,52.45
2015-07-20,52.6
2015-07-21,51.15
2015-07-22,50.7
2015-07-23,52.2
2015-07-24,51.1
2015-07-27,49.45
2015-07-28,49.25
2015-07-29,48.75
2015-07-30,50.9
2015-07-31,50.45
2015-08-03,51.45
2015-08-04,51.45
2015-08-05,52.3
2015-08-06,52.7
2015-08-07,52.45
2015-08-10,52.85
2015-08-11,52.4
2015-08-12,50.35
2015-08-13,49.6
2015-08-14,47.9
2015-08-17,44.5
2015-08-18,46.85
2015-08-19,46.3
2015-08-20,45.2
2015-08-21,43.7
2015-08-24,36.85
2015-08-25,34.5
2015-08-26,35.6
2015-08-27,36.85
2015-08-28,35.15
2015-08-31,33.05
2015-09-01,31.4
2015-09-02,31.1
2015-09-03,31.0
2015-09-04,30.3
2015-09-07,27.8
2015-09-08,28.0
2015-09-09,28.4
2015-09-10,27.25
2015-09-11,27.4
2015-09-14,30.1
2015-09-15,31.15
2015-09-16,30.5
2015-09-18,30.85
2015-09-21,31.25
2015-09-22,30.55
2015-09-23,30.65
2015-09-24,30.65
2015-09-28,30.9
2015-09-29,31.0
2015-09-30,31.5
2015-10-01,31.1
2015-10-05,32.5
2015-10-06,32.4
2015-10-07,32.8
2015-10-08,33.0
2015-10-09,33.9
2015-10-12,33.05
2015-10-13,32.75
2015-10-14,33.35
2015-10-15,33.4
2015-10-16,33.6
2015-10-19,33.45
2015-10-20,33.95
2015-10-21,33.55
2015-10-23,33.95
2015-10-26,33.4
2015-10-27,33.5
2015-10-28,33.15
2015-10-29,33.0
2015-10-30,32.1
2015-11-02,31.45
2015-11-03,31.25
2015-11-04,31.65
2015-11-05,30.3
2015-11-06,30.05
2015-11-09,29.95
2015-11-10,29.9
2015-11-11,31.25
2015-11-13,30.9
2015-11-16,29.95
2015-11-17,30.05
2015-11-18,29.6
2015-11-19,29.7
2015-11-20,29.9
2015-11-23,30.0
2015-11-24,30.35
2015-11-26,31.4
2015-11-27,32.75
2015-11-30,33.4
2015-12-01,32.6
2015-12-02,31.85
2015-12-03,31.4
2015-12-04,29.85
2015-12-07,29.0
2015-12-08,28.25
2015-12-09,26.8
2015-12-10,25.95
2015-12-11,26.0
2015-12-14,27.95
2015-12-15,29.05
2015-12-16,28.75
2015-12-17,29.1
2015-12-18,29.15
2015-12-21,32.35
2015-12-22,35.55
2015-12-23,39.15
2015-12-24,39.75
2015-12-28,38.65
2015-12-29,37.05
2015-12-30,37.5
2015-12-31,40.4
