Date,BANKBARODA
2015-01-01,1083.05
2015-01-02,1096.25
2015-01-05,1095.95
2015-01-06,1059.5
2015-01-07,1066.7
2015-01-08,1077.6
2015-01-09,1060.45
2015-01-12,1080.0
2015-01-13,1081.6
2015-01-14,1075.05
2015-01-15,1098.2
2015-01-16,1080.85
2015-01-19,1084.85
2015-01-20,1086.8
2015-01-21,1127.9
2015-01-22,223.85
2015-01-23,223.1
2015-01-27,222.95
2015-01-28,223.55
2015-01-29,217.15
2015-01-30,193.15
2015-02-02,187.85
2015-02-03,185.05
2015-02-04,184.9
2015-02-05,177.55
2015-02-06,175.95
2015-02-09,173.45
2015-02-10,176.4
2015-02-11,180.95
2015-02-12,180.8
2015-02-13,182.95
2015-02-16,182.75
2015-02-18,183.2
2015-02-19,178.55
2015-02-20,183.3
2015-02-23,182.35
2015-02-24,176.75
2015-02-25,177.15
2015-02-26,171.35
2015-02-27,181.0
2015-02-28,185.2
2015-03-02,182.4
2015-03-03,187.2
2015-03-04,180.4
2015-03-05,184.05
2015-03-09,180.05
2015-03-10,179.85
2015-03-11,176.9
2015-03-12,179.85
2015-03-13,179.0
2015-03-16,182.65
2015-03-17,182.4
2015-03-18,182.25
2015-03-19,176.5
2015-03-20,172.65
2015-03-23,169.65
2015-03-24,167.9
2015-03-25,165.85
2015-03-26,161.0
2015-03-27,160.95
2015-03-30,163.85
2015-03-31,163.5
2015-04-01,168.9
2015-04-06,168.5
2015-04-07,170.05
2015-04-08,168.85
2015-04-09,171.75
2015-04-10,174.2
2015-04-13,175.55
2015-04-15,178.5
2015-04-16,177.15
2015-04-17,177.6
2015-04-20,179.5
2015-04-21,180.15
2015-04-22,179.85
2015-04-23,179.45
2015-04-24,174.15
2015-04-27,170.85
2015-04-28,173.45
2015-04-29,171.85
2015-04-30,169.0
2015-05-04,170.7
2015-05-05,170.0
2015-05-06,162.15
2015-05-07,153.45
2015-05-08,145.1
2015-05-11,169.7
2015-05-12,158.4
2015-05-13,162.45
2015-05-14,164.55
2015-05-15,160.15
2015-05-18,162.0
2015-05-19,160.65
2015-05-20,159.75
2015-05-21,156.55
2015-05-22,155.4
2015-05-25,157.8
2015-05-26,159.45
2015-05-27,161.15
2015-05-28,160.1
2015-05-29,162.6
2015-06-01,165.2
2015-06-02,160.4
2015-06-03,161.25
2015-06-04,161.7
2015-06-05,160.25
2015-06-08,155.8
2015-06-09,153.15
2015-06-10,152.95
2015-06-11,148.5
2015-06-12,146.95
2015-06-15,143.0
2015-06-16,142.0
2015-06-17,140.65
2015-06-18,138.65
2015-06-19,142.1
2015-06-22,146.4
2015-06-23,150.3
2015-06-24,145.9
2015-06-25,145.0
2015-06-26,144.55
2015-06-29,144.1
2015-06-30,144.15
2015-07-01,150.3
2015-07-02,150.0
2015-07-03,150.8
2015-07-06,153.15
2015-07-07,153.65
2015-07-08,151.35
2015-07-09,152.95
2015-07-10,156.45
2015-07-13,156.35
2015-07-14,155.8
2015-07-15,156.4
2015-07-16,155.55
2015-07-17,156.25
2015-07-20,152.95
2015-07-21,150.7
2015-07-22,152.7
2015-07-23,152.75
2015-07-24,155.75
2015-07-27,152.3
2015-07-28,153.85
2015-07-29,153.2
2015-07-30,168.6
2015-07-31,177.5
2015-08-03,184.85
2015-08-04,191.05
2015-08-05,189.0
2015-08-06,189.4
2015-08-07,185.0
2015-08-10,182.1
2015-08-11,178.05
2015-08-12,176.05
2015-08-13,176.75
2015-08-14,184.4
2015-08-17,212.8
2015-08-18,212.9
2015-08-19,208.75
2015-08-20,201.1
2015-08-21,199.65
2015-08-24,182.6
2015-08-25,182.65
2015-08-26,177.2
2015-08-27,187.8
2015-08-28,185.2
2015-08-31,184.75
2015-09-01,172.5
2015-09-02,169.5
2015-09-03,175.6
2015-09-04,174.25
2015-09-07,169.8
2015-09-08,177.7
2015-09-09,180.6
2015-09-10,178.95
2015-09-11,181.3
2015-09-14,186.55
2015-09-15,181.85
2015-09-16,182.55
2015-09-18,190.3
2015-09-21,192.1
2015-09-22,186.85
2015-09-23,188.25
2015-09-24,186.4
2015-09-28,183.55
2015-09-29,187.25
2015-09-30,183.2
2015-10-01,181.1
2015-10-05,186.4
2015-10-06,184.35
2015-10-07,186.35
2015-10-08,185.9
2015-10-09,182.1
2015-10-12,176.8
2015-10-13,176.0
2015-10-14,173.5
2015-10-15,179.9
2015-10-16,177.7
2015-10-19,175.55
2015-10-20,176.25
2015-10-21,174.75
2015-10-23,173.1
2015-10-26,172.05
2015-10-27,168.35
2015-10-28,164.05
2015-10-29,162.45
2015-10-30,160.2
2015-11-02,161.85
2015-11-03,161.95
2015-11-04,163.45
2015-11-05,159.4
2015-11-06,167.05
2015-11-09,171.45
2015-11-10,172.95
2015-11-11,173.75
2015-11-13,174.2
2015-11-16,176.45
2015-11-17,173.25
2015-11-18,168.35
2015-11-19,168.1
2015-11-20,171.9
2015-11-23,169.35
2015-11-24,168.2
2015-11-26,170.05
2015-11-27,179.6
2015-11-30,179.9
2015-12-01,177.55
2015-12-02,173.8
2015-12-03,171.25
2015-12-04,166.9
2015-12-07,165.7
2015-12-08,161.7
2015-12-09,160.25
2015-12-10,159.35
2015-12-11,155.25
2015-12-14,156.8
2015-12-15,158.35
2015-12-16,159.8
2015-12-17,159.95
2015-12-18,159.0
2015-12-21,159.45
2015-12-22,157.1
2015-12-23,158.55
2015-12-24,158.3
2015-12-28,158.95
2015-12-29,157.85
2015-12-30,156.1
2015-12-31,156.65
