Date,KICL
2015-01-01,1495.6
2015-01-02,1453.0
2015-01-05,1461.15
2015-01-06,1358.55
2015-01-07,1328.8
2015-01-08,1372.05
2015-01-09,1370.95
2015-01-12,1427.15
2015-01-13,1454.5
2015-01-14,1455.3
2015-01-15,1470.45
2015-01-16,1461.6
2015-01-19,1436.35
2015-01-20,1415.05
2015-01-21,1390.7
2015-01-22,1385.0
2015-01-23,1365.75
2015-01-27,1372.25
2015-01-28,1331.7
2015-01-29,1405.95
2015-01-30,1350.55
2015-02-02,1393.1
2015-02-03,1434.45
2015-02-04,1410.6
2015-02-05,1350.25
2015-02-06,1322.55
2015-02-09,1311.4
2015-02-10,1322.85
2015-02-11,1365.75
2015-02-12,1399.15
2015-02-13,1401.15
2015-02-16,1439.65
2015-02-18,1463.7
2015-02-19,1560.55
2015-02-20,1660.8
2015-02-23,1693.05
2015-02-24,1763.5
2015-02-25,1854.2
2015-02-26,1729.7
2015-02-27,1808.3
2015-02-28,1763.25
2015-03-02,1765.5
2015-03-03,1752.3
2015-03-04,1696.05
2015-03-05,1725.5
2015-03-09,1767.15
2015-03-10,1795.15
2015-03-11,1811.4
2015-03-12,1857.15
2015-03-13,1828.7
2015-03-16,1819.3
2015-03-17,1839.55
2015-03-18,1946.65
2015-03-19,2104.65
2015-03-20,2214.45
2015-03-23,2186.2
2015-03-24,2208.75
2015-03-25,2286.95
2015-03-26,2198.35
2015-03-27,2104.6
2015-03-30,2151.6
2015-03-31,2130.45
2015-04-01,2114.35
2015-04-06,2192.2
2015-04-07,2204.15
2015-04-08,2151.5
2015-04-09,2147.6
2015-04-10,2120.8
2015-04-13,2164.5
2015-04-15,2377.05
2015-04-16,2423.35
2015-04-17,2385.0
2015-04-20,2340.95
2015-04-21,2342.35
2015-04-22,2386.25
2015-04-23,2394.15
2015-04-24,2272.95
2015-04-27,2156.5
2015-04-28,2280.0
2015-04-29,2422.75
2015-04-30,2427.85
2015-05-04,2539.85
2015-05-05,2537.4
2015-05-06,2478.55
2015-05-07,2466.3
2015-05-08,2428.3
2015-05-11,2487.4
2015-05-12,2452.25
2015-05-13,2511.55
2015-05-14,2491.35
2015-05-15,2544.6
2015-05-18,2549.2
2015-05-19,2555.95
2015-05-20,2562.2
2015-05-21,2556.1
2015-05-22,2557.05
2015-05-25,2501.45
2015-05-26,2551.25
2015-05-27,2549.85
2015-05-28,2639.0
2015-05-29,2680.0
2015-06-01,2749.45
2015-06-02,2743.45
2015-06-03,2652.85
2015-06-04,2699.85
2015-06-05,2722.05
2015-06-08,2699.5
2015-06-09,2482.9
2015-06-10,2604.4
2015-06-11,2504.0
2015-06-12,2582.35
2015-06-15,2594.25
2015-06-16,2592.65
2015-06-17,2595.1
2015-06-18,2559.75
2015-06-19,2563.4
2015-06-22,2589.65
