Date,AEGISCHEM
2015-01-01,445.7
2015-01-02,442.25
2015-01-05,444.9
2015-01-06,432.2
2015-01-07,423.35
2015-01-08,431.85
2015-01-09,441.45
2015-01-12,437.0
2015-01-13,426.1
2015-01-14,434.3
2015-01-15,430.65
2015-01-16,432.0
2015-01-19,432.6
2015-01-20,443.2
2015-01-21,436.55
2015-01-22,454.25
2015-01-23,445.85
2015-01-27,442.25
2015-01-28,433.1
2015-01-29,434.5
2015-01-30,423.0
2015-02-02,425.2
2015-02-03,445.75
2015-02-04,445.0
2015-02-05,441.95
2015-02-06,429.0
2015-02-09,416.95
2015-02-10,407.9
2015-02-11,414.75
2015-02-12,428.9
2015-02-13,432.5
2015-02-16,434.6
2015-02-18,429.1
2015-02-19,426.35
2015-02-20,427.45
2015-02-23,420.4
2015-02-24,416.0
2015-02-25,411.2
2015-02-26,419.2
2015-02-27,423.0
2015-02-28,416.95
2015-03-02,422.95
2015-03-03,437.65
2015-03-04,456.2
2015-03-05,547.4
2015-03-09,514.3
2015-03-10,555.95
2015-03-11,545.45
2015-03-12,543.05
2015-03-13,526.25
2015-03-16,533.55
2015-03-17,540.6
2015-03-18,629.5
2015-03-19,588.25
2015-03-20,580.4
2015-03-23,571.0
2015-03-24,582.05
2015-03-25,565.2
2015-03-26,557.1
2015-03-27,553.95
2015-03-30,596.4
2015-03-31,606.15
2015-04-01,658.4
2015-04-06,645.8
2015-04-07,670.1
2015-04-08,670.45
2015-04-09,707.35
2015-04-10,730.85
2015-04-13,745.95
2015-04-15,745.95
2015-04-16,771.0
2015-04-17,732.05
2015-04-20,696.4
2015-04-21,695.85
2015-04-22,710.7
2015-04-23,700.05
2015-04-24,689.65
2015-04-27,647.65
2015-04-28,699.85
2015-04-29,718.8
2015-04-30,692.2
2015-05-04,694.0
2015-05-05,700.75
2015-05-06,681.0
2015-05-07,689.5
2015-05-08,686.3
2015-05-11,692.7
2015-05-12,665.95
2015-05-13,690.25
2015-05-14,687.0
2015-05-15,681.8
2015-05-18,682.35
2015-05-19,691.1
2015-05-20,686.9
2015-05-21,686.9
2015-05-22,681.65
2015-05-25,696.4
2015-05-26,706.0
2015-05-27,712.35
2015-05-28,700.85
2015-05-29,706.75
2015-06-01,689.05
2015-06-02,672.0
2015-06-03,682.0
2015-06-04,703.4
2015-06-05,731.0
2015-06-08,716.0
2015-06-09,707.7
2015-06-10,720.1
2015-06-11,723.4
2015-06-12,734.25
2015-06-15,743.3
2015-06-16,724.85
2015-06-17,725.35
2015-06-18,726.55
2015-06-19,725.85
2015-06-22,726.85
2015-06-23,729.65
2015-06-24,725.85
2015-06-25,786.85
2015-06-26,816.95
2015-06-29,799.45
2015-06-30,795.45
2015-07-01,799.45
2015-07-02,822.3
2015-07-03,824.5
2015-07-06,860.65
2015-07-07,846.2
2015-07-08,843.0
2015-07-09,846.15
2015-07-10,829.3
2015-07-13,834.9
2015-07-14,864.1
2015-07-15,861.0
2015-07-16,844.95
2015-07-17,837.55
2015-07-20,866.65
2015-07-21,845.15
2015-07-22,857.4
2015-07-23,851.35
2015-07-24,855.95
2015-07-27,860.9
2015-07-28,855.1
2015-07-29,904.05
2015-07-30,884.35
2015-07-31,872.75
2015-08-03,841.35
2015-08-04,847.5
2015-08-05,829.3
2015-08-06,819.95
2015-08-07,803.55
2015-08-10,820.7
2015-08-11,845.05
2015-08-12,822.4
2015-08-13,809.85
2015-08-14,830.9
2015-08-17,821.5
2015-08-18,819.75
2015-08-19,835.55
2015-08-20,831.95
2015-08-21,807.85
2015-08-24,712.35
2015-08-25,729.45
2015-08-26,757.15
2015-08-27,791.2
2015-08-28,792.0
2015-08-31,800.85
2015-09-01,794.95
2015-09-02,772.55
2015-09-03,782.6
2015-09-04,774.75
2015-09-07,782.05
2015-09-08,794.35
2015-09-09,799.6
2015-09-10,782.2
2015-09-11,807.8
2015-09-14,813.75
2015-09-15,814.6
2015-09-16,80.6
2015-09-18,93.35
2015-09-21,95.3
2015-09-22,95.35
2015-09-23,93.65
2015-09-24,91.45
2015-09-28,87.55
2015-09-29,86.55
2015-09-30,88.3
2015-10-01,87.05
2015-10-05,92.6
2015-10-06,90.05
2015-10-07,91.55
2015-10-08,90.25
2015-10-09,88.65
2015-10-12,89.0
2015-10-13,89.15
2015-10-14,89.15
2015-10-15,88.9
2015-10-16,87.4
2015-10-19,87.2
2015-10-20,86.0
2015-10-21,85.55
2015-10-23,88.0
2015-10-26,88.05
2015-10-27,89.25
2015-10-28,100.2
2015-10-29,92.85
2015-10-30,99.9
2015-11-02,102.7
2015-11-03,110.05
2015-11-04,96.0
2015-11-05,94.65
2015-11-06,92.85
2015-11-09,94.2
2015-11-10,93.1
2015-11-11,94.85
2015-11-13,94.4
2015-11-16,102.15
2015-11-17,97.15
2015-11-18,98.1
2015-11-19,100.0
2015-11-20,101.05
2015-11-23,100.95
2015-11-24,101.9
2015-11-26,105.45
2015-11-27,109.05
2015-11-30,107.95
2015-12-01,108.0
2015-12-02,105.9
2015-12-03,107.3
2015-12-04,110.85
2015-12-07,112.1
2015-12-08,107.3
2015-12-09,100.25
2015-12-10,103.1
2015-12-11,105.9
2015-12-14,103.55
2015-12-15,103.4
2015-12-16,101.15
2015-12-17,101.6
2015-12-18,104.7
2015-12-21,103.3
2015-12-22,101.05
2015-12-23,103.95
2015-12-24,103.15
2015-12-28,104.1
2015-12-29,109.05
2015-12-30,107.05
2015-12-31,104.95
