Date,DRREDDY
2015-01-01,3210.5
2015-01-02,3221.4
2015-01-05,3148.4
2015-01-06,3065.55
2015-01-07,3039.2
2015-01-08,3066.3
2015-01-09,3163.8
2015-01-12,3207.25
2015-01-13,3223.35
2015-01-14,3208.25
2015-01-15,3240.55
2015-01-16,3285.8
2015-01-19,3323.9
2015-01-20,3306.2
2015-01-21,3335.85
2015-01-22,3361.25
2015-01-23,3349.6
2015-01-27,3212.4
2015-01-28,3239.05
2015-01-29,3363.3
2015-01-30,3233.25
2015-02-02,3139.1
2015-02-03,3087.15
2015-02-04,3096.9
2015-02-05,3072.05
2015-02-06,3044.3
2015-02-09,3099.1
2015-02-10,3130.5
2015-02-11,3152.4
2015-02-12,3331.2
2015-02-13,3343.95
2015-02-16,3351.25
2015-02-18,3354.25
2015-02-19,3382.9
2015-02-20,3403.9
2015-02-23,3389.8
2015-02-24,3359.75
2015-02-25,3279.35
2015-02-26,3252.2
2015-02-27,3278.05
2015-02-28,3349.05
2015-03-02,3386.65
2015-03-03,3407.9
2015-03-04,3390.45
2015-03-05,3441.5
2015-03-09,3467.55
2015-03-10,3437.3
2015-03-11,3468.0
2015-03-12,3432.8
2015-03-13,3376.55
2015-03-16,3313.0
2015-03-17,3437.45
2015-03-18,3427.05
2015-03-19,3424.7
2015-03-20,3426.6
2015-03-23,3458.65
2015-03-24,3511.45
2015-03-25,3510.6
2015-03-26,3445.7
2015-03-27,3415.4
2015-03-30,3425.3
2015-03-31,3488.75
2015-04-01,3533.65
2015-04-06,3677.85
2015-04-07,3684.85
2015-04-08,3755.45
2015-04-09,3740.25
2015-04-10,3797.4
2015-04-13,3795.35
2015-04-15,3753.6
2015-04-16,3680.3
2015-04-17,3647.15
2015-04-20,3567.0
2015-04-21,3462.0
2015-04-22,3570.3
2015-04-23,3528.8
2015-04-24,3484.15
2015-04-27,3385.6
2015-04-28,3412.25
2015-04-29,3382.45
2015-04-30,3310.25
2015-05-04,3395.05
2015-05-05,3402.65
2015-05-06,3353.4
2015-05-07,3282.9
2015-05-08,3350.45
2015-05-11,3359.7
2015-05-12,3468.9
2015-05-13,3494.15
2015-05-14,3519.4
2015-05-15,3496.45
2015-05-18,3622.45
2015-05-19,3636.0
2015-05-20,3608.75
2015-05-21,3619.2
2015-05-22,3642.65
2015-05-25,3585.45
2015-05-26,3547.25
2015-05-27,3586.65
2015-05-28,3527.95
2015-05-29,3535.25
2015-06-01,3538.45
2015-06-02,3473.75
2015-06-03,3428.05
2015-06-04,3422.0
2015-06-05,3415.6
2015-06-08,3407.05
2015-06-09,3321.9
2015-06-10,3366.6
2015-06-11,3312.75
2015-06-12,3317.55
2015-06-15,3320.6
2015-06-16,3286.6
2015-06-17,3347.2
2015-06-18,3377.45
2015-06-19,3384.75
2015-06-22,3425.9
2015-06-23,3443.35
2015-06-24,3434.55
2015-06-25,3485.45
2015-06-26,3530.1
2015-06-29,3521.15
2015-06-30,3559.45
2015-07-01,3573.6
2015-07-02,3547.7
2015-07-03,3587.75
2015-07-06,3716.7
2015-07-07,3739.95
2015-07-08,3720.85
2015-07-09,3732.05
2015-07-10,3750.5
2015-07-13,3758.15
2015-07-14,3772.95
2015-07-15,3815.0
2015-07-16,3866.5
2015-07-17,3877.05
2015-07-20,3930.25
2015-07-21,3853.15
2015-07-22,3847.75
2015-07-23,3913.4
2015-07-24,3908.9
2015-07-27,3854.85
2015-07-28,3749.1
2015-07-29,3712.35
2015-07-30,3913.1
2015-07-31,4076.1
2015-08-03,4143.9
2015-08-04,4161.75
2015-08-05,4191.8
2015-08-06,4266.6
2015-08-07,4258.85
2015-08-10,4259.7
2015-08-11,4223.85
2015-08-12,4275.0
2015-08-13,4291.75
2015-08-14,4257.75
2015-08-17,4181.45
2015-08-18,4191.35
2015-08-19,4231.3
2015-08-20,4295.6
2015-08-21,4244.05
2015-08-24,4043.25
2015-08-25,4105.35
2015-08-26,4061.2
2015-08-27,4130.1
2015-08-28,4180.75
2015-08-31,4302.65
2015-09-01,4249.1
2015-09-02,4200.15
2015-09-03,4209.2
2015-09-04,4052.85
2015-09-07,3946.5
2015-09-08,3977.55
2015-09-09,4041.05
2015-09-10,3973.55
2015-09-11,4014.2
2015-09-14,4042.7
2015-09-15,4005.5
2015-09-16,4010.4
2015-09-18,4005.85
2015-09-21,3957.3
2015-09-22,3929.7
2015-09-23,3934.5
2015-09-24,3970.25
2015-09-28,4191.25
2015-09-29,4081.45
2015-09-30,4162.35
2015-10-01,4232.95
2015-10-05,4180.25
2015-10-06,4246.5
2015-10-07,4195.55
2015-10-08,4225.2
2015-10-09,4257.85
2015-10-12,4187.5
2015-10-13,4228.05
2015-10-14,4196.85
2015-10-15,4207.45
2015-10-16,4264.95
2015-10-19,4347.6
2015-10-20,4319.7
2015-10-21,4173.6
2015-10-23,4188.4
2015-10-26,4200.75
2015-10-27,4179.1
2015-10-28,4113.65
2015-10-29,4221.35
2015-10-30,4279.9
2015-11-02,4296.3
2015-11-03,4335.15
2015-11-04,4322.9
2015-11-05,4249.4
2015-11-06,3630.65
2015-11-09,3501.15
2015-11-10,3330.7
2015-11-11,3360.05
2015-11-13,3389.6
2015-11-16,3509.2
2015-11-17,3441.3
2015-11-18,3366.95
2015-11-19,3281.1
2015-11-20,3353.1
2015-11-23,3409.25
2015-11-24,3387.7
2015-11-26,3100.75
2015-11-27,3099.3
2015-11-30,3107.8
2015-12-01,3210.9
2015-12-02,3251.65
2015-12-03,3223.65
2015-12-04,3195.5
2015-12-07,3179.9
2015-12-08,3063.2
2015-12-09,2995.2
2015-12-10,2995.3
2015-12-11,2969.0
2015-12-14,3010.4
2015-12-15,2994.2
2015-12-16,3004.5
2015-12-17,3017.95
2015-12-18,2974.2
2015-12-21,3009.45
2015-12-22,3001.1
2015-12-23,3024.6
2015-12-24,3010.0
2015-12-28,3120.7
2015-12-29,3100.5
2015-12-30,3121.15
2015-12-31,3108.6
