Date,GMDCLTD
2015-01-01,132.0
2015-01-02,132.35
2015-01-05,131.5
2015-01-06,128.15
2015-01-07,123.4
2015-01-08,127.8
2015-01-09,128.9
2015-01-12,124.85
2015-01-13,127.0
2015-01-14,126.35
2015-01-15,126.8
2015-01-16,125.95
2015-01-19,129.1
2015-01-20,129.9
2015-01-21,131.1
2015-01-22,132.25
2015-01-23,131.05
2015-01-27,128.3
2015-01-28,125.6
2015-01-29,124.75
2015-01-30,123.2
2015-02-02,123.3
2015-02-03,120.75
2015-02-04,123.2
2015-02-05,123.25
2015-02-06,121.1
2015-02-09,120.05
2015-02-10,118.3
2015-02-11,118.5
2015-02-12,120.2
2015-02-13,119.45
2015-02-16,119.4
2015-02-18,120.2
2015-02-19,120.75
2015-02-20,120.05
2015-02-23,117.85
2015-02-24,117.95
2015-02-25,117.7
2015-02-26,116.75
2015-02-27,118.0
2015-02-28,116.85
2015-03-02,116.15
2015-03-03,121.45
2015-03-04,122.95
2015-03-05,121.55
2015-03-09,117.4
2015-03-10,116.65
2015-03-11,116.45
2015-03-12,114.05
2015-03-13,114.3
2015-03-16,114.45
2015-03-17,117.7
2015-03-18,116.25
2015-03-19,118.1
2015-03-20,117.25
2015-03-23,115.8
2015-03-24,116.2
2015-03-25,114.6
2015-03-26,112.1
2015-03-27,112.0
2015-03-30,114.95
2015-03-31,112.15
2015-04-01,114.8
2015-04-06,114.6
2015-04-07,116.6
2015-04-08,116.8
2015-04-09,117.9
2015-04-10,117.85
2015-04-13,117.15
2015-04-15,114.0
2015-04-16,112.2
2015-04-17,111.6
2015-04-20,109.4
2015-04-21,108.65
2015-04-22,107.25
2015-04-23,108.0
2015-04-24,107.3
2015-04-27,105.9
2015-04-28,105.0
2015-04-29,102.75
2015-04-30,101.05
2015-05-04,98.0
2015-05-05,101.6
2015-05-06,97.15
2015-05-07,96.75
2015-05-08,96.05
2015-05-11,97.0
2015-05-12,97.85
2015-05-13,97.7
2015-05-14,98.85
2015-05-15,101.3
2015-05-18,100.9
2015-05-19,101.3
2015-05-20,101.35
2015-05-21,100.6
2015-05-22,100.1
2015-05-25,100.25
2015-05-26,100.15
2015-05-27,101.05
2015-05-28,101.55
2015-05-29,99.4
2015-06-01,99.85
2015-06-02,98.6
2015-06-03,97.15
2015-06-04,97.0
2015-06-05,96.4
2015-06-08,99.05
2015-06-09,98.55
2015-06-10,99.25
2015-06-11,99.4
2015-06-12,98.65
2015-06-15,99.55
2015-06-16,99.45
2015-06-17,99.95
2015-06-18,99.0
2015-06-19,97.6
2015-06-22,98.35
2015-06-23,98.5
2015-06-24,97.6
2015-06-25,97.65
2015-06-26,96.3
2015-06-29,94.55
2015-06-30,93.5
2015-07-01,97.15
2015-07-02,96.65
2015-07-03,96.5
2015-07-06,95.0
2015-07-07,95.3
2015-07-08,94.2
2015-07-09,94.05
2015-07-10,94.95
2015-07-13,93.6
2015-07-14,93.1
2015-07-15,94.35
2015-07-16,91.65
2015-07-17,93.0
2015-07-20,94.45
2015-07-21,93.15
2015-07-22,93.85
2015-07-23,93.95
2015-07-24,93.1
2015-07-27,92.05
2015-07-28,90.8
2015-07-29,89.85
2015-07-30,89.85
2015-07-31,91.1
2015-08-03,90.45
2015-08-04,90.65
2015-08-05,90.0
2015-08-06,90.2
2015-08-07,90.5
2015-08-10,89.45
2015-08-11,86.85
2015-08-12,81.7
2015-08-13,78.95
2015-08-14,82.2
2015-08-17,84.15
2015-08-18,86.65
2015-08-19,84.8
2015-08-20,82.25
2015-08-21,81.45
2015-08-24,74.4
2015-08-25,72.55
2015-08-26,73.45
2015-08-27,75.4
2015-08-28,75.25
2015-08-31,74.9
2015-09-01,72.65
2015-09-02,72.55
2015-09-03,72.55
2015-09-04,73.4
2015-09-07,72.8
2015-09-08,72.2
2015-09-09,74.9
2015-09-10,74.6
2015-09-11,74.95
2015-09-14,75.7
2015-09-15,74.5
2015-09-16,74.65
2015-09-18,74.55
2015-09-21,76.0
2015-09-22,76.15
2015-09-23,74.0
2015-09-24,73.3
2015-09-28,71.8
2015-09-29,71.1
2015-09-30,71.6
2015-10-01,70.3
2015-10-05,71.95
2015-10-06,72.45
2015-10-07,71.8
2015-10-08,72.5
2015-10-09,72.55
2015-10-12,75.95
2015-10-13,75.95
2015-10-14,75.8
2015-10-15,75.1
2015-10-16,77.55
2015-10-19,76.15
2015-10-20,76.75
2015-10-21,75.65
2015-10-23,76.5
2015-10-26,75.3
2015-10-27,74.1
2015-10-28,74.5
2015-10-29,73.6
2015-10-30,73.25
2015-11-02,72.95
2015-11-03,72.95
2015-11-04,73.4
2015-11-05,72.85
2015-11-06,71.45
2015-11-09,73.7
2015-11-10,74.65
2015-11-11,75.75
2015-11-13,75.5
2015-11-16,74.8
2015-11-17,75.0
2015-11-18,76.1
2015-11-19,78.15
2015-11-20,82.1
2015-11-23,85.6
2015-11-24,87.55
2015-11-26,89.55
2015-11-27,86.6
2015-11-30,87.05
2015-12-01,90.45
2015-12-02,89.7
2015-12-03,89.1
2015-12-04,87.4
2015-12-07,87.05
2015-12-08,84.5
2015-12-09,80.1
2015-12-10,82.0
2015-12-11,79.7
2015-12-14,83.25
2015-12-15,84.1
2015-12-16,82.35
2015-12-17,86.8
2015-12-18,85.45
2015-12-21,85.5
2015-12-22,85.1
2015-12-23,84.45
2015-12-24,83.85
2015-12-28,84.3
2015-12-29,84.8
2015-12-30,85.15
2015-12-31,84.75
