Date,SAGCEM
2015-01-01,318.75
2015-01-02,323.05
2015-01-05,321.5
2015-01-06,320.4
2015-01-07,323.95
2015-01-08,324.5
2015-01-09,320.0
2015-01-12,320.0
2015-01-13,329.1
2015-01-14,321.05
2015-01-15,323.5
2015-01-16,320.35
2015-01-19,312.15
2015-01-20,325.95
2015-01-21,329.7
2015-01-22,330.0
2015-01-23,342.9
2015-01-27,339.25
2015-01-28,333.1
2015-01-29,343.0
2015-01-30,342.6
2015-02-02,335.7
2015-02-03,337.0
2015-02-04,330.85
2015-02-05,330.0
2015-02-06,334.95
2015-02-09,323.85
2015-02-10,318.05
2015-02-11,315.0
2015-02-12,311.35
2015-02-13,340.1
2015-02-16,340.0
2015-02-18,342.5
2015-02-19,340.0
2015-02-20,329.3
2015-02-23,330.05
2015-02-24,306.5
2015-02-25,315.05
2015-02-26,316.0
2015-02-27,302.45
2015-02-28,296.7
2015-03-02,306.75
2015-03-03,313.5
2015-03-04,315.3
2015-03-05,309.95
2015-03-09,304.0
2015-03-10,310.75
2015-03-11,330.85
2015-03-12,293.6
2015-03-13,313.95
2015-03-16,300.85
2015-03-17,314.05
2015-03-18,302.65
2015-03-19,304.0
2015-03-20,290.3
2015-03-23,294.25
2015-03-24,298.5
2015-03-25,291.0
2015-03-26,279.95
2015-03-27,274.2
2015-03-30,298.1
2015-03-31,307.65
2015-04-01,306.95
2015-04-06,312.6
2015-04-07,303.4
2015-04-08,328.75
2015-04-09,348.2
2015-04-10,392.35
2015-04-13,385.25
2015-04-15,370.6
2015-04-16,353.9
2015-04-17,355.0
2015-04-20,340.15
2015-04-21,346.05
2015-04-22,354.55
2015-04-23,354.55
2015-04-24,349.95
2015-04-27,350.1
2015-04-28,342.15
2015-04-29,333.2
2015-04-30,356.6
2015-05-04,351.4
2015-05-05,342.4
2015-05-06,342.0
2015-05-07,331.15
2015-05-08,352.25
2015-05-11,334.2
2015-05-12,336.05
2015-05-13,348.5
2015-05-14,346.0
2015-05-15,345.0
2015-05-18,345.0
2015-05-19,358.75
2015-05-20,360.7
2015-05-21,354.3
2015-05-22,398.9
2015-05-25,402.1
2015-05-26,384.9
2015-05-27,383.75
2015-05-28,395.75
2015-05-29,392.35
2015-06-01,398.5
2015-06-02,385.4
2015-06-03,376.65
2015-06-04,368.75
2015-06-05,363.25
2015-06-08,364.55
2015-06-09,350.0
2015-06-10,378.85
2015-06-11,357.95
2015-06-12,361.25
2015-06-15,373.65
2015-06-16,373.3
2015-06-17,382.65
2015-06-18,382.0
2015-06-19,376.2
2015-06-22,375.5
2015-06-23,375.75
2015-06-24,377.5
2015-06-25,376.95
2015-06-26,386.15
2015-06-29,380.3
2015-06-30,378.95
2015-07-01,376.65
2015-07-02,381.45
2015-07-03,392.05
2015-07-06,391.05
2015-07-07,448.3
2015-07-08,431.4
2015-07-09,436.1
2015-07-10,431.3
2015-07-13,421.25
2015-07-14,423.3
2015-07-15,424.25
2015-07-16,423.15
2015-07-17,423.0
2015-07-20,418.0
2015-07-21,432.35
2015-07-22,453.5
2015-07-23,456.3
2015-07-24,439.25
2015-07-27,429.9
2015-07-28,429.4
2015-07-29,452.15
2015-07-30,452.55
2015-07-31,451.85
2015-08-03,452.05
2015-08-04,449.4
2015-08-05,442.15
2015-08-06,444.85
2015-08-07,449.35
2015-08-10,450.55
2015-08-11,444.8
2015-08-12,440.6
2015-08-13,400.75
2015-08-14,414.75
2015-08-17,425.5
2015-08-18,419.85
2015-08-19,424.4
2015-08-20,406.3
2015-08-21,407.15
2015-08-24,343.0
2015-08-25,379.85
2015-08-26,377.55
2015-08-27,403.1
2015-08-28,385.7
2015-08-31,389.65
2015-09-01,378.05
2015-09-02,377.5
2015-09-03,379.55
2015-09-04,356.05
2015-09-07,362.35
2015-09-08,369.8
2015-09-09,382.85
2015-09-10,378.55
2015-09-11,398.1
2015-09-14,400.0
2015-09-15,398.4
2015-09-16,386.7
2015-09-18,393.6
2015-09-21,395.4
2015-09-22,394.45
2015-09-23,399.25
2015-09-24,400.55
2015-09-28,376.95
2015-09-29,367.85
2015-09-30,380.45
2015-10-01,382.6
2015-10-05,392.65
2015-10-06,391.55
2015-10-07,391.0
2015-10-08,391.6
2015-10-09,386.15
2015-10-12,383.95
2015-10-13,389.0
2015-10-14,382.35
2015-10-15,384.0
2015-10-16,384.85
2015-10-19,421.05
2015-10-20,413.35
2015-10-21,419.55
2015-10-23,421.5
2015-10-26,428.3
2015-10-27,413.75
2015-10-28,430.15
2015-10-29,438.85
2015-10-30,402.85
2015-11-02,385.65
2015-11-03,388.25
2015-11-04,384.1
2015-11-05,382.4
2015-11-06,379.25
2015-11-09,380.55
2015-11-10,379.55
2015-11-11,380.1
2015-11-13,374.4
2015-11-16,384.0
2015-11-17,386.35
2015-11-18,382.9
2015-11-19,381.75
2015-11-20,381.5
2015-11-23,367.95
2015-11-24,379.45
2015-11-26,410.55
2015-11-27,420.5
2015-11-30,417.15
2015-12-01,418.0
2015-12-02,414.55
2015-12-03,410.7
2015-12-04,404.5
2015-12-07,420.8
2015-12-08,417.9
2015-12-09,398.95
2015-12-10,410.25
2015-12-11,408.95
2015-12-14,417.95
2015-12-15,417.0
2015-12-16,421.55
2015-12-17,432.05
2015-12-18,426.7
2015-12-21,430.0
2015-12-22,426.45
2015-12-23,423.15
2015-12-24,423.05
2015-12-28,426.05
2015-12-29,435.35
2015-12-30,438.75
2015-12-31,435.45
