Date,TATASPONGE
2015-01-01,686.75
2015-01-02,686.4
2015-01-05,698.65
2015-01-06,655.25
2015-01-07,650.95
2015-01-08,666.25
2015-01-09,665.05
2015-01-12,666.85
2015-01-13,661.75
2015-01-14,655.3
2015-01-15,662.35
2015-01-16,645.6
2015-01-19,658.9
2015-01-20,631.9
2015-01-21,640.3
2015-01-22,635.95
2015-01-23,644.4
2015-01-27,654.4
2015-01-28,643.35
2015-01-29,651.8
2015-01-30,653.6
2015-02-02,647.65
2015-02-03,678.1
2015-02-04,687.65
2015-02-05,709.3
2015-02-06,705.7
2015-02-09,697.3
2015-02-10,703.45
2015-02-11,724.05
2015-02-12,725.45
2015-02-13,726.35
2015-02-16,751.25
2015-02-18,754.7
2015-02-19,753.5
2015-02-20,736.1
2015-02-23,754.7
2015-02-24,737.45
2015-02-25,749.15
2015-02-26,753.55
2015-02-27,776.0
2015-02-28,755.5
2015-03-02,763.7
2015-03-03,901.95
2015-03-04,869.7
2015-03-05,891.9
2015-03-09,846.25
2015-03-10,857.15
2015-03-11,841.85
2015-03-12,848.45
2015-03-13,829.65
2015-03-16,814.5
2015-03-17,850.65
2015-03-18,834.35
2015-03-19,821.95
2015-03-20,777.8
2015-03-23,746.4
2015-03-24,738.85
2015-03-25,717.6
2015-03-26,684.2
2015-03-27,675.55
2015-03-30,688.8
2015-03-31,727.85
2015-04-01,847.6
2015-04-06,855.6
2015-04-07,846.35
2015-04-08,857.5
2015-04-09,857.0
2015-04-10,841.95
2015-04-13,820.3
2015-04-15,800.95
2015-04-16,831.45
2015-04-17,780.1
2015-04-20,781.55
2015-04-21,712.65
2015-04-22,711.9
2015-04-23,671.75
2015-04-24,636.85
2015-04-27,589.05
2015-04-28,573.0
2015-04-29,594.8
2015-04-30,581.0
2015-05-04,596.95
2015-05-05,630.3
2015-05-06,595.75
2015-05-07,577.8
2015-05-08,580.15
2015-05-11,594.25
2015-05-12,603.9
2015-05-13,605.75
2015-05-14,603.3
2015-05-15,605.15
2015-05-18,603.5
2015-05-19,611.95
2015-05-20,612.6
2015-05-21,602.4
2015-05-22,605.7
2015-05-25,599.5
2015-05-26,588.55
2015-05-27,576.6
2015-05-28,580.7
2015-05-29,573.5
2015-06-01,573.1
2015-06-02,566.25
2015-06-03,540.1
2015-06-04,525.6
2015-06-05,522.45
2015-06-08,509.8
2015-06-09,510.4
2015-06-10,516.4
2015-06-11,504.65
2015-06-12,497.65
2015-06-15,502.05
2015-06-16,501.65
2015-06-17,514.15
2015-06-18,535.4
2015-06-19,591.45
2015-06-22,600.7
2015-06-23,584.35
2015-06-24,579.4
2015-06-25,572.1
2015-06-26,571.05
2015-06-29,540.85
2015-06-30,542.8
2015-07-01,551.3
2015-07-02,562.35
2015-07-03,562.6
2015-07-06,559.0
2015-07-07,563.95
2015-07-08,542.6
2015-07-09,540.45
2015-07-10,526.5
2015-07-13,535.35
2015-07-14,555.4
2015-07-15,548.85
2015-07-16,555.5
2015-07-17,548.4
2015-07-20,550.05
2015-07-21,531.85
2015-07-22,522.4
2015-07-23,518.3
2015-07-24,530.35
2015-07-27,523.2
2015-07-28,505.75
2015-07-29,513.35
2015-07-30,516.45
2015-07-31,510.85
2015-08-03,517.05
2015-08-04,525.4
2015-08-05,575.2
2015-08-06,554.65
2015-08-07,555.5
2015-08-10,559.75
2015-08-11,552.05
2015-08-12,522.8
2015-08-13,514.45
2015-08-14,523.75
2015-08-17,540.8
2015-08-18,574.85
2015-08-19,567.25
2015-08-20,538.85
2015-08-21,524.0
2015-08-24,446.6
2015-08-25,446.4
2015-08-26,433.1
2015-08-27,482.9
2015-08-28,487.8
2015-08-31,483.65
2015-09-01,465.75
2015-09-02,464.4
2015-09-03,472.75
2015-09-04,447.4
2015-09-07,429.1
2015-09-08,443.4
2015-09-09,456.0
2015-09-10,452.55
2015-09-11,454.75
2015-09-14,463.85
2015-09-15,455.6
2015-09-16,458.2
2015-09-18,467.85
2015-09-21,467.4
2015-09-22,457.35
2015-09-23,452.5
2015-09-24,455.85
2015-09-28,447.65
2015-09-29,441.35
2015-09-30,451.05
2015-10-01,448.0
2015-10-05,466.65
2015-10-06,468.2
2015-10-07,484.0
2015-10-08,501.25
2015-10-09,508.5
2015-10-12,516.9
2015-10-13,511.2
2015-10-14,518.5
2015-10-15,519.05
2015-10-16,509.1
2015-10-19,490.8
2015-10-20,493.8
2015-10-21,498.15
2015-10-23,491.7
2015-10-26,490.45
2015-10-27,491.45
2015-10-28,492.95
2015-10-29,484.95
2015-10-30,489.55
2015-11-02,480.8
2015-11-03,480.0
2015-11-04,476.6
2015-11-05,464.3
2015-11-06,447.65
2015-11-09,458.8
2015-11-10,445.45
2015-11-11,454.8
2015-11-13,446.7
2015-11-16,452.4
2015-11-17,457.3
2015-11-18,446.15
2015-11-19,453.75
2015-11-20,452.8
2015-11-23,462.0
2015-11-24,457.7
2015-11-26,461.8
2015-11-27,482.35
2015-11-30,484.8
2015-12-01,489.45
2015-12-02,493.05
2015-12-03,487.05
2015-12-04,478.25
2015-12-07,482.3
2015-12-08,466.85
2015-12-09,446.8
2015-12-10,454.35
2015-12-11,471.55
2015-12-14,477.9
2015-12-15,477.55
2015-12-16,471.6
2015-12-17,492.25
2015-12-18,489.1
2015-12-21,496.7
2015-12-22,490.0
2015-12-23,497.55
2015-12-24,515.05
2015-12-28,505.85
2015-12-29,499.9
2015-12-30,495.65
2015-12-31,497.6
