Date,ELECON
2015-01-01,53.9
2015-01-02,53.95
2015-01-05,54.95
2015-01-06,51.5
2015-01-07,50.85
2015-01-08,52.1
2015-01-09,51.8
2015-01-12,52.75
2015-01-13,51.55
2015-01-14,51.5
2015-01-15,52.95
2015-01-16,52.75
2015-01-19,52.7
2015-01-20,53.55
2015-01-21,52.8
2015-01-22,52.4
2015-01-23,51.65
2015-01-27,52.65
2015-01-28,52.2
2015-01-29,52.45
2015-01-30,51.3
2015-02-02,51.45
2015-02-03,50.6
2015-02-04,52.65
2015-02-05,49.1
2015-02-06,49.35
2015-02-09,49.1
2015-02-10,48.8
2015-02-11,48.95
2015-02-12,48.85
2015-02-13,49.15
2015-02-16,48.35
2015-02-18,51.2
2015-02-19,50.35
2015-02-20,50.3
2015-02-23,52.3
2015-02-24,55.8
2015-02-25,55.1
2015-02-26,53.65
2015-02-27,54.0
2015-02-28,52.4
2015-03-02,52.95
2015-03-03,56.8
2015-03-04,55.6
2015-03-05,55.75
2015-03-09,53.55
2015-03-10,53.4
2015-03-11,52.9
2015-03-12,57.15
2015-03-13,59.65
2015-03-16,57.85
2015-03-17,59.3
2015-03-18,68.65
2015-03-19,66.0
2015-03-20,62.85
2015-03-23,66.0
2015-03-24,63.3
2015-03-25,63.35
2015-03-26,62.15
2015-03-27,61.15
2015-03-30,68.65
2015-03-31,66.65
2015-04-01,74.45
2015-04-06,73.75
2015-04-07,78.4
2015-04-08,76.6
2015-04-09,74.4
2015-04-10,74.5
2015-04-13,73.65
2015-04-15,70.3
2015-04-16,69.0
2015-04-17,70.3
2015-04-20,67.25
2015-04-21,66.95
2015-04-22,69.55
2015-04-23,68.45
2015-04-24,64.35
2015-04-27,62.1
2015-04-28,64.8
2015-04-29,65.95
2015-04-30,68.3
2015-05-04,69.9
2015-05-05,67.35
2015-05-06,63.25
2015-05-07,62.55
2015-05-08,63.4
2015-05-11,66.65
2015-05-12,62.6
2015-05-13,63.85
2015-05-14,66.95
2015-05-15,67.7
2015-05-18,65.65
2015-05-19,69.6
2015-05-20,69.0
2015-05-21,67.65
2015-05-22,69.0
2015-05-25,66.85
2015-05-26,65.75
2015-05-27,66.45
2015-05-28,66.15
2015-05-29,66.5
2015-06-01,66.4
2015-06-02,63.55
2015-06-03,60.75
2015-06-04,60.4
2015-06-05,61.75
2015-06-08,60.0
2015-06-09,58.95
2015-06-10,61.65
2015-06-11,62.75
2015-06-12,65.7
2015-06-15,70.15
2015-06-16,68.6
2015-06-17,75.25
2015-06-18,76.65
2015-06-19,77.05
2015-06-22,78.9
2015-06-23,81.6
2015-06-24,80.5
2015-06-25,79.35
2015-06-26,78.7
2015-06-29,75.25
2015-06-30,79.45
2015-07-01,80.3
2015-07-02,78.6
2015-07-03,77.55
2015-07-06,87.05
2015-07-07,86.8
2015-07-08,91.0
2015-07-09,87.5
2015-07-10,88.45
2015-07-13,90.5
2015-07-14,88.05
2015-07-15,89.9
2015-07-16,90.55
2015-07-17,88.45
2015-07-20,89.4
2015-07-21,90.05
2015-07-22,91.7
2015-07-23,89.8
2015-07-24,87.35
2015-07-27,84.15
2015-07-28,86.55
2015-07-29,89.25
2015-07-30,90.45
2015-07-31,87.45
2015-08-03,87.5
2015-08-04,88.9
2015-08-05,95.0
2015-08-06,90.75
2015-08-07,91.0
2015-08-10,89.0
2015-08-11,86.6
2015-08-12,82.1
2015-08-13,76.6
2015-08-14,80.45
2015-08-17,79.4
2015-08-18,82.7
2015-08-19,81.3
2015-08-20,77.4
2015-08-21,79.15
2015-08-24,70.05
2015-08-25,69.5
2015-08-26,70.25
2015-08-27,71.45
2015-08-28,70.4
2015-08-31,69.5
2015-09-01,67.55
2015-09-02,67.9
2015-09-03,71.0
2015-09-04,67.8
2015-09-07,66.7
2015-09-08,64.95
2015-09-09,69.6
2015-09-10,70.45
2015-09-11,70.3
2015-09-14,73.1
2015-09-15,71.2
2015-09-16,71.0
2015-09-18,71.6
2015-09-21,72.1
2015-09-22,69.25
2015-09-23,71.15
2015-09-24,72.9
2015-09-28,70.5
2015-09-29,70.35
2015-09-30,71.75
2015-10-01,72.4
2015-10-05,73.3
2015-10-06,73.3
2015-10-07,77.45
2015-10-08,76.2
2015-10-09,74.2
2015-10-12,73.15
2015-10-13,73.3
2015-10-14,73.35
2015-10-15,74.7
2015-10-16,74.35
2015-10-19,74.65
2015-10-20,78.6
2015-10-21,83.25
2015-10-23,80.0
2015-10-26,77.8
2015-10-27,78.25
2015-10-28,75.4
2015-10-29,78.05
2015-10-30,77.0
2015-11-02,78.9
2015-11-03,82.9
2015-11-04,78.75
2015-11-05,78.2
2015-11-06,76.9
2015-11-09,76.15
2015-11-10,73.8
2015-11-11,75.2
2015-11-13,75.3
2015-11-16,78.65
2015-11-17,78.25
2015-11-18,79.0
2015-11-19,79.6
2015-11-20,83.25
2015-11-23,86.45
2015-11-24,85.65
2015-11-26,87.35
2015-11-27,87.45
2015-11-30,86.95
2015-12-01,87.7
2015-12-02,90.65
2015-12-03,88.5
2015-12-04,85.95
2015-12-07,86.75
2015-12-08,85.25
2015-12-09,81.4
2015-12-10,83.5
2015-12-11,81.5
2015-12-14,85.2
2015-12-15,84.0
2015-12-16,84.3
2015-12-17,87.3
2015-12-18,87.25
2015-12-21,88.1
2015-12-22,86.55
2015-12-23,87.4
2015-12-24,85.95
2015-12-28,85.2
2015-12-29,85.25
2015-12-30,83.4
2015-12-31,84.2
