Date,ABFRL
2015-01-01,119.9
2015-01-02,118.85
2015-01-05,120.0
2015-01-06,118.0
2015-01-07,119.0
2015-01-08,119.1
2015-01-09,118.95
2015-01-12,119.0
2015-01-13,118.35
2015-01-14,118.55
2015-01-15,120.15
2015-01-16,117.35
2015-01-19,119.95
2015-01-20,119.85
2015-01-21,118.55
2015-01-22,118.05
2015-01-23,124.3
2015-01-27,124.05
2015-01-28,121.85
2015-01-29,121.15
2015-01-30,122.5
2015-02-02,125.35
2015-02-03,123.4
2015-02-04,122.95
2015-02-05,122.2
2015-02-06,120.15
2015-02-09,118.0
2015-02-10,118.2
2015-02-11,117.75
2015-02-12,118.15
2015-02-13,120.8
2015-02-16,121.05
2015-02-18,118.5
2015-02-19,114.8
2015-02-20,114.65
2015-02-23,114.65
2015-02-24,112.15
2015-02-25,115.2
2015-02-26,114.4
2015-02-27,113.5
2015-02-28,113.4
2015-03-02,115.65
2015-03-03,115.95
2015-03-04,114.7
2015-03-05,113.9
2015-03-09,114.65
2015-03-10,114.2
2015-03-11,116.0
2015-03-12,115.55
2015-03-13,117.6
2015-03-16,119.8
2015-03-17,115.15
2015-03-18,118.85
2015-03-19,116.25
2015-03-20,114.3
2015-03-23,114.55
2015-03-24,114.55
2015-03-25,114.6
2015-03-26,114.1
2015-03-27,112.8
2015-03-30,115.0
2015-03-31,115.0
2015-04-01,114.7
2015-04-06,114.15
2015-04-07,117.65
2015-04-08,116.9
2015-04-09,118.95
2015-04-10,118.95
2015-04-13,119.0
2015-04-15,117.85
2015-04-16,115.4
2015-04-17,114.75
2015-04-20,114.05
2015-04-21,115.0
2015-04-22,112.65
2015-04-23,113.95
2015-04-24,113.75
2015-04-27,115.0
2015-04-28,115.1
2015-04-29,113.4
2015-04-30,114.65
2015-05-04,137.55
2015-05-05,165.05
2015-05-06,155.55
2015-05-07,171.1
2015-05-08,188.2
2015-05-11,179.15
2015-05-12,169.05
2015-05-13,167.35
2015-05-14,165.45
2015-05-15,166.9
2015-05-18,183.55
2015-05-19,187.55
2015-05-20,196.9
2015-05-21,199.75
2015-05-22,195.7
2015-05-25,194.75
2015-05-26,190.8
2015-05-27,184.3
2015-05-28,179.85
2015-05-29,182.0
2015-06-01,185.0
2015-06-02,176.7
2015-06-03,175.2
2015-06-04,176.6
2015-06-05,180.95
2015-06-08,178.85
2015-06-09,169.75
2015-06-10,171.4
2015-06-11,166.95
2015-06-12,169.1
2015-06-15,170.25
2015-06-16,165.4
2015-06-17,162.9
2015-06-18,171.45
2015-06-19,166.75
2015-06-22,170.4
2015-06-23,171.85
2015-06-24,174.4
2015-06-25,174.4
2015-06-26,178.9
2015-06-29,179.85
2015-06-30,179.4
2015-07-01,179.6
2015-07-02,183.65
2015-07-03,184.25
2015-07-06,187.35
2015-07-07,185.15
2015-07-08,181.7
2015-07-09,184.4
2015-07-10,183.25
2015-07-13,185.0
2015-07-14,183.0
2015-07-15,184.9
2015-07-16,187.6
2015-07-17,195.0
2015-07-20,225.2
2015-07-21,223.45
2015-07-22,225.7
2015-07-23,223.3
2015-07-24,218.1
2015-07-27,216.35
2015-07-28,220.15
2015-07-29,226.8
2015-07-30,223.25
2015-07-31,223.8
2015-08-03,224.85
2015-08-04,220.8
2015-08-05,222.0
2015-08-06,221.8
2015-08-07,221.5
2015-08-10,221.4
2015-08-11,218.15
2015-08-12,207.35
2015-08-13,208.05
2015-08-14,214.5
2015-08-17,231.95
2015-08-18,222.4
2015-08-19,219.75
2015-08-20,208.9
2015-08-21,208.45
2015-08-24,186.55
2015-08-25,193.65
2015-08-26,194.8
2015-08-27,204.3
2015-08-28,198.05
2015-08-31,192.9
2015-09-01,188.05
2015-09-02,186.3
2015-09-03,189.85
2015-09-04,185.4
2015-09-07,180.25
2015-09-08,185.0
2015-09-09,186.35
2015-09-10,187.85
2015-09-11,191.7
2015-09-14,199.45
2015-09-15,234.9
2015-09-16,226.05
2015-09-18,220.15
2015-09-21,229.3
2015-09-22,226.85
2015-09-23,220.15
2015-09-24,219.5
2015-09-28,210.4
2015-09-29,220.95
2015-09-30,218.95
2015-10-01,218.3
2015-10-05,224.55
2015-10-06,220.9
2015-10-07,221.4
2015-10-08,216.5
2015-10-09,216.9
2015-10-12,214.9
2015-10-13,218.3
2015-10-14,217.8
2015-10-15,218.9
2015-10-16,230.2
2015-10-19,223.5
2015-10-20,221.2
2015-10-21,220.35
2015-10-23,218.3
2015-10-26,217.2
2015-10-27,218.0
2015-10-28,219.8
2015-10-29,215.05
2015-10-30,215.3
2015-11-02,216.45
2015-11-03,213.35
2015-11-04,211.5
2015-11-05,211.2
2015-11-06,211.05
2015-11-09,208.85
2015-11-10,207.4
2015-11-11,212.6
2015-11-13,210.7
2015-11-16,212.55
2015-11-17,216.35
2015-11-18,217.95
2015-11-19,217.15
2015-11-20,220.05
2015-11-23,213.85
2015-11-24,212.65
2015-11-26,215.7
2015-11-27,218.1
2015-11-30,218.2
2015-12-01,217.05
2015-12-02,218.0
2015-12-03,215.55
2015-12-04,217.9
2015-12-07,214.3
2015-12-08,213.5
2015-12-09,204.9
2015-12-10,206.95
2015-12-11,206.55
2015-12-14,213.95
2015-12-15,214.95
2015-12-16,213.15
2015-12-17,218.85
2015-12-18,221.2
2015-12-21,221.9
2015-12-22,220.25
2015-12-23,221.65
2015-12-24,222.1
2015-12-28,223.6
2015-12-29,224.55
2015-12-30,225.85
2015-12-31,231.3
