Date,JUBLINDS
2015-01-01,75.7
2015-01-02,80.85
2015-01-05,78.2
2015-01-06,73.35
2015-01-07,72.05
2015-01-08,76.25
2015-01-09,75.2
2015-01-12,73.2
2015-01-13,73.45
2015-01-14,75.85
2015-01-15,75.65
2015-01-16,73.7
2015-01-19,73.8
2015-01-20,75.0
2015-01-21,77.65
2015-01-22,76.15
2015-01-23,74.5
2015-01-27,74.05
2015-01-28,75.15
2015-01-29,77.1
2015-01-30,74.65
2015-02-02,73.6
2015-02-03,74.8
2015-02-04,74.45
2015-02-05,70.4
2015-02-06,70.7
2015-02-09,68.55
2015-02-10,70.0
2015-02-11,69.45
2015-02-12,72.0
2015-02-13,70.0
2015-02-16,69.55
2015-02-18,69.6
2015-02-19,68.75
2015-02-20,67.85
2015-02-23,69.3
2015-02-24,69.7
2015-02-25,68.7
2015-02-26,68.1
2015-02-27,70.0
2015-02-28,69.95
2015-03-02,68.2
2015-03-03,70.1
2015-03-04,68.7
2015-03-05,67.75
2015-03-09,67.5
2015-03-10,81.0
2015-03-11,97.2
2015-03-12,106.9
2015-03-13,96.25
2015-03-16,88.3
2015-03-17,83.65
2015-03-18,83.85
2015-03-19,83.25
2015-03-20,80.3
2015-03-23,80.0
2015-03-24,79.85
2015-03-25,79.1
2015-03-26,75.45
2015-03-27,76.35
2015-03-30,77.5
2015-03-31,81.35
2015-04-01,83.6
2015-04-06,86.25
2015-04-07,88.65
2015-04-08,89.65
2015-04-09,90.65
2015-04-10,89.95
2015-04-13,88.8
2015-04-15,97.65
2015-04-16,97.4
2015-04-17,95.3
2015-04-20,91.3
2015-04-21,95.4
2015-04-22,101.05
2015-04-23,111.15
2015-04-24,112.3
2015-04-27,107.2
2015-04-28,105.45
2015-04-29,111.2
2015-04-30,111.1
2015-05-04,99.6
2015-05-05,119.5
2015-05-06,133.45
2015-05-07,123.45
2015-05-08,148.1
2015-05-11,152.4
2015-05-12,164.75
2015-05-13,169.95
2015-05-14,169.1
2015-05-15,164.65
2015-05-18,167.45
2015-05-19,160.2
2015-05-20,156.1
2015-05-21,152.45
2015-05-22,154.8
2015-05-25,158.8
2015-05-26,154.95
2015-05-27,157.95
2015-05-28,154.55
2015-05-29,154.3
2015-06-01,144.4
2015-06-02,142.35
2015-06-03,137.4
2015-06-04,139.55
2015-06-05,141.35
2015-06-08,144.9
2015-06-09,143.15
2015-06-10,144.05
2015-06-11,146.9
2015-06-12,148.1
2015-06-15,152.0
2015-06-16,155.3
2015-06-17,156.3
2015-06-18,158.1
2015-06-19,159.4
2015-06-22,160.2
2015-06-23,158.1
2015-06-24,153.65
2015-06-25,156.7
2015-06-26,155.6
2015-06-29,154.35
2015-06-30,157.65
2015-07-01,159.85
2015-07-02,156.4
2015-07-03,158.0
2015-07-06,160.1
2015-07-07,160.4
2015-07-08,158.35
2015-07-09,169.55
2015-07-10,182.85
2015-07-13,175.4
2015-07-14,175.4
2015-07-15,171.8
2015-07-16,170.2
2015-07-17,171.05
2015-07-20,170.05
2015-07-21,166.3
2015-07-22,166.45
2015-07-23,167.65
2015-07-24,167.5
2015-07-27,163.4
2015-07-28,167.1
2015-07-29,167.25
2015-07-30,167.7
2015-07-31,167.85
2015-08-03,173.9
2015-08-04,174.15
2015-08-05,169.9
2015-08-06,168.65
2015-08-07,170.85
2015-08-10,168.75
2015-08-11,173.3
2015-08-12,176.8
2015-08-13,175.3
2015-08-14,201.15
2015-08-17,241.35
2015-08-18,243.05
2015-08-19,255.3
2015-08-20,239.9
2015-08-21,254.35
2015-08-24,228.95
2015-08-25,251.35
2015-08-26,269.95
2015-08-27,274.6
2015-08-28,298.95
2015-08-31,302.65
2015-09-01,290.55
2015-09-02,282.75
2015-09-03,273.95
2015-09-04,267.65
2015-09-07,254.9
2015-09-08,266.9
2015-09-09,280.2
2015-09-10,294.2
2015-09-11,297.7
2015-09-14,312.55
2015-09-15,311.55
2015-09-16,296.15
2015-09-18,283.45
2015-09-21,286.2
2015-09-22,283.3
2015-09-23,293.3
2015-09-24,298.5
2015-09-28,285.3
2015-09-29,275.0
2015-09-30,276.65
2015-10-01,273.75
2015-10-05,285.0
2015-10-06,285.95
2015-10-07,281.5
2015-10-08,276.7
2015-10-09,280.4
2015-10-12,276.5
2015-10-13,269.85
2015-10-14,270.25
2015-10-15,274.75
2015-10-16,269.25
2015-10-19,261.95
2015-10-20,253.75
2015-10-21,256.9
2015-10-23,259.55
2015-10-26,259.05
2015-10-27,253.35
2015-10-28,256.05
2015-10-29,243.4
2015-10-30,229.4
2015-11-02,222.85
2015-11-03,217.95
2015-11-04,217.8
2015-11-05,215.85
2015-11-06,211.35
2015-11-09,207.45
2015-11-10,227.05
2015-11-11,229.3
2015-11-13,217.55
2015-11-16,219.3
2015-11-17,225.0
2015-11-18,215.95
2015-11-19,217.4
2015-11-20,219.85
2015-11-23,219.35
2015-11-24,222.3
2015-11-26,220.45
2015-11-27,219.85
2015-11-30,221.3
2015-12-01,265.55
2015-12-02,268.4
2015-12-03,263.15
2015-12-04,265.6
2015-12-07,257.8
2015-12-08,249.15
2015-12-09,232.75
2015-12-10,236.0
2015-12-11,234.3
2015-12-14,231.0
2015-12-15,234.6
2015-12-16,236.35
2015-12-17,239.55
2015-12-18,238.1
2015-12-21,242.2
2015-12-22,239.15
2015-12-23,239.5
2015-12-24,236.4
2015-12-28,233.6
2015-12-29,229.1
2015-12-30,226.7
2015-12-31,228.05
