Date,RAYMOND
2015-01-01,509.6
2015-01-02,516.0
2015-01-05,512.8
2015-01-06,509.65
2015-01-07,529.0
2015-01-08,533.4
2015-01-09,523.15
2015-01-12,536.85
2015-01-13,525.55
2015-01-14,525.5
2015-01-15,529.75
2015-01-16,541.05
2015-01-19,534.6
2015-01-20,526.0
2015-01-21,530.6
2015-01-22,521.2
2015-01-23,510.75
2015-01-27,510.0
2015-01-28,510.2
2015-01-29,515.85
2015-01-30,510.0
2015-02-02,507.5
2015-02-03,515.7
2015-02-04,505.65
2015-02-05,531.5
2015-02-06,512.0
2015-02-09,507.8
2015-02-10,495.3
2015-02-11,507.85
2015-02-12,510.5
2015-02-13,508.25
2015-02-16,513.3
2015-02-18,515.25
2015-02-19,514.25
2015-02-20,517.4
2015-02-23,501.8
2015-02-24,496.3
2015-02-25,489.6
2015-02-26,493.0
2015-02-27,497.85
2015-02-28,504.2
2015-03-02,529.2
2015-03-03,539.45
2015-03-04,521.45
2015-03-05,518.65
2015-03-09,513.25
2015-03-10,506.4
2015-03-11,518.1
2015-03-12,520.05
2015-03-13,497.85
2015-03-16,493.05
2015-03-17,491.85
2015-03-18,495.45
2015-03-19,490.45
2015-03-20,468.1
2015-03-23,458.35
2015-03-24,443.65
2015-03-25,434.6
2015-03-26,430.5
2015-03-27,437.45
2015-03-30,446.3
2015-03-31,443.05
2015-04-01,452.95
2015-04-06,457.0
2015-04-07,453.3
2015-04-08,463.5
2015-04-09,476.45
2015-04-10,478.9
2015-04-13,491.45
2015-04-15,503.95
2015-04-16,498.9
2015-04-17,479.3
2015-04-20,458.25
2015-04-21,453.5
2015-04-22,451.3
2015-04-23,452.5
2015-04-24,444.95
2015-04-27,429.15
2015-04-28,436.3
2015-04-29,451.9
2015-04-30,444.25
2015-05-04,441.75
2015-05-05,441.4
2015-05-06,427.5
2015-05-07,421.6
2015-05-08,426.95
2015-05-11,430.3
2015-05-12,422.55
2015-05-13,423.05
2015-05-14,424.5
2015-05-15,423.85
2015-05-18,434.4
2015-05-19,431.85
2015-05-20,427.8
2015-05-21,424.85
2015-05-22,419.85
2015-05-25,419.6
2015-05-26,417.7
2015-05-27,420.3
2015-05-28,430.05
2015-05-29,432.5
2015-06-01,436.45
2015-06-02,440.75
2015-06-03,430.4
2015-06-04,410.2
2015-06-05,414.4
2015-06-08,419.1
2015-06-09,420.7
2015-06-10,427.65
2015-06-11,444.85
2015-06-12,447.8
2015-06-15,450.05
2015-06-16,451.25
2015-06-17,454.1
2015-06-18,469.2
2015-06-19,464.45
2015-06-22,458.1
2015-06-23,467.6
2015-06-24,462.35
2015-06-25,460.75
2015-06-26,462.95
2015-06-29,450.4
2015-06-30,466.05
2015-07-01,470.7
2015-07-02,471.95
2015-07-03,470.05
2015-07-06,483.45
2015-07-07,507.5
2015-07-08,486.35
2015-07-09,492.95
2015-07-10,496.85
2015-07-13,494.75
2015-07-14,504.7
2015-07-15,495.6
2015-07-16,498.15
2015-07-17,489.95
2015-07-20,490.35
2015-07-21,470.2
2015-07-22,459.1
2015-07-23,470.8
2015-07-24,473.8
2015-07-27,472.65
2015-07-28,467.3
2015-07-29,467.55
2015-07-30,459.45
2015-07-31,468.4
2015-08-03,480.5
2015-08-04,476.55
2015-08-05,455.85
2015-08-06,460.55
2015-08-07,462.55
2015-08-10,454.1
2015-08-11,446.2
2015-08-12,437.0
2015-08-13,437.35
2015-08-14,454.45
2015-08-17,448.9
2015-08-18,449.45
2015-08-19,452.9
2015-08-20,440.9
2015-08-21,441.95
2015-08-24,390.65
2015-08-25,386.75
2015-08-26,392.0
2015-08-27,396.1
2015-08-28,398.45
2015-08-31,392.8
2015-09-01,389.85
2015-09-02,386.95
2015-09-03,399.5
2015-09-04,387.35
2015-09-07,375.75
2015-09-08,380.05
2015-09-09,392.75
2015-09-10,393.1
2015-09-11,388.45
2015-09-14,391.35
2015-09-15,387.0
2015-09-16,392.35
2015-09-18,407.15
2015-09-21,409.5
2015-09-22,391.25
2015-09-23,387.95
2015-09-24,388.65
2015-09-28,401.0
2015-09-29,413.1
2015-09-30,427.25
2015-10-01,436.6
2015-10-05,454.2
2015-10-06,446.25
2015-10-07,446.65
2015-10-08,438.3
2015-10-09,434.0
2015-10-12,438.8
2015-10-13,436.35
2015-10-14,450.7
2015-10-15,460.4
2015-10-16,455.9
2015-10-19,452.1
2015-10-20,437.6
2015-10-21,444.05
2015-10-23,446.9
2015-10-26,440.8
2015-10-27,439.5
2015-10-28,444.9
2015-10-29,427.15
2015-10-30,420.5
2015-11-02,420.05
2015-11-03,420.9
2015-11-04,417.4
2015-11-05,414.65
2015-11-06,411.65
2015-11-09,414.95
2015-11-10,408.15
2015-11-11,416.3
2015-11-13,408.3
2015-11-16,411.75
2015-11-17,415.6
2015-11-18,407.75
2015-11-19,425.25
2015-11-20,416.4
2015-11-23,420.05
2015-11-24,421.9
2015-11-26,419.0
2015-11-27,417.1
2015-11-30,416.25
2015-12-01,415.2
2015-12-02,414.65
2015-12-03,417.25
2015-12-04,412.5
2015-12-07,418.15
2015-12-08,414.0
2015-12-09,406.95
2015-12-10,402.3
2015-12-11,403.0
2015-12-14,406.5
2015-12-15,404.7
2015-12-16,404.35
2015-12-17,406.45
2015-12-18,418.2
2015-12-21,421.4
2015-12-22,419.15
2015-12-23,414.65
2015-12-24,429.6
2015-12-28,432.25
2015-12-29,427.3
2015-12-30,426.65
2015-12-31,428.25
