Date,RPPINFRA
2015-01-01,122.6
2015-01-02,120.35
2015-01-05,118.4
2015-01-06,116.0
2015-01-07,118.55
2015-01-08,126.3
2015-01-09,151.55
2015-01-12,146.45
2015-01-13,139.4
2015-01-14,145.35
2015-01-15,141.4
2015-01-16,148.5
2015-01-19,145.0
2015-01-20,142.5
2015-01-21,146.35
2015-01-22,144.15
2015-01-23,149.05
2015-01-27,147.3
2015-01-28,142.85
2015-01-29,148.6
2015-01-30,159.45
2015-02-02,162.45
2015-02-03,167.4
2015-02-04,147.95
2015-02-05,142.7
2015-02-06,141.1
2015-02-09,139.25
2015-02-10,140.3
2015-02-11,141.85
2015-02-12,142.5
2015-02-13,142.65
2015-02-16,142.4
2015-02-18,142.3
2015-02-19,145.65
2015-02-20,142.7
2015-02-23,141.5
2015-02-24,138.9
2015-02-25,137.65
2015-02-26,129.3
2015-02-27,131.35
2015-02-28,143.6
2015-03-02,139.6
2015-03-03,139.8
2015-03-04,136.95
2015-03-05,136.8
2015-03-09,132.0
2015-03-10,129.65
2015-03-11,129.35
2015-03-12,130.9
2015-03-13,122.8
2015-03-16,121.25
2015-03-17,117.15
2015-03-18,121.4
2015-03-19,121.2
2015-03-20,115.35
2015-03-23,115.05
2015-03-24,112.15
2015-03-25,107.3
2015-03-26,100.65
2015-03-27,96.7
2015-03-30,103.85
2015-03-31,108.45
2015-04-01,123.75
2015-04-06,129.25
2015-04-07,139.4
2015-04-08,136.0
2015-04-09,134.95
2015-04-10,148.4
2015-04-13,153.5
2015-04-15,144.2
2015-04-16,142.35
2015-04-17,140.45
2015-04-20,135.25
2015-04-21,134.85
2015-04-22,129.75
2015-04-23,142.7
2015-04-24,150.95
2015-04-27,146.2
2015-04-28,139.2
2015-04-29,145.5
2015-04-30,142.1
2015-05-04,145.05
2015-05-05,157.6
2015-05-06,148.3
2015-05-07,149.35
2015-05-08,149.2
2015-05-11,150.45
2015-05-12,144.55
2015-05-13,143.35
2015-05-14,145.85
2015-05-15,144.85
2015-05-18,146.55
2015-05-19,144.9
2015-05-20,147.8
2015-05-21,149.05
2015-05-22,151.35
2015-05-25,149.8
2015-05-26,147.55
2015-05-27,139.9
2015-05-28,136.4
2015-05-29,139.4
2015-06-01,133.7
2015-06-02,132.6
2015-06-03,128.15
2015-06-04,124.2
2015-06-05,120.8
2015-06-08,119.3
2015-06-09,122.4
2015-06-10,126.15
2015-06-11,121.3
2015-06-12,109.3
2015-06-15,99.7
2015-06-16,99.55
2015-06-17,98.35
2015-06-18,93.7
2015-06-19,96.45
2015-06-22,93.5
2015-06-23,92.0
2015-06-24,90.7
2015-06-25,89.85
2015-06-26,89.3
2015-06-29,87.0
2015-06-30,88.95
2015-07-01,87.35
2015-07-02,89.1
2015-07-03,88.1
2015-07-06,88.85
2015-07-07,96.7
2015-07-08,105.1
2015-07-09,107.75
2015-07-10,105.7
2015-07-13,108.4
2015-07-14,107.0
2015-07-15,102.55
2015-07-16,104.15
2015-07-17,110.65
2015-07-20,113.85
2015-07-21,110.75
2015-07-22,110.95
2015-07-23,110.5
2015-07-24,107.7
2015-07-27,108.95
2015-07-28,103.4
2015-07-29,105.45
2015-07-30,106.7
2015-07-31,107.25
2015-08-03,111.4
2015-08-04,116.1
2015-08-05,116.3
2015-08-06,113.9
2015-08-07,113.95
2015-08-10,116.1
2015-08-11,112.85
2015-08-12,109.95
2015-08-13,113.9
2015-08-14,116.1
2015-08-17,115.05
2015-08-18,114.75
2015-08-19,124.05
2015-08-20,115.9
2015-08-21,116.35
2015-08-24,96.85
2015-08-25,99.25
2015-08-26,100.05
2015-08-27,106.5
2015-08-28,106.05
2015-08-31,105.95
2015-09-01,98.1
2015-09-02,98.8
2015-09-03,103.5
2015-09-04,99.0
2015-09-07,95.5
2015-09-08,97.95
2015-09-09,100.35
2015-09-10,98.65
2015-09-11,97.8
2015-09-14,99.85
2015-09-15,100.35
2015-09-16,97.65
2015-09-18,101.95
2015-09-21,102.4
2015-09-22,101.3
2015-09-23,104.35
2015-09-24,109.25
2015-09-28,111.75
2015-09-29,112.4
2015-09-30,115.25
2015-10-01,114.25
2015-10-05,113.5
2015-10-06,118.9
2015-10-07,125.0
2015-10-08,119.25
2015-10-09,119.5
2015-10-12,120.4
2015-10-13,118.25
2015-10-14,118.3
2015-10-15,118.3
2015-10-16,122.1
2015-10-19,119.7
2015-10-20,118.45
2015-10-21,118.1
2015-10-23,117.35
2015-10-26,117.25
2015-10-27,117.15
2015-10-28,116.65
2015-10-29,115.15
2015-10-30,113.35
2015-11-02,111.15
2015-11-03,110.75
2015-11-04,110.6
2015-11-05,107.65
2015-11-06,104.95
2015-11-09,107.1
2015-11-10,107.95
2015-11-11,109.8
2015-11-13,108.8
2015-11-16,108.55
2015-11-17,107.6
2015-11-18,105.9
2015-11-19,106.95
2015-11-20,109.3
2015-11-23,112.55
2015-11-24,110.7
2015-11-26,110.2
2015-11-27,109.05
2015-11-30,112.5
2015-12-01,110.85
2015-12-02,109.55
2015-12-03,110.65
2015-12-04,109.35
2015-12-07,110.15
2015-12-08,108.1
2015-12-09,103.5
2015-12-10,104.6
2015-12-11,104.6
2015-12-14,107.95
2015-12-15,107.6
2015-12-16,106.1
2015-12-17,109.0
2015-12-18,107.85
2015-12-21,108.25
2015-12-22,108.15
2015-12-23,107.65
2015-12-24,107.2
2015-12-28,107.35
2015-12-29,107.5
2015-12-30,105.5
2015-12-31,104.65
