Date,KTKBANK
2015-01-01,147.75
2015-01-02,147.85
2015-01-05,145.6
2015-01-06,137.75
2015-01-07,139.3
2015-01-08,143.15
2015-01-09,141.35
2015-01-12,142.1
2015-01-13,141.1
2015-01-14,139.0
2015-01-15,145.5
2015-01-16,143.85
2015-01-19,153.05
2015-01-20,152.7
2015-01-21,150.3
2015-01-22,149.4
2015-01-23,148.0
2015-01-27,144.55
2015-01-28,144.45
2015-01-29,142.3
2015-01-30,142.9
2015-02-02,144.65
2015-02-03,139.55
2015-02-04,137.2
2015-02-05,133.6
2015-02-06,129.85
2015-02-09,130.75
2015-02-10,132.85
2015-02-11,135.35
2015-02-12,136.35
2015-02-13,137.5
2015-02-16,137.85
2015-02-18,136.8
2015-02-19,136.4
2015-02-20,136.6
2015-02-23,132.95
2015-02-24,134.45
2015-02-25,131.85
2015-02-26,128.1
2015-02-27,132.2
2015-02-28,133.35
2015-03-02,139.6
2015-03-03,139.35
2015-03-04,133.8
2015-03-05,134.2
2015-03-09,130.05
2015-03-10,130.95
2015-03-11,131.3
2015-03-12,131.95
2015-03-13,127.45
2015-03-16,127.35
2015-03-17,130.0
2015-03-18,129.85
2015-03-19,126.95
2015-03-20,124.25
2015-03-23,123.6
2015-03-24,123.2
2015-03-25,122.65
2015-03-26,120.9
2015-03-27,120.65
2015-03-30,124.85
2015-03-31,124.65
2015-04-01,127.8
2015-04-06,126.6
2015-04-07,125.9
2015-04-08,125.25
2015-04-09,128.25
2015-04-10,128.45
2015-04-13,135.6
2015-04-15,132.9
2015-04-16,132.0
2015-04-17,131.8
2015-04-20,128.45
2015-04-21,127.25
2015-04-22,127.75
2015-04-23,127.65
2015-04-24,124.35
2015-04-27,122.1
2015-04-28,124.15
2015-04-29,125.0
2015-04-30,126.0
2015-05-04,132.2
2015-05-05,129.45
2015-05-06,123.2
2015-05-07,119.65
2015-05-08,123.25
2015-05-11,126.5
2015-05-12,120.3
2015-05-13,121.3
2015-05-14,123.9
2015-05-15,124.2
2015-05-18,125.4
2015-05-19,126.1
2015-05-20,126.5
2015-05-21,126.55
2015-05-22,131.85
2015-05-25,132.7
2015-05-26,134.25
2015-05-27,141.5
2015-05-28,140.5
2015-05-29,141.4
2015-06-01,141.5
2015-06-02,135.8
2015-06-03,133.4
2015-06-04,133.3
2015-06-05,132.4
2015-06-08,132.35
2015-06-09,131.4
2015-06-10,132.25
2015-06-11,127.85
2015-06-12,127.95
2015-06-15,128.55
2015-06-16,128.85
2015-06-17,132.2
2015-06-18,133.25
2015-06-19,133.5
2015-06-22,145.25
2015-06-23,144.25
2015-06-24,144.75
2015-06-25,147.65
2015-06-26,146.5
2015-06-29,144.25
2015-06-30,144.8
2015-07-01,148.15
2015-07-02,151.25
2015-07-03,149.65
2015-07-06,154.8
2015-07-07,154.95
2015-07-08,143.15
2015-07-09,145.55
2015-07-10,149.6
2015-07-13,153.25
2015-07-14,153.1
2015-07-15,150.95
2015-07-16,153.65
2015-07-17,153.8
2015-07-20,140.3
2015-07-21,137.7
2015-07-22,141.25
2015-07-23,139.9
2015-07-24,137.6
2015-07-27,134.75
2015-07-28,136.7
2015-07-29,135.6
2015-07-30,139.8
2015-07-31,140.9
2015-08-03,141.7
2015-08-04,140.7
2015-08-05,140.05
2015-08-06,142.4
2015-08-07,146.75
2015-08-10,143.85
2015-08-11,140.8
2015-08-12,135.05
2015-08-13,133.8
2015-08-14,139.8
2015-08-17,138.6
2015-08-18,140.4
2015-08-19,138.3
2015-08-20,134.15
2015-08-21,132.5
2015-08-24,122.1
2015-08-25,123.75
2015-08-26,121.2
2015-08-27,123.7
2015-08-28,123.95
2015-08-31,127.0
2015-09-01,119.5
2015-09-02,117.65
2015-09-03,118.9
2015-09-04,113.35
2015-09-07,109.55
2015-09-08,113.1
2015-09-09,114.0
2015-09-10,116.25
2015-09-11,117.85
2015-09-14,119.85
2015-09-15,117.9
2015-09-16,118.3
2015-09-18,123.9
2015-09-21,124.0
2015-09-22,121.8
2015-09-23,124.7
2015-09-24,124.8
2015-09-28,124.65
2015-09-29,126.6
2015-09-30,126.5
2015-10-01,125.6
2015-10-05,129.7
2015-10-06,130.35
2015-10-07,129.55
2015-10-08,130.0
2015-10-09,129.95
2015-10-12,130.1
2015-10-13,130.9
2015-10-14,130.9
2015-10-15,131.5
2015-10-16,132.05
2015-10-19,130.35
2015-10-20,130.35
2015-10-21,125.55
2015-10-23,125.8
2015-10-26,124.65
2015-10-27,126.4
2015-10-28,125.35
2015-10-29,123.75
2015-10-30,128.7
2015-11-02,128.25
2015-11-03,127.9
2015-11-04,127.0
2015-11-05,123.95
2015-11-06,123.4
2015-11-09,123.25
2015-11-10,121.4
2015-11-11,122.75
2015-11-13,122.75
2015-11-16,124.2
2015-11-17,125.1
2015-11-18,121.3
2015-11-19,122.2
2015-11-20,125.05
2015-11-23,124.3
2015-11-24,123.4
2015-11-26,124.15
2015-11-27,127.65
2015-11-30,126.85
2015-12-01,129.3
2015-12-02,127.3
2015-12-03,125.8
2015-12-04,123.75
2015-12-07,123.35
2015-12-08,122.1
2015-12-09,121.0
2015-12-10,119.3
2015-12-11,117.7
2015-12-14,118.2
2015-12-15,118.25
2015-12-16,119.65
2015-12-17,121.35
2015-12-18,122.0
2015-12-21,122.8
2015-12-22,121.8
2015-12-23,122.35
2015-12-24,121.7
2015-12-28,123.9
2015-12-29,122.8
2015-12-30,122.1
2015-12-31,122.75
