Date,DECCANCE
2015-01-01,399.95
2015-01-02,403.25
2015-01-05,388.6
2015-01-06,380.0
2015-01-07,378.85
2015-01-08,383.4
2015-01-09,390.6
2015-01-12,390.55
2015-01-13,385.65
2015-01-14,388.1
2015-01-15,390.25
2015-01-16,394.3
2015-01-19,399.85
2015-01-20,398.95
2015-01-21,401.2
2015-01-22,403.1
2015-01-23,400.35
2015-01-27,396.7
2015-01-28,388.1
2015-01-29,399.55
2015-01-30,393.0
2015-02-02,414.1
2015-02-03,397.8
2015-02-04,377.25
2015-02-05,383.55
2015-02-06,371.45
2015-02-09,359.3
2015-02-10,356.1
2015-02-11,351.9
2015-02-12,350.1
2015-02-13,366.6
2015-02-16,355.8
2015-02-18,372.3
2015-02-19,356.1
2015-02-20,366.8
2015-02-23,355.2
2015-02-24,339.7
2015-02-25,340.95
2015-02-26,345.0
2015-02-27,341.0
2015-03-02,347.65
2015-03-03,357.0
2015-03-04,368.2
2015-03-05,367.95
2015-03-09,360.0
2015-03-10,353.05
2015-03-11,353.4
2015-03-12,353.8
2015-03-13,341.1
2015-03-16,337.35
2015-03-17,333.1
2015-03-18,343.0
2015-03-19,332.6
2015-03-20,323.4
2015-03-23,316.3
2015-03-24,309.3
2015-03-25,315.55
2015-03-26,319.55
2015-03-27,319.6
2015-03-30,317.35
2015-03-31,317.3
2015-04-01,321.55
2015-04-06,330.0
2015-04-07,346.2
2015-04-08,339.85
2015-04-09,344.15
2015-04-10,357.5
2015-04-13,386.55
2015-04-15,414.25
2015-04-16,417.55
2015-04-17,411.4
2015-04-20,393.2
2015-04-21,400.45
2015-04-22,415.15
2015-04-23,406.85
2015-04-24,378.95
2015-04-27,361.2
2015-04-28,373.75
2015-04-29,379.9
2015-04-30,376.8
2015-05-04,396.9
2015-05-05,392.45
2015-05-06,380.0
2015-05-07,363.95
2015-05-08,378.0
2015-05-11,370.0
2015-05-12,365.0
2015-05-13,365.1
2015-05-14,380.6
2015-05-15,374.95
2015-05-18,378.55
2015-05-19,369.0
2015-05-20,386.6
2015-05-21,392.0
2015-05-22,403.25
2015-05-25,395.65
2015-05-26,409.0
2015-05-27,411.0
2015-05-28,417.7
2015-05-29,403.85
2015-06-01,431.1
2015-06-02,425.5
2015-06-03,386.3
2015-06-04,386.35
2015-06-05,414.15
2015-06-08,397.45
2015-06-09,403.9
2015-06-10,382.4
2015-06-11,374.4
2015-06-12,379.7
2015-06-15,376.0
2015-06-16,379.2
2015-06-17,383.3
2015-06-18,394.55
2015-06-19,393.5
2015-06-22,388.5
2015-06-23,393.15
2015-06-24,394.0
2015-06-25,405.75
2015-06-26,393.8
2015-06-29,384.4
2015-06-30,393.5
2015-07-01,397.0
2015-07-02,403.05
2015-07-03,403.9
2015-07-06,400.85
2015-07-07,416.1
2015-07-08,405.85
2015-07-09,398.3
2015-07-10,392.8
2015-07-13,398.6
2015-07-14,403.0
2015-07-15,404.95
2015-07-16,410.0
2015-07-17,417.5
2015-07-20,424.7
2015-07-21,411.65
2015-07-22,432.5
2015-07-23,430.7
2015-07-24,427.8
2015-07-27,423.0
2015-07-28,421.9
2015-07-29,430.2
2015-07-30,430.4
2015-07-31,437.1
2015-08-03,456.35
2015-08-04,462.45
2015-08-05,463.9
2015-08-06,471.5
2015-08-07,498.35
2015-08-10,510.15
2015-08-11,514.0
2015-08-12,510.85
2015-08-13,497.6
2015-08-14,484.65
2015-08-17,502.8
2015-08-18,513.65
2015-08-19,508.65
2015-08-20,489.05
2015-08-21,497.65
2015-08-24,431.25
2015-08-25,430.7
2015-08-26,425.1
2015-08-27,441.2
2015-08-28,446.35
2015-08-31,449.9
2015-09-01,427.45
2015-09-02,436.65
2015-09-03,454.75
2015-09-04,443.5
2015-09-07,435.15
2015-09-08,438.05
2015-09-09,459.5
2015-09-10,451.0
2015-09-11,436.45
2015-09-14,457.65
2015-09-15,454.9
2015-09-16,450.1
2015-09-18,453.5
2015-09-21,459.6
2015-09-22,437.25
2015-09-23,446.3
2015-09-24,456.3
2015-09-28,440.7
2015-09-29,435.35
2015-09-30,443.15
2015-10-01,441.85
2015-10-05,446.0
2015-10-06,459.85
2015-10-07,464.55
2015-10-08,483.35
2015-10-09,500.45
2015-10-12,496.75
2015-10-13,499.0
2015-10-14,520.55
2015-10-15,504.2
2015-10-16,500.6
2015-10-19,506.55
2015-10-20,505.3
2015-10-21,503.05
2015-10-23,508.15
2015-10-26,487.0
2015-10-27,503.1
2015-10-28,509.95
2015-10-29,512.0
2015-10-30,504.55
2015-11-02,509.8
2015-11-03,502.35
2015-11-04,507.2
2015-11-05,500.65
2015-11-06,500.0
2015-11-09,585.4
2015-11-10,563.15
2015-11-11,588.85
2015-11-13,597.0
2015-11-16,603.2
2015-11-17,608.15
2015-11-18,591.5
2015-11-19,585.0
2015-11-20,590.6
2015-11-23,646.4
2015-11-24,656.7
2015-11-26,683.3
2015-11-27,701.35
2015-11-30,709.95
2015-12-01,721.1
2015-12-02,710.1
2015-12-03,670.55
2015-12-04,663.9
2015-12-07,719.5
2015-12-08,709.1
2015-12-09,679.75
2015-12-10,690.35
2015-12-11,680.75
2015-12-14,689.55
2015-12-15,698.35
2015-12-16,689.15
2015-12-17,703.45
2015-12-18,693.1
2015-12-21,687.25
2015-12-22,688.05
2015-12-23,683.5
2015-12-24,694.25
2015-12-28,689.6
2015-12-29,686.2
2015-12-30,689.25
2015-12-31,695.4
