Date,CRISIL
2015-01-01,1925.75
2015-01-02,1938.75
2015-01-05,1964.5
2015-01-06,1881.0
2015-01-07,1962.0
2015-01-08,1971.25
2015-01-09,1949.95
2015-01-12,1938.45
2015-01-13,1903.75
2015-01-14,1933.7
2015-01-15,1944.95
2015-01-16,1980.65
2015-01-19,2023.2
2015-01-20,1990.5
2015-01-21,2044.75
2015-01-22,2105.2
2015-01-23,2100.45
2015-01-27,2117.05
2015-01-28,2109.95
2015-01-29,2047.7
2015-01-30,2099.55
2015-02-02,2086.15
2015-02-03,2118.5
2015-02-04,2129.8
2015-02-05,2099.95
2015-02-06,2041.0
2015-02-09,2019.2
2015-02-10,2017.95
2015-02-11,2045.3
2015-02-12,2098.75
2015-02-13,2102.2
2015-02-16,2125.95
2015-02-18,2099.05
2015-02-19,2133.0
2015-02-20,2113.1
2015-02-23,2069.6
2015-02-24,2025.2
2015-02-25,2086.6
2015-02-26,2088.95
2015-02-27,2070.35
2015-02-28,2100.1
2015-03-02,2117.0
2015-03-03,2151.85
2015-03-04,2153.15
2015-03-05,2118.4
2015-03-09,2109.05
2015-03-10,2073.05
2015-03-11,2038.15
2015-03-12,2085.1
2015-03-13,2057.1
2015-03-16,2084.1
2015-03-17,2038.55
2015-03-18,1998.65
2015-03-19,2015.3
2015-03-20,1992.2
2015-03-23,2020.45
2015-03-24,2029.35
2015-03-25,2018.65
2015-03-26,2026.1
2015-03-27,2022.05
2015-03-30,2044.7
2015-03-31,2010.2
2015-04-01,2030.7
2015-04-06,2056.55
2015-04-07,2049.1
2015-04-08,2109.75
2015-04-09,2163.65
2015-04-10,2227.4
2015-04-13,2295.35
2015-04-15,2294.2
2015-04-16,2348.55
2015-04-17,2192.5
2015-04-20,2049.9
2015-04-21,1973.55
2015-04-22,2006.65
2015-04-23,1996.1
2015-04-24,1895.25
2015-04-27,1968.4
2015-04-28,1945.05
2015-04-29,1981.1
2015-04-30,1979.4
2015-05-04,2002.1
2015-05-05,2001.05
2015-05-06,2000.85
2015-05-07,1966.55
2015-05-08,2008.0
2015-05-11,2095.1
2015-05-12,2160.1
2015-05-13,2095.85
2015-05-14,2094.6
2015-05-15,2072.6
2015-05-18,2092.35
2015-05-19,2107.1
2015-05-20,2068.7
2015-05-21,2060.2
2015-05-22,2093.5
2015-05-25,2068.75
2015-05-26,2081.05
2015-05-27,2090.9
2015-05-28,2040.2
2015-05-29,2101.1
2015-06-01,2047.35
2015-06-02,2043.25
2015-06-03,2027.3
2015-06-04,2008.8
2015-06-05,1982.65
2015-06-08,1998.0
2015-06-09,1965.55
2015-06-10,1946.05
2015-06-11,1908.25
2015-06-12,1924.95
2015-06-15,1909.8
2015-06-16,1905.65
2015-06-17,1910.2
2015-06-18,1919.45
2015-06-19,1897.3
2015-06-22,1953.45
2015-06-23,1974.25
2015-06-24,1984.2
2015-06-25,1969.3
2015-06-26,2007.95
2015-06-29,1954.05
2015-06-30,1935.55
2015-07-01,1989.5
2015-07-02,1989.8
2015-07-03,2002.0
2015-07-06,1991.9
2015-07-07,2000.3
2015-07-08,1989.5
2015-07-09,1969.85
2015-07-10,1960.95
2015-07-13,1954.75
2015-07-14,1972.35
2015-07-15,2005.05
2015-07-16,1973.0
2015-07-17,1973.05
2015-07-20,2001.45
2015-07-21,1993.85
2015-07-22,2002.55
2015-07-23,1964.9
2015-07-24,1953.75
2015-07-27,1966.85
2015-07-28,1949.55
2015-07-29,1977.4
2015-07-30,1984.45
2015-07-31,2041.3
2015-08-03,1999.95
2015-08-04,1986.0
2015-08-05,2004.15
2015-08-06,2010.7
2015-08-07,1924.45
2015-08-10,1917.4
2015-08-11,1923.2
2015-08-12,1907.95
2015-08-13,1908.1
2015-08-14,1937.1
2015-08-17,1927.1
2015-08-18,1937.95
2015-08-19,1924.3
2015-08-20,1979.15
2015-08-21,1984.9
2015-08-24,1809.8
2015-08-25,1899.2
2015-08-26,1832.4
2015-08-27,1885.1
2015-08-28,1880.65
2015-08-31,1935.75
2015-09-01,1859.55
2015-09-02,1867.4
2015-09-03,1873.5
2015-09-04,1832.45
2015-09-07,1787.95
2015-09-08,1796.1
2015-09-09,1817.6
2015-09-10,1785.1
2015-09-11,1833.25
2015-09-14,1893.4
2015-09-15,1833.65
2015-09-16,1795.15
2015-09-18,1923.05
2015-09-21,1842.65
2015-09-22,1828.5
2015-09-23,1807.05
2015-09-24,1811.65
2015-09-28,1797.5
2015-09-29,1817.5
2015-09-30,1833.25
2015-10-01,1862.9
2015-10-05,1903.3
2015-10-06,1899.25
2015-10-07,1975.35
2015-10-08,1975.7
2015-10-09,1971.1
2015-10-12,1978.55
2015-10-13,1985.35
2015-10-14,1986.95
2015-10-15,1986.65
2015-10-16,1987.45
2015-10-19,2003.0
2015-10-20,2001.95
2015-10-21,2027.6
2015-10-23,2000.5
2015-10-26,2000.9
2015-10-27,2007.75
2015-10-28,1957.1
2015-10-29,1971.35
2015-10-30,1961.5
2015-11-02,1932.85
2015-11-03,1921.15
2015-11-04,1926.35
